"michigan.indie","disco","chicago.soul","alternative.rock","boogie.woogie","reggae.fusion","experimental.rock","thrash.metal","canadian.indie","new.wave","albuquerque.indie","deep.disco","country.dawn","traditional.blues","traditional.rockabilly","rva.indie","acoustic.blues","piano.blues","lithumania","stoner.rock","afrobeat","traditional.folk","classic.funk.rock","deep.southern.soul","romanian.rock","deep.contemporary.country","beach.music","progressive.bluegrass","rockabilly","bubblegum.pop","post.punk","christmas","funk","soft.rock","canadian.country","new.age","western.swing","pop.christmas","pop.rock","kraut.rock","neo.progressive","jazz.christmas","roots.rock","j.pop","christian.christmas","quiet.storm","jazz.blues","exotica","freestyle","praise","texas.blues","chicago.blues","classic.garage.rock","soul.christmas","lilith","hollywood","deep.free.jazz","rock.steady","jazz.orchestra","british.blues","p.funk","new.orleans.blues","punk","blues","post.disco.soul","soul.jazz","pub.rock","new.romantic","piedmont.blues","comedy","vocal.house","spanish.new.wave","russian.punk","neo.rockabilly","country.gospel","german.techno","canterbury.scene","symphonic.rock","french.pop","native.american","louisiana.blues","deep.funk","ska","british.invasion","northern.soul","folk.pop","traditional.rock..n.roll","deep.adult.standards","jazz","swing","piano.rock","psychedelic.blues.rock","classic.italian.pop","french.rock","zouk","australian.dance","cowpunk","hard.rock","sludge.metal","metal","hi.nrg","jangle.pop","texas.country","j.rap","british.folk","swedish.hard.rock","urban.contemporary","smooth.jazz","hard.bop","classic.soundtrack","roots.reggae","cowboy.western","pop","singer.songwriter","doom.metal","deep.northern.soul","britpop","album.rock","big.band","indie.christmas","chanson","eurodance","power.metal","makossa","rock","memphis.soul","classic.rock","heavy.christmas","jam.band","tropical","europop","deep.melodic.house","deep.pop.punk","bow.pop","italian.pop","gospel","alternative.country","modern.country.rock","progressive.rock","dancehall","spanish.pop","show.tunes","screamo","deathgrind","worship","traditional.country","australian.country","folk.rock","nwothm","barbershop","boy.band","blues.rock","southern.soul.blues","a.cappella","motown","electro","power.pop","traditional.soul","folk","screamo.punk","glam.rock","outlaw.country","schlager","underground.power.pop","vocal.jazz","freakbeat","nashville.sound","psychobilly","contemporary.country","country.road","spanish.invasion","cantautor","melancholia","swamp.blues","neo.soul","swamp.pop","german.metal","world","new.wave.pop","country.christmas","dutch.pop","rock.and.roll","gospel.reggae","crust.punk","contemporary.post.bop","honky.tonk","memphis.blues","japanese.r.b","southern.soul","german.ccm","deep.soft.rock","protopunk","synthpop","latin","psychedelic.rock","movie.tunes","surf.music","experimental","dance.pop","new.jack.swing","anarcho.punk","merseybeat","mod.revival","madchester","permanent.wave","funk.metal","zolo","lovers.rock","lounge","australian.pop","british.indie.rock","delta.blues","latin.christmas","country.blues","dark.black.metal","grindcore","ragga.jungle","deep.motown","post.disco","mellow.gold","gamecore","modern.southern.rock","adult.standards","comic","progressive.metal","rock.en.espanol","southern.rock","ska.punk","bass.trip","soundtrack","girl.group","acid.jazz","bluegrass","dub","eurobeat","funk.rock","space.rock","electric.blues","orchestral","doo.wop","melodic.hard.rock","easy.listening","soul","cabaret","speed.metal","norwegian.rock","harmonica.blues","soul.blues","punk.ska","electronic","canadian.metal","punk.christmas","dance.rock","chamber.pop","vintage.swoon","uk.post.punk","glam.metal","modern.blues","nursery","latin.jazz","country.rock","children.s.christmas","italian.disco","brill.building.pop","candy.pop","reggae","hip.house","jazz.fusion","bebop","swedish.pop","folk.christmas","jazz.funk","jump.blues","dansband","contemporary.folk","chaotic.hardcore","art.rock","cool.jazz","country"
67.138649682795,9240.08415759508,6651.33247823159,27.0743311036789,40.2709858182913,8.04255319148936,53.2331812328778,24.0648183964466,21.0871296578333,210.980741113541,5.01388888888889,410.353388776252,154.400672372536,289.029493147473,4.01176470588235,24.1221590909091,92.0756265269506,150.619786646074,15.1111111111111,18.0712484237074,9.05714285714286,5050.85227222357,10010.7554590349,101.342293114894,8.01694915254237,10.037221217601,902.201658542963,57.028325847191,1058.83757715658,5690.26085340168,27.0743311036789,3349.26631000348,9700.4567638465,17508.8937657335,332.907869880628,17.3928571428571,808.935983797972,1962.10067077937,137.206176686367,22.0659143841233,11.0291708291708,1372.99404562851,5582.33762709544,48.2857371337761,34.1087673293942,10174.4587103257,1391.246523384,104.504781981474,16.1428571428571,10.0144927536232,409.421960462291,280.954008366215,113.733374953217,7826.24653422498,62.241534040672,65.7653486485628,3.02186571598336,33.0955390812424,17.0479094076655,2209.46153016116,467.187983448172,196.647922411007,32.0969253256075,314.138766663474,58.3356996606996,209.73492491603,473.083057059807,208.012899852532,43.8555555555556,106.135852647469,5.03076923076923,9.07142857142857,2.02105263157895,4.01098901098901,2142.79032023139,17.0549253731343,120.283917665015,1418.31972491274,14.0744535519126,13.0569280343717,88.4375626511996,560.619723554269,10.625,2382.77017642795,1006.99211402836,4623.6864044948,89.4292502598746,184.61577530818,79.2218419640159,69.6076820972916,868.35332335526,47.9166407964795,4.01136363636364,28.75,31.0956703982335,317.927517786918,49.9759593280283,2762.08425007613,9.04081632653061,362.122638906711,3473.34442184879,263.674659820467,175.633677419668,48.2857371337761,259.694147903541,15.0565476190476,650.331066017663,250.297653084748,16.0450916654405,18.0948191593353,27.1184805045703,1190.25394397073,128.32738115883,7819.54070235159,24.0648183964466,31.0768689448267,7.01666666666667,9174.60466934028,20.0595373146423,4.01176470588235,24.0916949312229,30.1120852187029,3.02325581395349,9.05714285714286,9273.70924536768,5326.83104139153,7679.38843234325,1002.99713074425,122.357941404737,6.03436962134252,383.56783546933,119.876762768965,10.0322580645161,325.756522492803,4.01136363636364,19.0368454009758,12.0952380952381,9.05405405405405,1575.09737000259,8.04255319148936,9.07142857142857,24.0526556776557,4.01162790697674,9.04081632653061,5.03448275862069,2265.21089904729,276.19505025445,9969.10954584787,15.0565476190476,17.0625,382.229689904912,4324.57973429797,242.424131397462,12.0909090909091,11039.984721972,17.0549253731343,403.224926269276,1.01,3691.61243041101,4.01086956521739,4336.33344893987,1041.82345210362,22.0714995034757,81.0249062499516,486.08725334105,56.5391607676016,2738.36499392927,3.02247191011236,405.87587453295,9.05405405405405,10.0350877192982,9.07142857142857,117.014018725248,84.4368456377166,49.1219077502713,120.112700155072,3.02325581395349,9.05714285714286,1547.69415060095,2766.08646846128,18.0756613756614,1590.70651175381,14.0488028061613,7.05022908535551,24.0577900781389,452.593704140319,263.124126038461,48.2857371337761,7002.35159869825,14.0488028061613,171.787398734583,992.400086403996,31.0759185015269,6.03436962134252,1949.90996860789,42.7064159146301,93.9966268208525,15.046350129199,285.203482763971,169.659308191893,7.05022908535551,1333.22887220883,5.02985074626866,7.01666666666667,619.862162089358,44.2055740641484,129.650762833394,8.04255319148936,1009.39272909476,25.0873961526501,17.0579018540266,51.2422931936172,6.03436962134252,290.013200093094,144.235864279361,9.04081632653061,39.5850246779824,28.4951079622132,2939.07048420369,16530.3707850894,4.01388888888889,8.02116461366181,4427.35329655457,233.233311700113,3.02325581395349,9.07142857142857,4351.66298915373,10.625,18.0645161290323,91.3512556576197,27.0967880869019,6.01136363636364,57.028325847191,8.04255319148936,23.1948356807512,8567.02620179266,191.540359495636,881.394809089211,4.01111111111111,289.428299064041,28.0591005967605,624.000086334501,12216.9408854161,106.752592381862,24.0648183964466,21.0625,3.02222222222222,5080.00317494001,10.625,17.0549253731343,29.0740931345277,32.0969253256075,257.384564003544,4.01176470588235,13.0757907104387,23.0787878787878,180.022276996494,647.54892589587,16.4444444444444,33.1098901098901,7231.58540113304,16.4444444444444,49.2878028404344,3216.31201114915,53.4537037037037,27.1184805045703,5.03076923076923,242.552325026142,74.2155895956945,196.579648645487,4898.55190828536,578.370627111172,171.575259588486,6.01612903225806,16.0494850498338,41.1843683989116,1442.40991781371,74.2155895956945,1723.44338992989
