"doo.wop","nashville.sound","jazz.christmas","easy.listening","louisiana.blues","cabaret","bossa.nova","boogie.woogie","ragtime","deep.adult.standards","mpb","brazilian.composition","jazz.blues","traditional.swing","gospel","show.tunes","traditional.blues","contemporary.post.bop","traditional.country","jazz.orchestra","children.s.christmas","blues","dixieland","boy.band","deep.opera","deep.vocal.jazz","comic","piedmont.blues","adult.standards","hard.bop","british.dance.band","vintage.jazz","country.gospel","bebop","outlaw.country","new.orleans.jazz","light.music","big.band","rhythm.and.boogie","choro","western.swing","swamp.blues","brazilian.pop.music","christian.christmas","samba","tin.pan.alley","jazz","deep.pop.emo","swing","velha.guarda","lounge","exotica","country.christmas","vintage.swing","texas.blues","delta.blues","chicago.blues","deep.free.jazz","acoustic.blues","country.blues","piano.blues","memphis.blues","honky.tonk","new.orleans.blues","deep.motown","vintage.western","stride","cowboy.western","folk.christmas","jazz.funk","bluegrass","christmas","jump.blues","vocal.jazz","cool.jazz","movie.tunes"
20,148.556057872745,2955.26443023265,3334.28034639634,3,3873.42194410554,2,119,16,1201.19076043188,1,1,475.509336349925,158.5,2,16,3,1,164.556057872745,102,8.03846153846154,3,75.0454545454545,245.78373015873,3,14.1421568627451,5.04545454545455,3,4804.39695868052,1,484.760500678024,64.8738418444301,140.556057872745,3,15.1064425770308,290.545454545455,37.7111111111111,1622.16027898028,1,2,224.667168983856,3,1,2,16,203,30.1983516483516,6,3140.05504088504,16,4583.30649766103,193.172619047619,131.477596334283,63.2844827586207,3,3,3,2,3,3,8,3,14.1064425770308,3,3.10263157894737,69.0454545454545,60,283.751651742476,7.11011904761905,1,2,4852.44043694139,184.606442577031,3075.25018521841,29.1983516483516,42.125
