Year,CH,10,#,High,Artist
1966,1,-,1,40,The Robb Storme Group
1966,1,-,1,40,The Knickerbockers
1966,1,-,1,40,Laurie
1966,1,-,1,40,The Riot Squad
1966,1,-,1,40,Guy Darrell
1966,1,-,1,40,The Critters
1966,1,-,1,40,The Incas
1966,1,-,1,40,Patti La Belle & Her Belles
1966,1,-,1,40,Diana Dors
1966,1,-,1,40,Wee Willie Harris
1966,1,-,1,40,Wishful Thinking
1966,1,-,1,40,Johnny Wyatt
1966,1,-,1,40,The Gibsons
1966,1,-,1,40,The Majority
1966,3,-,1,41,Boz
1966,3,-,1,42,The Action
1966,2,-,1,42,Smith
1966,2,-,1,43,Len Barry
1966,2,-,-,44,Jason Eddy & The Centremen
1966,1,-,1,44,Esther Phillips
1966,1,-,1,44,Listen
1966,1,-,1,45,Bert Kaempfert & His Orchestra
1966,2,-,-,46,Simon & Garfunkel
1966,1,-,1,46,Tony Rivers & The Castaways
1966,2,-,-,47,Eden Kane
1966,1,-,1,47,Tony Rivers & The Castaways
1966,1,-,1,48,Little Mac & The Boss Sounds
1966,1,-,1,48,John Mayall's Bluesbreakers with Peter Green
1966,1,-,1,49,The Elgins
1966,1,-,1,49,Sam & Dave
1967,12,9,7,1,The Beatles
1967,56,11,6,1,Engelbert Humperdinck
1967,15,10,6,1,Procol Harum
1967,27,14,5,1,Engelbert Humperdinck
1967,17,11,4,1,Scott Mckenzie
1967,17,9,4,1,The Monkees
1967,17,8,4,1,The Bee Gees
1967,18,9,3,1,Sandie Shaw
1967,15,8,3,1,The Tremeloes
1967,13,8,3,1,The Beatles
1967,18,9,2,1,Nancy Sinatra & Frank Sinatra
1967,14,9,2,1,Petula Clark
1967,16,7,2,1,The Foundations
1967,13,7,2,1,Long John Baldry
1967,29,9,4,2,Engelbert Humperdinck
1967,25,9,4,2,Tom Jones
1967,11,7,3,2,The Beatles
1967,11,7,3,2,The Beatles
1967,12,6,3,2,The Beatles
1967,15,7,2,2,Keith West
1967,13,7,2,2,The Move
1967,11,6,2,2,The Kinks
1967,10,5,2,2,Cat Stevens
1967,14,4,2,2,The Dave Clark Five
1967,17,8,1,2,The Mamas & The Papas
1967,20,7,1,2,Vikki Carr
1967,17,7,1,2,Vince Hill
1967,16,7,1,2,Tom Jones
1967,14,7,1,2,Traffic
1967,12,7,1,2,The Monkees
1967,15,5,1,2,Harry Secombe
1967,10,5,1,2,The Move
1967,10,6,2,3,Dave Davies
1967,14,5,2,3,"Dave Dee, Dozy, Beaky, Mick & Tich"
1967,12,5,2,3,The Monkees
1967,11,5,2,3,The Hollies
1967,10,5,2,3,The Rolling Stones
1967,10,5,2,3,The Rolling Stones
1967,19,9,1,3,Val Doonican
1967,14,6,1,3,Small Faces
1967,14,5,1,3,Jimi Hendrix Experience
1967,11,5,1,3,The Who
1967,11,4,1,3,The Seekers
1967,11,4,1,3,The Kinks
1967,11,5,2,4,The Tremeloes
1967,11,4,2,4,Manfred Mann
1967,15,7,1,4,The Turtles
1967,13,5,1,4,The Tremeloes
1967,11,5,1,4,The Beach Boys
1967,10,5,1,4,The Who
1967,12,4,1,4,The Flower Pot Men
1967,12,4,1,4,Alan Price Set
1967,11,4,1,4,The Hollies
1967,10,4,1,4,Alan Price Set
1967,11,4,1,4,"Dave Dee, Dozy, Beaky, Mick & Tich"
1967,13,6,3,5,Gene Pitney
1967,14,5,2,5,Diana Ross & The Supremes
1967,15,6,1,5,Stevie Wonder
1967,14,5,1,5,The Troggs
1967,12,5,1,5,The Box Tops
1967,12,4,1,5,Whistling Jack Smith
1967,10,3,1,5,The Move
1967,10,3,1,5,Traffic
1967,9,3,1,5,Paul Jones
1967,12,5,2,6,The Supremes
1967,13,4,2,6,The Herd
1967,11,4,2,6,Lulu
1967,11,3,2,6,Jimi Hendrix Experience
1967,30,5,1,6,Anita Harris
1967,12,5,1,6,Pink Floyd
1967,10,5,1,6,Procol Harum
1967,13,4,1,6,The Johnny Mann Singers
1967,10,4,1,6,Cliff Richard
1967,17,3,1,6,Des O'Connor
1967,12,3,1,6,Cliff Richard
1967,11,3,1,6,Jimi Hendrix Experience
1967,10,3,1,6,Cat Stevens
1967,8,3,1,6,Four Tops
1967,21,4,2,7,Frankie Vaughan
1967,17,3,1,7,The Dubliners
1967,15,3,1,7,Tom Jones
1967,14,3,1,7,Arthur Conley
1967,11,3,1,7,Herman's Hermits
1967,11,2,1,7,The New Vaudeville Band
1967,10,2,1,7,Eric Burdon & The Animals
1967,13,5,1,8,The Royal Guardsmen
1967,8,4,1,8,The Rolling Stones
1967,8,4,1,8,The Rolling Stones
1967,12,3,1,8,Traffic
1967,8,3,1,8,Donovan
1967,13,2,1,8,The Young Rascals
1967,10,2,1,8,Four Tops
1967,11,2,1,8,Donovan
1967,10,2,1,8,The Troggs
1967,10,2,1,8,Nancy Sinatra
1967,10,1,1,8,Tom Jones
1967,9,1,1,8,The Beach Boys
1967,20,3,2,9,Topol
1967,16,2,2,9,The Bee Gees
1967,10,2,2,9,Cliff Richard
1967,11,1,1,9,The Mamas & The Papas
1967,7,1,1,9,The Spencer Davis Group
1967,14,2,2,10,Cliff Richard
1967,14,1,1,10,Aretha Franklin
1967,12,1,1,10,The Who
1967,6,1,1,10,The Young Idea
1967,8,-,3,11,The Monkees
1967,9,-,2,11,The New Vaudeville Band
1967,19,-,1,11,Nancy Sinatra
1967,18,-,1,11,Nancy Sinatra & Lee Hazlewood
1967,13,-,1,11,Felice Taylor
1967,12,-,1,11,Wayne Fontana
1967,12,-,1,11,The Seekers
1967,12,-,1,11,Val Doonican
1967,12,-,1,11,Cream
1967,11,-,1,11,Lulu
1967,10,-,1,11,Ken Dodd
1967,12,-,2,12,The Turtles
1967,10,-,2,12,Georgie Fame
1967,11,-,1,12,Jim Reeves
1967,10,-,1,12,Small Faces
1967,11,-,1,12,Petula Clark
1967,10,-,1,12,Amen Corner
1967,9,-,1,12,Four Tops
1967,10,-,1,12,The Troggs
1967,10,-,1,12,The Bee Gees
1967,15,-,1,13,Gladys Knight & The Pips
1967,11,-,1,13,Bobbie Gentry
1967,11,-,1,13,Vince Hill
1967,9,-,1,13,"Dave Dee, Dozy, Beaky, Mick & Tich"
1967,9,-,1,13,Dusty Springfield
1967,10,-,1,13,The Marvelettes
1967,14,-,3,14,Jeff Beck
1967,38,-,1,14,The Mike Sammes Singers
1967,11,-,1,14,Desmond Dekker & The Aces
1967,8,-,2,15,Georgie Fame
1967,13,-,1,15,Sandy Posey
1967,15,-,1,15,The Dubliners
1967,9,-,1,15,The Barron Knights
1967,11,-,3,16,Marvin Gaye & Kim Weston
1967,10,-,1,17,The Supremes
1967,9,-,1,17,Cream
1967,6,-,1,17,The Troggs
1967,13,-,1,18,Prince Buster
1967,12,-,1,18,Sandie Shaw
1967,11,-,1,18,Vanilla Fudge
1967,11,-,1,18,Otis Redding & Carla Thomas
1967,10,-,1,18,P. P. Arnold
1967,9,-,1,18,Jimi Hendrix Experience
1967,8,-,1,18,The Hollies
1967,18,-,3,19,Eddie Floyd
1967,9,-,2,19,The Temptations
1967,15,-,1,19,Frankie McBride
1967,11,-,1,20,Eric Burdon & The Animals
1967,9,-,1,20,The Bachelors
1967,8,-,1,20,Pink Floyd
1967,8,-,1,20,Cat Stevens
1967,5,-,1,20,Stevie Wonder
1967,15,-,1,21,Shirley Bassey
1967,9,-,1,21,Frankie Vaughan
1967,9,-,1,21,Martha & The Vandellas
1967,7,-,1,21,Rita Pavone
1967,6,-,1,21,Sandie Shaw
1967,5,-,1,21,Elvis Presley
1967,8,-,1,22,Stevie Wonder
1967,9,-,1,23,Vince Hill
1967,7,-,1,23,The Monkees
1967,14,-,1,24,Sam & Dave
1967,11,-,1,24,Frank Ifield
1967,8,-,1,24,The Shadows
1967,7,-,1,24,Keith
1967,7,-,1,24,Cilla Black
1967,6,-,1,24,Dusty Springfield
1967,6,-,1,24,Amen Corner
1967,6,-,1,24,John Walker
1967,13,-,1,25,Clinton Ford
1967,6,-,3,26,The Walker Brothers
1967,15,-,2,26,The Temptations
1967,8,-,2,26,Cliff Richard
1967,7,-,2,26,Small Faces
1967,11,-,1,26,Cilla Black
1967,7,-,1,26,Four Tops
1967,7,-,1,26,The Lovin' Spoonful
1967,7,-,1,26,Mireille Mathieu
1967,6,-,1,26,Jimmy Ruffin
1967,6,-,1,26,The Walker Brothers
1967,14,-,2,27,Herb Alpert & The Tijuana Brass
1967,12,-,1,27,Rita Pavone
1967,6,-,1,27,Warm Sounds
1967,10,-,2,28,Otis Redding
1967,8,-,1,28,The Dave Clark Five
1967,9,-,1,28,The Happenings
1967,7,-,1,28,Wilson Pickett
1967,7,-,1,28,The Casinos
1967,7,-,2,29,Jimmy Ruffin
1967,6,-,2,29,The Beach Boys
1967,8,-,1,29,Sonny & Cher
1967,6,-,2,30,Paul & Barry Ryan
1967,5,-,2,30,The Spencer Davis Group
1967,8,-,1,30,The Bachelors
1967,3,-,1,30,Jeff Beck
1967,8,-,1,31,Eddie Floyd
1967,6,-,1,32,Lulu
1967,6,-,1,32,Roy Orbison
1967,8,-,1,32,Paul Jones
1967,4,-,1,32,Joe Brown
1967,11,-,1,33,Frank Sinatra
1967,6,-,1,33,Andy Williams
1967,6,-,1,33,Harpers Bizarre
1967,5,-,1,33,Jim Reeves
1967,7,-,1,33,The Bar-Kays
1967,5,-,1,33,Judith Durham
1967,6,-,1,33,Chris Farlowe
1967,7,-,2,34,Harpers Bizarre
1967,5,-,2,34,The Happenings
1967,4,-,2,35,The Pyramids
1967,8,-,1,35,Sam & Dave
1967,5,-,1,35,Otis Redding & Carla Thomas
1967,6,-,1,36,The Skatalites
1967,4,-,1,36,Manfred Mann
1967,5,-,2,37,The Four Seasons
1967,5,-,1,37,Georgie Fame
1967,4,-,1,37,The Royal Guardsmen
1967,4,-,1,37,The New Vaudeville Band
1967,4,-,1,37,The Young Rascals
1967,5,-,2,38,Elvis Presley
1967,5,-,2,38,Elvis Presley
1967,6,-,1,38,Gene Pitney
1967,6,-,1,38,Jim Reeves
1967,3,-,1,38,Ray Charles
1967,3,-,1,38,Keith West
1967,6,-,2,39,Lester Flatt & Earl Scruggs
1967,5,-,1,39,Geno Washington & The Ram Jam Band
1967,4,-,1,39,Val Doonican
1967,4,-,1,39,Aretha Franklin
1967,2,-,1,39,The Tremeloes
1967,6,-,1,40,The Ethiopians
1967,5,-,1,41,Trini Lopez
1967,5,-,1,41,The Bee Gees
1967,4,-,1,42,The Electric Prunes
1967,4,-,1,42,The Mindbenders
1967,3,-,1,42,Eddie Floyd
1967,3,-,1,42,The Troggs
1967,6,-,2,43,Otis Redding
1967,3,-,1,43,The Dubliners
1967,3,-,1,43,Wilson Pickett
1967,2,-,1,43,Aretha Franklin
1967,2,-,1,43,Marianne Faithfull
1967,2,-,1,43,Kenny Ball & His Jazzmen
1967,3,-,1,44,The Who
1967,3,-,1,44,The Who
1967,3,-,1,44,The Symbols
1967,2,-,1,44,The Lovin' Spoonful
1967,2,-,2,45,Malcolm Roberts
1967,3,-,1,45,The Smoke
1967,3,-,1,45,Eric Burdon & The Animals
1967,2,-,1,45,Alan Price Set
1967,1,-,1,45,The Bystanders
1967,1,-,1,45,Adge Cutler & The Wurzels
1967,1,-,1,45,The Guess Who
1967,1,-,1,45,Andy Williams
1967,2,-,2,46,Chris Farlowe
1967,4,-,1,46,Otis Redding
1967,3,-,1,46,Anita Harris
1967,2,-,2,47,Paul & Barry Ryan
1967,3,-,1,47,The Mamas & The Papas
1967,2,-,1,47,P. P. Arnold
1967,1,-,1,47,Gladys Knight & The Pips
1967,1,-,1,47,Cat Stevens
1967,1,-,1,47,Nancy Sinatra & Lee Hazlewood
1967,3,-,1,48,Sandy Posey
1967,1,-,1,48,Otis Redding
1967,1,-,1,48,Chris Farlowe
1967,2,-,1,49,Elvis Presley
1967,1,-,1,49,The Drifters
1967,1,-,1,49,The Electric Prunes
1967,1,-,1,49,The Doors
1967,1,-,1,50,The Seekers
1967,1,-,1,50,Tim Hardin
1967,1,-,1,50,Sandie Shaw
1967,1,-,1,50,Scott Mckenzie
1967,1,-,1,50,Keith
1967,1,-,1,50,Vikki Carr
1967,7,-,-,51,The Equals
1967,6,-,-,51,Lord Kitchener
1967,6,-,-,51,King Curtis
1967,6,-,-,51,Arthur Conley
1967,5,-,-,51,David McWilliams
1967,5,-,-,51,The Mama's & The Papa's
1967,4,-,-,51,John's Children
1967,4,-,-,51,Jimmy Ruffin
1967,4,-,-,51,"Peter, Paul & Mary"
1967,4,-,-,51,Rolando Al & The Soul Brothers
1967,4,-,-,51,Geno Washington & The Ram Jam Band
1967,4,-,-,51,Dusty Springfield
1967,3,-,-,51,Wayne Fontana
1967,3,-,-,51,The Flower Pot Men
1967,3,-,-,51,Vanilla Fudge
1967,3,-,-,51,Larry Cunningham & The Mighty Avons
1967,3,-,-,51,Simon Dupree & The Big Sound
1967,3,-,-,51,John Walker
1967,3,-,-,51,Herb Alpert & The Tijuana Brass
1967,3,-,-,51,Davy Jones
1967,3,-,-,51,Tim Rose
1967,3,-,-,51,Bobby Goldsboro
1967,3,-,-,51,Rupert's People
1967,3,-,-,51,Little Grants & Eddie
1967,3,-,-,51,Manfred Mann
1967,3,-,-,51,The Nashville Teens
1967,3,-,-,51,Derek Morgan & The Aces
1967,3,-,-,51,Elvis Presley
1967,3,-,-,51,Marvin Gaye
1967,2,-,-,51,Marvin Gaye & Tammi Terrell
1967,2,-,-,51,Crispian St. Peters
1967,2,-,-,51,Pink Floyd
1967,2,-,-,51,Roy Orbison
1967,2,-,-,51,The Swinging Blue Jeans
1967,2,-,-,51,Svensk
1967,2,-,-,51,Guy Darrell
1967,2,-,-,51,Jimi Hendrix & Curtis Knight
1967,2,-,-,51,Sean Dunphy
1967,2,-,-,51,Percy Sledge
1967,2,-,-,51,The Byrds
1967,2,-,-,51,Nancy Sinatra
1967,2,-,-,51,Martha & The Vandellas
1967,2,-,-,51,Herman's Hermits
1967,2,-,-,51,P. J. Proby
1967,2,-,-,51,Skip Bifferty
1967,2,-,-,51,Small Faces
1967,2,-,-,51,The Searchers
1967,2,-,-,51,Roy Orbison
1967,2,-,-,51,Geno Washington & The Ram Jam Band
1967,2,-,-,51,Joe Tex
1967,2,-,-,51,The Rockin' Berries
1967,2,-,-,51,The Dave Clark Five
1967,2,-,-,51,Otis Redding
1967,2,-,-,51,Stevie Wonder
1967,2,-,-,51,The Truth
1967,2,-,-,51,The Association
1967,2,-,-,51,Sam & Dave
1967,1,-,-,51,Jacques Loussier
1967,1,-,-,51,The Dubliners
1967,1,-,-,51,The Temptations
1967,1,-,-,51,Simon & Garfunkel
1967,1,-,-,51,The Olympics
1967,1,-,-,51,Frankie Vaughan
1967,1,-,-,51,Adge Cutler & The Wurzels
1967,1,-,-,51,Simon Dupree & The Big Sound
1967,1,-,-,51,Micky Dolenz
1967,1,-,-,51,The Four Gees
1967,1,-,-,51,Gladys Knight & The Pips
1967,1,-,-,51,Mrs. Mills
1967,1,-,-,51,Wynder K. Frog
1967,1,-,-,51,Hank Locklin
1967,1,-,-,51,The Easybeats
1967,1,-,-,51,The Attack
1967,1,-,-,51,Booker T & The MGs
1967,1,-,-,51,Billy Fury
1967,1,-,-,51,Jimmy James & The Vagabonds
1967,1,-,-,51,The Mindbenders
1967,1,-,-,51,Ike & Tina Turner
1967,1,-,-,51,The Flies
1967,1,-,-,51,The Contours
1967,1,-,-,51,The Outer Limits
1967,1,-,-,51,The Mar-Keys
1967,1,-,-,51,Bob Dylan
1967,1,-,-,51,The Yardbirds
1967,1,-,-,51,Nancy Sinatra
1967,1,-,-,51,Ken Dodd
1967,1,-,-,51,Episode Six
1967,1,-,-,51,The Byrds
1967,1,-,-,51,Jet Harris
1967,1,-,-,51,The Box Tops
1967,1,-,-,51,Zoot Money's Big Roll Band
1967,1,-,-,51,The Witnesses Showband
1967,1,-,-,51,Life 'N' Soul
1967,1,-,-,51,Nirvana
1967,1,-,-,51,Simon Dupree & The Big Sound
1967,1,-,-,51,Tomorrow
1967,1,-,-,51,The Koobas
1967,1,-,-,51,Freddy Davies
1967,1,-,-,51,John Mayall's Bluesbreakers
1967,1,-,-,51,Booker T. & The MG's
1967,1,-,-,51,Sharon Tandy
1967,1,-,-,51,Warm Sounds
1967,1,-,-,51,Dave Berry
1967,1,-,-,51,John Mayall's Bluesbreakers
1967,1,-,-,51,Petula Clark
1967,1,-,-,51,The Electric Prunes
1967,1,-,-,51,Smokey Robinson & The Miracles
1967,1,-,-,51,Frankie Valli
1967,1,-,-,51,Ken Dodd
1967,1,-,-,51,Cyril Stapleton
1967,1,-,-,51,Nirvana
1967,1,-,-,51,The Shadows
1967,1,-,-,51,The Young Rascals
1967,1,-,-,51,The Alan Bown!
1967,1,-,-,51,Frank Ifield
1967,1,-,-,51,The Searchers
1967,1,-,-,51,Ben E. King
1967,1,-,-,51,Vince Hill
1967,1,-,-,51,Jefferson Airplane
1967,1,-,-,51,Chris Farlowe
1967,1,-,-,51,Frank Ifield
1967,1,-,-,51,P. J. Proby
1967,1,-,-,51,Jackie Trent
1967,4,2,1,4,The Swinging Blue Jeans
1967,5,1,1,4,Lesley Dawson
1967,5,2,1,5,The Four Seasons
1967,5,2,1,5,David & Jonathan
1967,4,2,1,5,Bobby Darin
1967,5,1,1,5,The Peddlers
1967,3,1,1,5,James & Bobby Purify
1967,4,1,1,6,The Four Seasons
1967,4,1,1,6,Little Richard
1967,3,1,1,6,The Byrds
1967,5,1,1,7,Denny Laine
1967,4,1,1,7,Lee Dorsey
1967,3,1,1,7,Paul Revere & The Raiders
1967,3,1,1,7,James & Bobby Purify
1967,3,1,1,7,James & Bobby Purify
1967,2,1,1,7,Strawberry Children
1967,2,1,1,7,Bobby Darin
1967,6,1,1,8,Paul Revere & The Raiders
1967,4,1,1,8,The Forum
1967,4,1,1,8,Ben E. King
1967,4,1,1,8,Jan & Dean
1967,3,1,1,8,Bobby Goldsboro
1967,3,1,1,8,The Velvelettes
1967,3,1,1,8,Jay & The Americans
1967,4,1,1,9,The Young Idea
1967,4,1,1,9,Jackie Edwards
1967,4,1,1,9,Kiki Dee
1967,3,1,1,9,The Platters
1967,3,1,1,9,Double Feature
1967,3,1,1,9,Cash McCall
1967,3,1,1,9,Billy Joe Royal
1967,3,1,1,9,The Montanas
1967,3,1,1,10,Unit Four Plus Two
1967,3,-,1,11,The Bats
1967,2,-,1,12,The Bachelors
1967,3,-,1,13,Kenny Damon
1967,3,-,1,13,The Cymbaline
1967,2,-,1,13,James Royal
1967,2,-,1,13,The Pyramid
1967,2,-,1,13,Chuck Berry
1967,4,-,1,14,King George
1967,3,-,1,14,The Pretty Things
1967,3,-,1,14,Los Bravos
1967,3,-,1,14,Aretha Franklin
1967,2,-,1,14,Lesley Gore
1967,2,-,1,14,Jackie Trent
1967,2,-,1,14,Sue & Sunny
1967,1,-,1,14,The Isley Brothers
1967,3,-,1,15,Graham Bonney
1967,3,-,1,15,Mitch Ryder & The Detroit Wheels
1967,3,-,1,15,The Mindbenders
1967,3,-,1,15,Everly Brothers
1967,2,-,1,15,Guy Darrell
1967,2,-,1,15,Twice As Much
1967,2,-,1,15,The Magic Lanterns
1967,3,-,1,16,The Artistics
1967,2,-,1,16,Jonathan King
1967,2,-,1,16,Gary U.S. Bonds
1967,1,-,1,16,The Fortunes
1967,4,-,1,17,The Moody Blues
1967,3,-,1,17,The Action
1967,3,-,1,17,Episode Six
1967,2,-,1,17,The Chiffons
1967,2,-,1,17,Ebony Keyes
1967,2,-,1,17,Gene Latter
1967,2,-,1,17,Dion & The Belmonts
1967,1,-,1,17,The Wonder Who
1967,4,-,1,18,The Chantelles
1967,3,-,1,18,Keith
1967,2,-,1,18,The Five Americans
1967,2,-,1,18,The Traits
1967,3,-,1,19,The Ivy League
1967,2,-,1,19,Nicky Scott
1967,1,-,1,19,Jimmy Cliff
1967,3,-,1,20,The Alan Bown Set
1967,3,-,1,20,David Garrick
1967,3,-,1,20,The Herd
1967,2,-,1,20,Nino Tempo & April Stevens
1967,5,-,1,21,The Beatles
1967,3,-,1,21,Johnny Rivers
1967,3,-,1,21,Robb & Dean Douglas
1967,2,-,1,21,Neil Diamond
1967,2,-,1,21,Sons & Lovers
1967,2,-,1,21,The Left Banke
1967,4,-,1,22,The Escorts
1967,3,-,1,22,Billy J. Kramer
1967,2,-,1,22,Peter & Gordon
1967,2,-,1,22,The Rockin' Berries
1967,2,-,1,22,The Buckinghams
1967,2,-,1,22,The Left Banke
1967,2,-,1,22,The West Coast Delegation
1967,2,-,1,22,Paul Revere & The Raiders
1967,3,-,2,23,The Gates Of Eden
1967,2,-,1,23,Lady Murray
1967,2,-,1,23,The Montanas
1967,2,-,1,23,Sheila Southern
1967,2,-,1,23,Doctor West's Medicine Show & Junk Band
1967,2,-,1,23,The Chasers
1967,1,-,1,23,The Tiffanies
1967,1,-,1,23,Shirley Ellis
1967,3,-,1,24,The Bats
1967,2,-,1,24,Normie Rowe
1967,2,-,1,24,Frankie Valli
1967,2,-,1,24,James Brown & The Famous Flames
1967,2,-,1,24,The Five Americans
1967,3,-,2,25,Barry Benson
1967,3,-,1,25,Susan Maughan
1967,3,-,1,25,Simon Raverne
1967,2,-,1,25,Chuck Berry
1967,1,-,1,25,Jonathan King
1967,1,-,1,25,The Shirelles
1967,3,-,1,26,Jon & Robin & The In Crowd
1967,2,-,1,26,Brian Hyland
1967,2,-,1,26,Fifth Dimension
1967,1,-,1,26,The Chants
1967,1,-,1,26,James Brown & The Famous Flames
1967,1,-,1,26,Sam The Sham & The Pharaohs
1967,1,-,1,26,The Peanut Butter Conspiracy
1967,1,-,1,26,John's Children
1967,2,-,2,27,Ways & Means
1967,4,-,1,27,Jimmy James & The Vagabonds
1967,3,-,1,27,The Quik
1967,3,-,1,27,The Corsairs
1967,2,-,1,27,Sonny Childe & The T N T
1967,2,-,1,27,The Toys
1967,2,-,1,27,Johnny Young
1967,2,-,1,27,The Lovin' Spoonful
1967,2,-,1,27,The Symbols
1967,2,-,1,27,The Tokens
1967,2,-,1,27,Blossom Dearie
1967,2,-,1,27,Shirley Ellis
1967,2,-,1,27,Len Barry
1967,1,-,1,27,David & Jonathan
1967,3,-,1,28,Vince Edwards
1967,3,-,1,28,Chanters
1967,2,-,1,28,The Mirage
1967,2,-,1,28,James Brown & The Famous Flames
1967,2,-,1,28,David Garrick
1967,2,-,1,28,Stella Starr
1967,2,-,1,28,Emma Rede
1967,2,-,1,28,Jon
1967,1,-,1,28,Maxine Brown
1967,3,-,1,29,George Bean
1967,3,-,1,29,The Riot Squad
1967,3,-,1,29,The Soft Machine
1967,3,-,1,29,The Guess Who
1967,2,-,1,29,The Critters
1967,2,-,1,29,The Shotgun Express
1967,1,-,1,29,Bill Kenwright & The Runaways
1967,1,-,1,29,The New Formula
1967,1,-,1,29,Truly Smith
1967,1,-,1,29,Cliff Bennett & The Rebel Rousers
1967,4,-,1,30,The Good Time Losers
1967,3,-,1,30,Pinkerton's Colours
1967,3,-,1,30,Oscar
1967,3,-,1,30,Studio Six
1967,3,-,1,30,Daddy Lindberg
1967,2,-,1,30,Jerry Page
1967,2,-,1,30,The Seeds
1967,2,-,1,30,Julie Rogers
1967,2,-,1,30,Trini Lopez
1967,2,-,1,30,The American Breed
1967,1,-,1,30,Two Of Each
1967,1,-,1,30,Normie Rowe
1967,1,-,1,30,Dionne Warwick
1967,3,-,2,31,The Rush
1967,3,-,1,31,Julie Driscoll
1967,3,-,1,31,The Seeds
1967,2,-,1,31,Chris Montez
1967,1,-,1,31,The Toys
1967,1,-,1,31,Whistling Jack Smith
1967,1,-,1,31,Moby Grape
1967,1,-,1,31,Roger Bloom's Hammer
1967,1,-,1,31,The Silvers
1967,2,-,1,32,Roger Bloom's Hammer
1967,2,-,1,32,Studio Six
1967,2,-,1,32,Vic Richards
1967,2,-,1,32,West Coast Consortium
1967,2,-,1,32,The Gibsons
1967,2,-,1,32,The Fingers
1967,2,-,1,32,Herbie's People
1967,1,-,1,32,Billy Forrest (of the Dream Merchants)
1967,1,-,1,32,Simon
1967,1,-,1,32,The Young Rascals
1967,1,-,1,32,The Pussyfoot
1967,1,-,1,32,The Paul Stewart Movement
1967,1,-,1,32,Christopher Caine
1967,2,-,2,33,Toni Eden
1967,2,-,1,33,Claire Francis
1967,2,-,1,33,The Interns
1967,2,-,1,33,Howard Tate
1967,1,-,1,33,Force West
1967,1,-,1,33,Lynne Randell
1967,1,-,1,33,Michael Cox
1967,1,-,1,33,The New Faces
1967,1,-,1,33,Lois Lane
1967,1,-,1,33,Mary Langley
1967,3,-,1,34,John's Children
1967,2,-,1,34,The Living Daylights
1967,2,-,1,34,The Rokes
1967,1,-,1,34,Tony Crane
1967,1,-,1,34,The Attack
1967,1,-,1,34,Bobby Hebb
1967,1,-,1,34,Bobby Hebb
1967,1,-,1,34,Dana Gillespie
1967,1,-,1,34,The Casinos
1967,2,-,1,35,Jackie Trent
1967,1,-,1,35,Madeline Bell
1967,1,-,1,35,Ross Hannaman
1967,1,-,1,35,The Chances Are
1967,1,-,1,35,The Golliwogs
1967,1,-,1,35,The Moody Blues
1967,1,-,1,35,Brincos
1967,1,-,1,35,The Robbs
1967,1,-,1,35,Brenda Lee
1967,1,-,1,35,Del Shannon
1967,1,-,1,35,Samantha Jones
1967,1,-,1,35,West Point Supernatural
1967,1,-,1,35,The Sixpence
1967,5,-,1,36,Loot
1967,2,-,1,36,The Quik
1967,1,-,1,36,The Four Evers
1967,1,-,1,36,Jerry Lee Lewis
1967,1,-,1,36,Gerry Marsden
1967,1,-,1,36,Garnet Mimms
1967,1,-,1,36,The Majority
1967,1,-,1,36,Vince Edwards
1967,1,-,1,36,Unit Four Plus Two
1967,1,-,1,36,Billie Davis
1967,2,-,1,37,The Fascinations
1967,2,-,1,37,Johnny Wells
1967,2,-,1,37,The Nashville Teens
1967,1,-,1,37,Tuesday's Children
1967,1,-,1,37,James Carr
1967,1,-,1,37,The Turtles
1967,1,-,1,37,Terry Reid With Peter Jay's Jaywalkers
1967,2,-,2,38,Billy Joe Royal
1967,2,-,1,38,Felice Taylor
1967,2,-,1,38,Brian Auger
1967,1,-,1,38,Barry Benson
1967,1,-,1,38,Shirley Abicair
1967,1,-,1,38,Winston G.
1967,1,-,1,38,Janis Ian
1967,2,-,2,39,Dave Justin
1967,1,-,1,39,The Knickerbockers
1967,1,-,1,39,The Soul City
1967,1,-,1,39,Sandy Posey
1967,1,-,1,39,Blossom Dearie
1967,1,-,1,39,Jefferson Airplane
1967,1,-,1,39,Gary Lewis & The Playboys
1967,1,-,1,40,The Honeybus
1967,1,-,1,40,Wilson Pickett
1967,1,-,1,40,Marshall Scott Etc
1967,1,-,1,40,Glenn Weston
1967,1,-,1,40,Ronnie Dove
1967,1,-,1,40,Spanky & Our Gang
1967,1,-,1,40,Neil Diamond
1967,1,-,1,45,Great Uncle Fred
1967,1,-,1,46,Keith Shields
1967,1,-,1,46,Earl & Dean
1968,21,11,6,1,Mary Hopkin
1968,29,11,4,1,Louis Armstrong
1968,28,11,4,1,Louis Armstrong
1968,24,10,4,1,The Scaffold
1968,25,10,4,1,"Hugo Montenegro, His Orchestra & Chorus"
1968,17,9,4,1,The Union Gap featuring Gary Puckett
1968,18,8,3,1,Tommy James & The Shondells
1968,18,7,3,1,The Equals
1968,13,7,3,1,Esther & Abi Ofarim
1968,16,9,2,1,The Beatles
1968,12,7,2,1,The Love Affair
1968,11,7,2,1,The Rolling Stones
1968,11,7,2,1,Manfred Mann
1968,13,6,2,1,Cliff Richard
1968,11,4,2,1,The Beatles
1968,36,9,1,1,Des O'Connor
1968,14,8,1,1,The Crazy World Of Arthur Brown
1968,15,7,1,1,The Bee Gees
1968,14,6,1,1,The Beach Boys
