Year,CH,10,#,High,Artist
1982,4,-,2,49,Dizzy H
1982,5,-,1,49,Ca Va Ca Va
1982,5,-,1,49,Hamilton Bohannon
1982,5,-,1,49,Quarterflash
1982,5,-,1,49,Level 42
1982,5,-,1,49,Siouxsie & The Banshees
1982,5,-,1,49,Siouxsie & The Banshees
1982,4,-,1,49,Spandau Ballet
1982,4,-,1,49,Hank Marvin
1982,4,-,1,49,Tygers Of Pan Tang
1982,4,-,1,49,Paris
1982,3,-,1,49,Willie Nelson
1982,3,-,1,49,Peech Boys
1982,6,-,1,50,The Kids From Fame
1982,6,-,1,50,Slade
1982,5,-,1,50,Joan Armatrading
1982,5,-,1,50,Blue Rondo A La Turk
1982,4,-,1,50,Blue Feather
1982,4,-,1,50,Grace Jones
1982,4,-,1,50,Grace Jones
1982,4,-,1,50,10cc
1982,4,-,1,50,Graham Parker
1982,4,-,1,50,Goombay Dance Band
1982,4,-,1,50,The Exploited
1982,3,-,1,50,Gillan
1982,3,-,1,50,Boystown Gang
1982,8,-,1,51,Foster & Allen
1982,7,-,1,51,Willie Hutch
1982,5,-,1,51,Fashion
1982,4,-,1,51,Mari Wilson
1982,4,-,1,51,Elton John
1982,4,-,1,51,Steve Winwood
1982,4,-,1,51,Smokey Robinson
1982,4,-,1,51,Squeeze
1982,3,-,1,51,Haysi Fantayzee
1982,3,-,1,51,Elvis Costello & The Attractions
1982,3,-,1,51,Slade
1982,3,-,1,51,Belle Stars
1982,4,-,1,52,Talk Talk
1982,4,-,1,52,Toni Basil
1982,4,-,1,52,The McCrarys
1982,3,-,1,52,Steve Miller Band
1982,3,-,1,52,Elvis Costello & The Attractions
1982,3,-,1,52,Michael Schenker Group
1982,6,-,1,53,The Dukes
1982,4,-,1,53,Philip Jap
1982,3,-,1,53,Thin Lizzy
1982,3,-,1,53,The Temptations
1982,3,-,1,53,Rick James
1982,3,-,1,53,Junior
1982,3,-,1,53,Junior
1982,3,-,1,53,Paul McCartney
1982,3,-,1,53,Afrika Bambaata & The Soul Sonic Force
1982,3,-,1,53,Xavier
1982,3,-,1,53,Xavier
1982,2,-,1,53,Rush
1982,4,-,1,54,White & Torch
1982,4,-,1,54,Larry Graham
1982,4,-,1,54,Toto Coelo
1982,4,-,1,54,Toto Coelo
1982,4,-,1,54,The Fixx
1982,3,-,1,54,John Dummer & Helen April
1982,3,-,1,54,Sugarhill Gang
1982,3,-,1,54,The Beat
1982,3,-,1,54,Asia
1982,3,-,1,54,Rocky Sharpe & The Replays
1982,3,-,1,54,The Fureys
1982,3,-,1,55,Central Line
1982,3,-,1,55,Kiss
1982,3,-,1,55,Blue Zoo
1982,3,-,1,55,The J. Geils Band
1982,3,-,1,55,Prelude
1982,3,-,1,55,The Gap Band
1982,3,-,2,56,The Stargazers [UK]
1982,3,-,2,56,John & Yoko & The Plastic Ono Band with The Harlem Community Choir
1982,4,-,1,56,Liquid Gold
1982,4,-,1,56,Richard 'Dimples' Fields
1982,4,-,1,56,Scritti Politti
1982,3,-,1,56,The Jets [UK]
1982,3,-,1,56,Dennis Brown
1982,2,-,1,56,Phil Collins
1982,5,-,2,57,George Clinton
1982,5,-,1,57,Billy Fury
1982,4,-,1,57,The Fixx
1982,4,-,1,57,King Trigger
1982,3,-,1,57,Cheap Trick
1982,3,-,1,57,Jeff Wayne
1982,3,-,1,57,Free
1982,1,-,1,57,Dramatis
1982,4,-,2,58,Billy Idol
1982,5,-,1,58,Peter Gabriel
1982,4,-,1,58,Billy Fury
1982,4,-,1,58,XTC
1982,4,-,1,58,Tom Browne
1982,4,-,1,58,War
1982,3,-,1,58,The Jets [UK]
1982,3,-,1,58,Irene Cara
1982,3,-,1,58,Bad Manners
1982,3,-,1,58,Central Line
1982,2,-,1,58,Girlschool
1982,2,-,1,58,Elvis Costello & The Attractions
1982,3,-,2,59,Gary U.S. Bonds
1982,4,-,1,59,The Mood
1982,3,-,1,59,Mari Wilson
1982,3,-,1,59,America
1982,2,-,1,59,"Elvis Presley, vocal acc The Imperials Quartet"
1982,4,-,2,60,Bertie Higgins
1982,4,-,1,60,Bob Seger & The Silver Bullet Band
1982,3,-,1,60,Hazel O'Connor
1982,3,-,1,60,Cliff Richard
1982,3,-,1,60,Joan Jett & The Blackhearts
1982,3,-,1,60,Suzi Quatro
1982,2,-,1,60,Randy Edelman
1982,2,-,1,60,Classix Nouveaux
1982,2,-,1,60,Orange Juice
1982,2,-,1,60,Orange Juice
1982,2,-,1,60,Second Image
1982,2,-,1,60,Colin Blunstone
1982,2,-,1,60,Randy Crawford
1982,3,-,1,61,The Royal Philharmonic Orchestra
1982,3,-,1,61,Adrian Gurvitz
1982,3,-,1,61,Pig Bag
1982,2,-,1,61,Dollar
1982,2,-,1,61,Russ Abbot
1982,3,-,2,62,UFO
1982,4,-,1,62,Journey
1982,4,-,1,62,Jeff Beck
1982,3,-,1,62,Alice Cooper
1982,2,-,1,62,Four Tops
1982,2,-,1,62,The Rolling Stones
1982,3,-,1,63,Orange Juice
1982,2,-,1,63,Tygers Of Pan Tang
1982,2,-,1,63,Nancy Nova
1982,2,-,1,63,Samson
1982,2,-,1,63,G. B. H.
1982,2,-,1,63,Matchbox
1982,2,-,1,63,Scorpions
1982,4,-,1,64,Scorpions
1982,2,-,1,64,Killing Joke
1982,2,-,1,64,Eric Clapton
1982,1,-,1,64,Howard Johnson
1982,2,-,2,65,Blancmange
1982,2,-,2,65,Blancmange
1982,3,-,1,65,Chris Rea
1982,2,-,1,65,Gang Of Four
1982,3,-,3,66,Barbra Streisand
1982,3,-,1,66,Dana
1982,2,-,1,66,Judas Priest
1982,2,-,1,66,Barry Manilow
1982,2,-,1,66,Bow Wow Wow
1982,2,-,1,66,Alice Cooper
1982,2,-,1,66,Alice Cooper
1982,3,-,2,67,Slade
1982,3,-,2,67,Sammy Hagar
1982,2,-,2,67,Diamond Head
1982,4,-,1,67,B-Movie
1982,3,-,1,67,Thompson Twins
1982,3,-,1,67,Billy Field
1982,2,-,1,67,New York Skyy
1982,2,-,1,67,Brotherhood Of Man
1982,3,-,1,68,The The
1982,2,-,1,68,Lene Lovich
1982,2,-,1,68,Kim Carnes
1982,1,-,1,68,The Vice Squad
1982,3,-,1,69,G. B. H.
1982,2,-,1,69,T.Rex
1982,2,-,1,70,Theatre Of Hate
1982,2,-,1,70,The Techno Twins
1982,2,-,1,71,Louis Clark & The Royal Philharmonic Orchestra
1982,1,-,1,71,Rose Of Romance Orchestra
1982,3,-,2,72,Greg Lake
1982,2,-,1,72,Anti-Nowhere League
1982,2,-,2,73,Stiff Little Fingers
1982,2,-,1,73,Diana Ross
1982,1,-,1,73,Robert Plant
1982,1,-,1,74,The Mood
1982,1,-,1,74,Brandi Wells
1982,1,-,1,75,Nicole [GR]
1982,1,-,1,75,Grand Prix
1982,8,-,8,76,The Human League
1982,7,-,7,76,Fat Larry's Band
1982,7,-,7,76,Atlantic Starr
1982,7,-,7,76,Pete Shelley
1982,7,-,7,76,The Cars
1982,7,-,7,76,Stone
1982,7,-,6,76,Mick Karn
1982,6,-,6,76,The Passions
1982,6,-,6,76,Touchdown
1982,6,-,6,76,The Anti-Nowhere League
1982,6,-,6,76,Deodato
1982,6,-,6,76,John Otway & Wild Willie Barrett
1982,6,-,6,76,Simple Minds
1982,6,-,6,76,Explainer
1982,6,-,6,76,Fashion
1982,6,-,6,76,Kissing The Pink
1982,6,-,6,76,Savanna
1982,6,-,6,76,The Platters
1982,6,-,6,76,Fashion
1982,6,-,6,76,Alvin Stardust
1982,6,-,5,76,Julio Iglesias
1982,5,-,5,76,Uriah Heep
1982,5,-,5,76,Survivor
1982,5,-,5,76,Gidea Park ft Adrian Baker
1982,5,-,5,76,The London Symphony Orchestra
1982,5,-,5,76,The Nolans
1982,5,-,5,76,Art School & The Mighty Motor Gang
1982,5,-,5,76,John Foxx
1982,5,-,5,76,Walker Brothers
1982,5,-,5,76,Walker Brothers
1982,5,-,5,76,Diamond Head
1982,5,-,5,76,The Pinkees
1982,5,-,5,76,Galaxy
1982,5,-,5,76,The Pinkees
1982,5,-,5,76,The B. B. & Q. Band
1982,5,-,5,76,Rico & The Special A.K.A.
1982,5,-,5,76,Dazz Band
1982,5,-,5,76,Chicago
1982,5,-,5,76,Commodores
1982,5,-,5,76,Talk Talk
1982,5,-,5,76,Gregory Isaacs
1982,5,-,5,76,Aneka
1982,5,-,5,76,Meat Loaf
1982,5,-,5,76,Tokyo Charm
1982,5,-,5,76,Thompson Twins
1982,5,-,5,76,Godley & Crème
1982,5,-,5,76,Buzzz
1982,5,-,5,76,Nat 'King' Cole
1982,5,-,5,76,Electric Light Orchestra
1982,5,-,3,76,The Special AKA
1982,4,-,4,76,Tank
1982,4,-,4,76,Jerome
1982,4,-,4,76,Ruddy Thomas & Suzanne Cadogan
1982,4,-,4,76,TV21 with The Cannizarro Strings
1982,4,-,4,76,The Undertones
1982,4,-,4,76,Cimarons
1982,4,-,4,76,Brass Construction
1982,4,-,4,76,Marc Bolan & T. Rex
1982,4,-,4,76,Huey Lewis & The News
1982,4,-,4,76,The Damned
1982,4,-,4,76,The Nolans
1982,4,-,4,76,Dana
1982,4,-,4,76,Bill Nelson
1982,4,-,4,76,Demis [Roussos]
1982,4,-,4,76,Buzzz
1982,4,-,4,76,Fleetwood Mac
1982,4,-,4,76,Peter Gabriel
1982,4,-,4,76,Alvin Stardust
1982,4,-,4,76,The Monkees
1982,4,-,4,76,Culture Club
1982,4,-,4,76,Tight Fit
1982,4,-,4,76,Whispers
1982,4,-,4,76,D Train
1982,4,-,4,76,Punching Holes
1982,4,-,4,76,Secret Affair
1982,4,-,4,76,Leisure Process
1982,4,-,4,76,Nancy Nova
1982,4,-,4,76,Gina X
1982,4,-,4,76,Gina X
1982,4,-,4,76,Jean-Michel Jarre
1982,4,-,4,76,Planet Patrol
1982,4,-,4,76,Elton John
1982,4,-,4,76,Decoupage
1982,4,-,4,76,Spider
1982,4,-,4,76,Gerry Rafferty
1982,4,-,4,76,The Cheaters
1982,4,-,4,76,Vice Squad
1982,4,-,4,76,Stiff Little Fingers
1982,4,-,4,76,Rah Band
1982,4,-,4,76,Sinnamon
1982,4,-,4,76,The Human League
1982,4,-,4,76,Change
1982,4,-,4,76,Go-Gos
1982,4,-,4,76,Blitz
1982,4,-,4,76,Nine Below Zero
1982,4,-,4,76,Chas & Dave
1982,4,-,3,76,The Undertones
1982,3,-,3,76,Leisure Process
1982,3,-,3,76,Go-Gos
1982,3,-,3,76,U.F.O.
1982,3,-,3,76,Maze ft Frankie Beverly
1982,3,-,3,76,Laurie Anderson
1982,3,-,3,76,Blue Rondo A La Turk
1982,3,-,3,76,Killing Joke
1982,3,-,3,76,Vice Squad
1982,3,-,3,76,Captain Sensible
1982,3,-,3,76,Martin Judd
1982,3,-,3,76,Zapp
1982,3,-,3,76,The Nuptown Corporation Band
1982,3,-,3,76,The Korgis
1982,3,-,3,76,Y & T
1982,3,-,3,76,Red Lipstique
1982,3,-,3,76,Fox
1982,3,-,3,76,Oneness Of Juju
1982,3,-,3,76,Second Image
1982,3,-,3,76,Bow Wow Wow
1982,3,-,3,76,The Bluebells
1982,3,-,3,76,Dave Edmunds
1982,3,-,3,76,The Steve Miller Band
1982,3,-,3,76,I Level
1982,3,-,3,76,Chas Jankel
1982,3,-,3,76,David Grant
1982,3,-,3,76,Blackfoot
1982,3,-,3,76,Rah Band
1982,3,-,3,76,Icehouse
1982,3,-,3,76,Thompson Twins
1982,3,-,3,76,Grand Prix
1982,3,-,3,76,Samson
1982,3,-,3,76,The New Jersey Connection
1982,3,-,3,76,Juice Newton
1982,3,-,3,76,Marc Bolan
1982,3,-,3,76,John Miles
1982,3,-,3,76,John Miles
1982,3,-,3,76,Bar-Kays
1982,3,-,3,76,David Essex
1982,3,-,3,76,The Motels
1982,3,-,3,76,Various Artists
1982,3,-,3,76,The Chaps
1982,3,-,3,76,The Limit
1982,3,-,3,76,Prelude
1982,3,-,3,76,Asia
1982,3,-,3,76,Nairobi
1982,3,-,3,76,Richard Jon Smith
1982,3,-,3,76,Hazel O'Connor
1982,3,-,3,76,Starsound
1982,3,-,3,76,Blue Rondo A La Turk
1982,3,-,3,76,The Shadows
1982,3,-,3,76,The Piranhas
1982,3,-,3,76,Bill Wyman
1982,3,-,3,76,The Damned
1982,3,-,3,76,Kissing The Pink
1982,3,-,3,76,Second Image
1982,3,-,3,76,Jay W McGee
1982,3,-,3,76,Julie Wallis
1982,3,-,3,76,BT (Brenda Taylor)
1982,3,-,3,76,The Gap Band
1982,3,-,3,76,Average White Band
1982,2,-,2,76,Sugarhill Gang
1982,2,-,2,76,The Boomtown Rats
1982,2,-,2,76,Tank
1982,2,-,2,76,Theatre Of Hate
1982,2,-,2,76,The Damned
1982,2,-,2,76,Ry Cooder
1982,2,-,2,76,Big Country
1982,2,-,2,76,Pluto [Shevrington]
1982,2,-,2,76,Funkapolitan
1982,2,-,2,76,Kiss
1982,2,-,2,76,Talking Heads
1982,2,-,2,76,Gillan
1982,2,-,2,76,The Damned
1982,2,-,2,76,Cliff Richard
1982,2,-,2,76,Pamela Stephenson
1982,2,-,2,76,Liquid Gold
1982,2,-,2,76,Christopher Cross
1982,2,-,2,76,The Jones Girls
1982,2,-,2,76,Chico & The Chile Sisters
1982,2,-,2,76,XTC
1982,2,-,2,76,Joe Jackson
1982,2,-,2,76,Tom Petty & The Heartbreakers
1982,2,-,2,76,Peter & The Test Tube Babies
1982,2,-,2,76,The Four Tops
1982,2,-,2,76,Charged G.B.H.
1982,2,-,2,76,Wendy & Lemmy
1982,2,-,2,76,Discharge
1982,2,-,2,76,Nine Below Zero
1982,2,-,2,76,Jon Anderson
1982,2,-,2,76,Kenny Rogers
1982,2,-,2,76,Dramatis
1982,2,-,2,76,Kate Bush
1982,2,-,2,76,Monsoon
1982,2,-,2,76,Pete Townshend
1982,2,-,2,76,"Earth, Wind & Fire"
1982,2,-,2,76,Dave Edmunds
1982,2,-,2,76,Squeeze
1982,2,-,2,76,Culture Club
1982,2,-,2,76,999
1982,2,-,2,76,The Rods
1982,1,-,1,76,Peter Sarstedt
1982,1,-,1,76,Gonzalez
1982,1,-,1,76,Chas Jankel
1982,1,-,1,76,C. C. Frost
1982,1,-,1,76,China Crisis
1982,1,-,1,76,Tony Hatch
1982,1,-,1,76,Jimi Hendrix
1982,1,-,1,76,Elton John
1982,1,-,1,76,Paul Dale Band
1982,1,-,1,76,Vic Young
1982,1,-,1,76,Jethro Tull
1982,1,-,1,76,Jethro Tull
1982,1,-,1,76,Techno Twins
1982,1,-,1,76,Slim Whitman
1982,1,-,1,76,Prelude
1982,1,-,1,76,Cliff Richard
1982,1,-,1,76,M
1982,1,-,1,76,Falco
1982,1,-,1,76,Rick Springfield
1982,1,-,1,76,Mike Rutherford
1982,1,-,1,76,Heaven 17
1982,1,-,1,76,The Dots
1982,1,-,1,76,Henry Turtle
1982,1,-,1,76,John Cougar [Mellencamp]
1982,1,-,1,76,Vera Lynn
1982,1,-,1,76,Pookiesnackenburger
1982,1,-,1,76,Gwen McCrae
1982,1,-,1,76,Gayle Adams
1982,1,-,1,76,Cliff Richard
1982,1,-,1,76,Motörhead
1982,1,-,1,76,The Meteors
1982,1,-,1,76,Luther Vandross
1982,1,-,1,76,UK Players
1982,1,-,1,76,Freeez
1982,1,-,1,76,Mobiles
1982,1,-,1,76,Shambeko! Say Wah!
1982,1,-,1,76,Fatback
1982,1,-,1,76,Celena Duncan
1982,1,-,1,76,Alton Edwards
1982,1,-,1,76,Pointer Sisters
1982,1,-,1,76,Tom Jones
1982,1,-,1,76,Alton Edwards
1982,1,-,1,76,Cliff Richard
1982,1,-,1,76,Denis King & His Orchestra
1982,1,-,1,76,Philip Lynott
1982,1,-,1,76,Roy Ayers
1982,1,-,1,76,Slave
1982,1,-,1,76,Illusion
1982,1,-,1,76,Panama
1982,1,-,1,76,The Dooleys
1982,1,-,1,76,K.I.D.
1983,20,10,6,1,Culture Club
1983,17,8,5,1,Billy Joel
1983,11,7,5,1,The Flying Pickets
1983,12,7,4,1,Spandau Ballet
1983,11,7,4,1,The Police
1983,14,8,3,1,UB40
1983,15,7,3,1,Paul Young & The Family
1983,14,7,3,1,Rod Stewart
1983,14,7,3,1,David Bowie
1983,12,7,3,1,Men At Work
1983,14,6,3,1,KC & The Sunshine Band
1983,16,8,2,1,Phil Collins
1983,13,7,2,1,Kajagoogoo
1983,12,6,2,1,Bonnie Tyler
1983,9,4,2,1,Duran Duran
1983,15,6,1,1,Michael Jackson
1983,13,5,1,1,New Edition
1983,15,8,3,2,Freeez
1983,13,8,3,2,Paul Young
1983,16,6,3,2,Lionel Richie
1983,11,5,3,2,Slade
1983,14,6,2,2,Wham!
1983,12,6,2,2,F.R. David
1983,15,5,2,2,Paul McCartney & Michael Jackson
1983,11,5,2,2,Tracey Ullman
1983,9,5,2,2,Culture Club
1983,9,4,2,2,Spandau Ballet
1983,14,7,1,2,Irene Cara
1983,14,6,1,2,Eurythmics
1983,13,5,1,2,Peabo Bryson & Roberta Flack
1983,13,5,1,2,Heaven 17
1983,10,5,1,2,David Essex
1983,9,5,1,2,Eddy Grant
1983,8,5,1,2,David Bowie
1983,10,4,1,2,Madness
1983,9,4,1,2,The Human League
1983,8,4,1,2,David Bowie
1983,11,5,2,3,Belle Stars
1983,10,5,2,3,Culture Club
1983,12,4,2,3,Shakin' Stevens
1983,12,4,2,3,Michael Jackson
1983,9,4,2,3,The Style Council
1983,13,6,1,3,Malcolm McLaren
1983,11,5,1,3,Yazoo
1983,11,5,1,3,The Beat
1983,10,5,1,3,Eurythmics
1983,10,5,1,3,Toto
1983,15,4,1,3,Howard Jones
1983,15,4,1,3,JoBoxers
1983,12,4,1,3,Wah!
1983,8,4,1,3,Rod Stewart
1983,8,3,1,3,Siouxsie & The Banshees
1983,11,3,1,3,Duran Duran
1983,17,5,3,4,Mike Oldfield with vocals by Maggie Reilly
1983,8,4,3,4,The Style Council
1983,10,4,2,4,Forrest
1983,9,4,2,4,Tears For Fears
1983,15,7,1,4,Thompson Twins
1983,13,5,1,4,Modern Romance
1983,11,5,1,4,Wham!
1983,11,5,1,4,Elton John
1983,11,4,1,4,Galaxy ft Phil Fearon
1983,11,4,1,4,Tracey Ullman
1983,10,4,1,4,Genesis
1983,11,4,1,4,Keith Harris & Orville
1983,10,4,1,4,The Assembly
1983,9,4,1,4,Paul Young
1983,12,3,1,4,Marilyn
1983,12,3,1,4,Bob Marley & The Wailers
1983,11,5,1,5,Heaven 17
1983,15,4,1,5,Elton John
1983,10,4,1,5,Bananarama
1983,11,3,1,5,Adam Ant
1983,10,3,1,5,Ryan Paris
1983,10,3,1,5,Madness
1983,8,3,1,5,Tears For Fears
1983,10,2,1,5,Public Image Limited
1983,9,3,3,6,Gary Byrd & The GB Experience
1983,13,5,2,6,Tina Turner
1983,13,3,2,6,Laura Branigan
1983,12,3,2,6,The Rock Steady Crew
1983,11,4,1,6,Men Without Hats
1983,11,3,1,6,Depeche Mode
1983,9,3,1,6,Tom Robinson
1983,10,3,1,6,Musical Youth
1983,8,3,1,6,Booker Newberry III
1983,8,3,1,6,Joe Jackson
1983,13,2,1,6,Eurythmics
1983,13,3,3,7,Joe Cocker & Jennifer Warnes
1983,10,3,2,7,George Benson
1983,8,3,2,7,Kajagoogoo
1983,12,2,2,7,The Maisonettes
1983,9,2,2,7,JoBoxers
1983,12,4,1,7,Modern Romance
1983,9,4,1,7,Cliff Richard
1983,11,3,1,7,The Cure
1983,10,3,1,7,The Fun Boy Three
1983,9,3,1,7,Thompson Twins
1983,11,2,1,7,Flash & The Pan
1983,7,2,1,7,The Police
1983,7,1,1,7,Altered Images
1983,6,1,1,7,The Style Council
1983,9,3,2,8,Madness
1983,9,3,2,8,Madness
1983,12,2,2,8,Herbie Hancock
1983,10,2,2,8,Shalamar
1983,11,3,1,8,Wham!
1983,11,3,1,8,Orange Juice
1983,12,2,1,8,The Funk Master ft Gonzales
1983,10,2,1,8,Bananarama
1983,9,2,1,8,Tracey Ullman
1983,11,2,1,8,David Essex
1983,8,2,1,8,Modern Romance
1983,8,1,1,8,Cliff Richard with The London Philharmonic Orchestra
1983,9,1,1,8,Michael Jackson
1983,8,1,1,8,Echo & The Bunnymen
1983,8,1,1,8,Kajagoogoo
1983,12,2,2,9,Thompson Twins
1983,38,2,1,9,New Order
1983,18,2,1,9,Black Lace
1983,15,2,1,9,Fleetwood Mac
1983,8,2,1,9,Status Quo
1983,8,2,1,9,Kenny Everett
1983,12,1,1,9,Malcolm McLaren & The World's Famous Supreme Team
1983,9,1,1,9,Big Country
1983,9,1,1,9,Phil Everly & Cliff Richard
1983,8,1,1,9,Tracie
1983,6,1,1,9,The Stranglers
1983,12,2,2,10,Level 42
1983,13,2,2,10,David Grant
1983,8,2,2,10,Bucks Fizz
1983,18,1,1,10,Michael Jackson
1983,11,1,1,10,Bucks Fizz
1983,11,1,1,10,Eurythmics
1983,12,1,1,10,Big Country
1983,10,1,1,10,Dionne Warwick
1983,10,1,1,10,The Fun Boy Three
1983,9,1,1,10,Hot Chocolate
1983,8,1,1,10,UB40
1983,8,1,1,10,U2
1983,8,1,1,10,Blancmange
1983,10,-,3,11,George Benson
1983,10,-,2,11,Patti Austin & James Ingram
1983,11,-,1,11,Ultravox
1983,10,-,1,11,Robert Plant
1983,10,-,1,11,Joan Armatrading
1983,10,-,1,11,Nick Heyward
1983,7,-,1,11,Shakin' Stevens
1983,9,-,1,11,The Rolling Stones
1983,8,-,1,11,The Style Council
1983,6,-,1,11,Club House
1983,6,-,1,11,Iron Maiden
1983,7,-,1,11,The Style Council
1983,7,-,2,12,Iron Maiden
1983,12,-,1,12,Incantation
1983,10,-,1,12,Spandau Ballet
1983,9,-,1,12,The Kinks
1983,9,-,1,12,China Crisis
1983,8,-,1,12,Toto
1983,8,-,1,12,The Cure
1983,7,-,1,12,New Order
1983,5,-,2,13,Manchester United Football Team
1983,10,-,1,13,The Kids From Fame
1983,10,-,1,13,Simple Minds
1983,9,-,1,13,Electric Light Orchestra
1983,9,-,1,13,Indeep
1983,9,-,1,13,David Joseph
1983,8,-,1,13,Depeche Mode
1983,9,-,1,13,Mary Jane Girls
1983,8,-,1,13,Nick Heyward
1983,7,-,1,13,Kajagoogoo
1983,9,-,1,14,Roman Holliday
1983,12,-,1,14,Donna Summer
1983,10,-,1,14,The Creatures
1983,9,-,1,14,Lydia Murdock
1983,8,-,1,14,Nick Heyward
1983,8,-,1,14,Monyaka
1983,7,-,1,14,Dire Straits
1983,7,-,1,14,Bucks Fizz
1983,6,-,1,14,Modern Romance
1983,12,-,2,15,The Lotus Eaters
1983,9,-,2,15,The Pretenders
1983,8,-,2,15,Shakatak
1983,8,-,1,15,Wham!
1983,9,-,1,15,Carmel
1983,7,-,1,15,Cliff Richard
1983,7,-,1,15,Echo & The Bunnymen
1983,7,-,1,15,Daryl Hall & John Oates
1983,6,-,1,15,Status Quo
1983,6,-,1,15,Ultravox
1983,8,-,2,16,UB40
1983,11,-,1,16,Genesis
1983,8,-,1,16,David Sylvian with Riuichi Sakamoto
1983,10,-,1,16,Haysi Fantayzee
1983,8,-,1,16,Leo Sayer
1983,8,-,1,16,Limahl
1983,5,-,1,16,Soft Cell
1983,5,-,1,16,Marillion
1983,4,-,1,16,The Imposter
1983,10,-,3,17,Icehouse
1983,8,-,2,17,Meat Loaf
1983,7,-,2,17,Heaven 17
1983,7,-,2,17,Barry Manilow
1983,10,-,1,17,H2O [UK]
1983,10,-,1,17,John Williams [USA]
1983,9,-,1,17,Billy Griffin
1983,9,-,1,17,Mezzoforte
1983,9,-,1,17,Will Powers
1983,7,-,1,17,Big Country
1983,8,-,1,17,Forrest
1983,7,-,1,17,The Alarm
1983,4,-,1,17,The Police
1983,9,-,2,18,Twisted Sister
1983,17,-,1,18,Aztec Camera
1983,8,-,1,18,Jimmy The Hoover
1983,8,-,1,18,Shalamar
1983,7,-,1,18,Ultravox
1983,5,-,1,18,U2
1983,4,-,1,18,ABC
1983,14,-,3,19,Kissing The Pink
1983,9,-,2,19,Blancmange
1983,9,-,1,19,David Grant
1983,8,-,1,19,Hot Streak
1983,7,-,1,19,Joy Division
1983,5,-,3,20,Slade
1983,11,-,1,20,Sunfire
1983,8,-,1,20,Galaxy ft Phil Fearon
1983,8,-,1,20,Orchestral Manoeuvres In The Dark
1983,7,-,1,20,Elton John
1983,6,-,1,20,Kevin Rowland & Dexy's Midnight Runners
1983,5,-,1,20,Gary Numan
1983,10,-,1,21,Donna Summer
1983,10,-,1,21,Men At Work
1983,8,-,1,21,Ozzy Osbourne
1983,7,-,1,21,Depeche Mode
1983,8,-,1,21,Central Line
1983,7,-,1,21,The Creatures
1983,7,-,1,21,Sweet Dreams
1983,6,-,1,21,The Jam
1983,6,-,1,21,The Jam
1983,8,-,1,22,Kraftwerk
1983,6,-,1,22,Melba Moore
1983,9,-,1,22,Belle Stars
1983,7,-,1,22,The Truth
1983,8,-,2,23,Kim Wilde
1983,5,-,1,23,Bruce Foxton
1983,7,-,1,23,'D' Train
1983,6,-,1,23,Shalamar
1983,9,-,1,24,Tracie
1983,8,-,1,24,Level 42
1983,7,-,1,24,The Band A.K.A.
1983,6,-,1,24,David Grant
1983,5,-,1,24,Toyah
1983,8,-,1,25,Donna Summer
1983,12,-,1,25,The Smiths
1983,7,-,1,25,Prince
1983,4,-,1,25,Soft Cell
1983,4,-,1,25,Soft Cell
1983,15,-,1,26,The Olympic Orchestra
1983,6,-,1,26,Freeez
1983,6,-,1,26,Bauhaus
1983,6,-,1,26,Musical Youth
1983,5,-,1,26,David Joseph
1983,7,-,2,27,Unique
1983,7,-,2,27,Mari Wilson
1983,9,-,1,27,Foster & Allen
1983,7,-,1,27,Annabel Lamb
1983,5,-,1,27,Thin Lizzy
1983,6,-,1,27,Elvis Presley
1983,6,-,2,28,Al Jarreau
1983,8,-,1,28,Elvis Costello & The Attractions
1983,9,-,1,28,Yes
1983,7,-,1,28,George Benson
1983,7,-,1,28,Kenny Rogers & Sheena Easton
1983,9,-,2,29,The Stray Cats
1983,7,-,1,29,Imagination
1983,6,-,1,29,Altered Images
1983,4,-,1,29,The Beatles
1983,7,-,1,30,Rocker's Revenge ft Donnie Calvin
1983,6,-,1,30,The Jam
1983,4,-,1,30,Pink Floyd
1983,5,-,2,31,Whitesnake
1983,8,-,1,31,JoBoxers
1983,8,-,1,31,Imagination
1983,6,-,1,31,Men At Work
1983,5,-,1,31,Sharon Redd
1983,7,-,1,31,Julio Iglesias
1983,5,-,1,31,Kiss
1983,7,-,1,32,The Truth
1983,6,-,1,32,Twisted Sister
1983,5,-,1,32,Malcolm McLaren
1983,5,-,1,32,Saxon
1983,3,-,1,32,Gary Numan
1983,6,-,2,33,Elton John
1983,8,-,1,33,Blancmange
1983,6,-,1,33,Musical Youth
1983,6,-,1,33,Thompson Twins
1983,6,-,1,33,ABBA
1983,6,-,1,33,Men At Work
1983,5,-,1,33,Asia
1983,4,-,1,33,Herbie Hancock
1983,9,-,1,34,Mtume
1983,6,-,1,34,Bucks Fizz
1983,5,-,1,34,Marvin Gaye
1983,4,-,1,34,Kiss
1983,6,-,1,35,Agnetha Fältskog
1983,5,-,1,35,Kid Creole & The Coconuts
1983,6,-,1,35,Robert Wyatt
1983,5,-,1,35,The Moody Blues
1983,4,-,1,35,The Stranglers
1983,4,-,1,35,Marillion
1983,6,-,1,36,King Kurt
1983,5,-,1,36,Al Jarreau
1983,5,-,1,36,Rush
1983,5,-,1,36,Rush
1983,8,-,2,37,Chill Fac-Torr
1983,4,-,2,37,The Jingle Belles
1983,5,-,1,37,Toto
1983,5,-,1,37,Hot Chocolate
1983,5,-,1,37,Wah!
1983,4,-,1,37,AC/DC
