"Artist","sum"
"Eminem",117.785561497326
"Creed",98.1707116412999
"Nelly",76.7594627594628
"Pink",71
"Linkin Park",61.3961988304094
"Nickelback",61.0219696969697
"Britney Spears",54.1410256410256
"Various Artists",52.7152553329024
"Ludacris",47.6507936507937
"Shakira",47.3859649122807
"Ashanti",46.0308080808081
"Garth Brooks",44.9400438083885
"Avril Lavigne",43.95
"Alan Jackson",38.1262626262626
"Usher",37.4377990430622
"Enrique Iglesias",36.4761904761905
"Enya",36.3587662337662
"Celine Dion",36.1862745098039
"Ja Rule",35.6607538802661
"Various Artists",35.3848443223443
"Dixie Chicks",34.9142857142857
"Alicia Keys",33.7892156862745
"Puddle Of Mudd",31.6923076923077
"No Doubt",31.5324425574426
"P.O.D.",30.8666666666667
"Kid Rock",30.3595238095238
"System Of A Down",29.8789682539683
"Josh Groban",29.424358974359
"Norah Jones",29.0333333333333
"Nas",29
"Kenny Chesney",28.0833333333333
"Bruce Springsteen",27.277183600713
"Sheryl Crow",26.7023923444976
"Elvis Presley",26.1388888888889
"Dave Matthews Band",25.9206349206349
"Toby Keith",25.6623376623377
"Incubus",25.4896214896215
"John Mayer",25.4184782608696
"Jewel",25.0757575757576
"Michael Jackson",23.3454545454545
"Pink Floyd",23.3309523809524
"Toby Keith",23.2058823529412
"Various Artists",23.1860119047619
"Jennifer Lopez",22.3737373737374
"Busta Rhymes",22.3111111111111
"Michelle Branch",21.875
"Korn",21.683223209539
"'N Sync",21.5175438596491
"Backstreet Boys",21.5
"Staind",21.3529411764706
"OutKast",21.125
"Madonna",21.0317307692308
"Red Hot Chili Peppers",20.9848484848485
"Big Tymers",20.6547619047619
"Faith Hill",20.5737745098039
"Nappy Roots",20.3529411764706
"Lil' Bow Wow",20.1396103896104
"Barry Manilow",19.9166666666667
"Andrea Bocelli",19.6666666666667
"Cam'ron",18.9958333333333
"Musiq",18.875
"U2",18.8174603174603
"Aaliyah",18.5384615384615
"Linkin Park",18.2666666666667
"Martina McBride",18.229797979798
"Brandy",18.031746031746
"Mary J. Blige",17.9166666666667
"Craig David",17.8461538461538
"Hoobastank",17.3026315789474
"Vanessa Carlton",17.037037037037
"Alanis Morissette",16.7435897435897
"Jimmy Eat World",16.3620680044593
"The Rolling Stones",16.2232558139535
"Fat Joe",16.1938461538462
"Kylie Minogue",15.8333333333333
"Various Artists",15.8076923076923
"Michael W. Smith",15.5
"Rob Zombie",15.4326923076923
"DMX",15.1975757575758
"Various Artists",15.1363636363636
"Jennifer Lopez",15
"Nelly Furtado",14.6387107474569
"Tim McGraw",14.6055555555556
"Jack Johnson",14.5409090909091
"Tweet",14.5212765957447
"The Beatles",14.4706349206349
"Kirk Franklin",14.4101654846336
"Default",14.31279178338
"B2K",14.1818181818182
"R. Kelly/Jay-Z",14.1666666666667
"Mary J. Blige",14.1538461538462
"Disturbed",14.117816091954
"Santana",14.0606060606061
"Mystikal",14
"The Strokes",13.6527964959569
"James Taylor",13.625
"Sting",13.6111111111111
"Barbra Streisand",13.5238095238095
"Alien Ant Farm",13.518643685082
"Tim McGraw",13.3333333333333
"Rod Stewart",13.3181818181818
"Various Artists",13.1515151515152
"Faith Evans",13.0681818181818
"Avant",12.9848484848485
"Mobb Deep",12.5833333333333
"The Calling",12.25
"Justin Timberlake",12.1666666666667
"Various Artists",12.1563182148921
"Petey Pablo",12.1272401433692
"Christina Aguilera",12.125
"Jay-Z",11.4222222222222
"Aerosmith",11.1428571428571
"Clipse",11.1
"MercyMe",11
"Joe",10.7
"Angie Stone",10.7
"George Strait",10.6667311411992
"Yolanda Adams",10.5512987012987
"Dave Matthews Band",10.4444444444444
"Various Artists",10.3111111111111
"Green Day",10.3111111111111
"Jay-Z",10.2111111111111
"Jaheim",10.2111111111111
"Marc Anthony",10.1521028538731
"Coldplay",10.1468253968254
"Destiny's Child",10.1455555555556
"Trick Daddy",10.1309523809524
"Kenny Chesney",10.1309523809524
"Aaron Carter",10.1251114081996
"Limp Bizkit",10.1176470588235
"Keke Wyatt",10.0526315789474
"Train",10.0526315789474
"Ozzy Osbourne",10.0238095238095
"Scarface",9.58333333333333
"Styles",9.45
"Papa Roach",9.36111111111111
"The Vines",9.35
"New Found Glory",9.35
"Various Artists",9.35
"Charlotte Church",9.18977591036414
"Moby",9.1516265597148
"Dirty Vegas",9.1037037037037
"Jay-Z",9.09090909090909
"Various Artists",9.07692307692308
"Goo Goo Dolls",8.78421052631579
"Various Artists",8.57142857142857
"Weezer",8.57142857142857
"Mario",8.55357142857143
"Counting Crows",8.55357142857143
"Our Lady Peace",8.53968253968254
"Rascal Flatts",8.52857142857143
"Lonestar",8.52857142857143
"Sum 41",8.12949039264829
"The White Stripes",8.11911881977671
"N.O.R.E.",8.11868686868687
"Maxwell",8.10876623376623
"Lenny Kravitz",8.10460992907801
"Various Artists",8.10210442723844
"Bonnie Raitt",8.09774436090225
"Nirvana",8.09523809523809
"Eve",8.08651162790698
"Third Day",8.08101851851852
"Destiny's Child",8.07142857142857
"Various Artists",7.86666666666667
"India. Arie",7.79166666666667
"Nelly",7.79166666666667
"Xzibit",7.77777777777778
"Lenny Kravitz",7.77777777777778
"Amerie",7.76666666666667
"Cher",7.16666666666667
"Lauryn Hill",7.16666666666667
"Lil' Wayne",7.14285714285714
"Fabolous",7.14285714285714
