"Artist","sum"
"Carrie Underwood",117.785561497326
"Nickelback",98.1707116412999
"Rascal Flatts",76.7594627594628
"Mary J. Blige",71
"Eminem",61.3961988304094
"James Blunt",61.0219696969697
"Kenny Chesney",54.1410256410256
"Johnny Cash",52.7152553329024
"Kelly Clarkson",47.6507936507937
"Mariah Carey",47.3859649122807
"The Pussycat Dolls",46.0308080808081
"Various Artists",44.9400438083885
"The Black Eyed Peas",43.95
"Jamie Foxx",38.1262626262626
"Dixie Chicks",37.4377990430622
"Chris Brown",36.4761904761905
"Justin Timberlake",36.3587662337662
"Various Artists",36.1862745098039
"Rascal Flatts",35.6607538802661
"T.I.",35.3848443223443
"Madonna",34.9142857142857
"Shakira",33.7892156862745
"Red Hot Chili Peppers",31.6923076923077
"Various Artists",31.5324425574426
"Fall Out Boy",30.8666666666667
"Ne-Yo",30.3595238095238
"Tim McGraw",29.8789682539683
"Keith Urban",29.424358974359
"Andrea Bocelli",29.0333333333333
"Tool",29
"Panic! At The Disco",28.0833333333333
"Josh Turner",27.277183600713
"Chamillionaire",26.7023923444976
"Enya",26.1388888888889
"Hinder",25.9206349206349
"Trace Adkins",25.6623376623377
"Beyonce",25.4896214896215
"The Fray",25.4184782608696
"Michael Buble",25.0757575757576
"System Of A Down",23.3454545454545
"Korn",23.3309523809524
"Toby Keith",23.2058823529412
"Alan Jackson",23.1860119047619
"Jack Johnson",22.3737373737374
"Lil Wayne",22.3111111111111
"Gnarls Barkley",21.875
"Rihanna",21.683223209539
"Sugarland",21.5175438596491
"The Notorious B.I.G.",21.5
"The All-American Rejects",21.3529411764706
"Faith Hill",21.125
"Barry Manilow",21.0317307692308
"Green Day",20.9848484848485
"Evanescence",20.6547619047619
"Big & Rich",20.5737745098039
"Christina Aguilera",20.3529411764706
"Sean Paul",20.1396103896104
"Keyshia Cole",19.9166666666667
"Brad Paisley",19.6666666666667
"Destiny's Child",18.9958333333333
"Nelly Furtado",18.875
"Dierks Bentley",18.8174603174603
"Yung Joc",18.5384615384615
"Gorillaz",18.2666666666667
"Bon Jovi",18.229797979798
"John Mayer",18.031746031746
"Brooks & Dunn",17.9166666666667
"Kanye West",17.8461538461538
"Jack Johnson",17.3026315789474
"Guns N' Roses",17.037037037037
"Little Big Town",16.7435897435897
"Danity Kane",16.3620680044593
"AFI",16.2232558139535
"Reba McEntire",16.1938461538462
"Martina McBride",15.8333333333333
"Disturbed",15.8076923076923
"Ludacris",15.5
"Il Divo",15.4326923076923
"Daddy Yankee",15.1975757575758
"Bob Dylan",15.1363636363636
"Tony Bennett",15
"Blue October",14.6387107474569
"Godsmack",14.6055555555556
"Coldplay",14.5409090909091
"Pearl Jam",14.5212765957447
"Bo Bice",14.4706349206349
"Rick Ross",14.4101654846336
"The Killers",14.31279178338
"Nelly",14.1818181818182
"Young Jeezy",14.1666666666667
"Gwen Stefani",14.1538461538462
"Three 6 Mafia",14.117816091954
"Bruce Springsteen",14.0606060606061
"Dem Franchize Boyz",14
"Dane Cook",13.6527964959569
"Hilary Duff",13.625
"Busta Rhymes",13.6111111111111
"Nick Lachey",13.5238095238095
"Kirk Franklin",13.518643685082
"Snow Patrol",13.3333333333333
"Toby Keith",13.3181818181818
"Billy Currington",13.1515151515152
"Aly & AJ",13.0681818181818
"Natasha Bedingfield",12.9848484848485
"India.Arie",12.5833333333333
"Fergie",12.25
"Rod Stewart",12.1666666666667
"George Strait",12.1563182148921
"T-Pain",12.1272401433692
"Corinne Bailey Rae",12.125
"Janet Jackson",11.4222222222222
"Gretchen Wilson",11.1428571428571
"Heather Headley",11.1
"Casting Crowns",11
"Taking Back Sunday",10.7
"Jason Aldean",10.7
"Ashlee Simpson",10.6667311411992
"Miranda Lambert",10.5512987012987
"Buckcherry",10.4444444444444
"Daniel Powter",10.3111111111111
"Pink",10.3111111111111
"Anthony Hamilton",10.2111111111111
"Various Artists",10.2111111111111
"Matisyahu",10.1521028538731
"Prince",10.1468253968254
"Ice Cube",10.1455555555556
"The Wreckers",10.1309523809524
"Il Divo",10.1309523809524
"LeToya",10.1251114081996
"Matisyahu",10.1176470588235
"E-40",10.0526315789474
"Bob Seger",10.0526315789474
"Juvenile",10.0238095238095
"Various Artists",9.58333333333333
"Kidz Bop Kids",9.45
"OutKast",9.36111111111111
"Death Cab For Cutie",9.35
"Sheryl Crow",9.35
"Green Day",9.35
"Angels And Airwaves",9.18977591036414
"Santana",9.1516265597148
"Avenged Sevenfold",9.1037037037037
"John Legend",9.09090909090909
"Kidz Bop Kids",9.07692307692308
"D4L",8.78421052631579
"Clay Aiken",8.57142857142857
"Alan Jackson",8.57142857142857
"Celtic Woman",8.55357142857143
"Creed",8.55357142857143
"Flyleaf",8.53968253968254
"Neil Diamond",8.52857142857143
"Third Day",8.52857142857143
"My Chemical Romance",8.12949039264829
"Hawthorne Heights",8.11911881977671
"Jaheim",8.11868686868687
"Il Divo",8.10876623376623
"Rod Stewart",8.10460992907801
"Avant",8.10210442723844
"Breaking Benjamin",8.09774436090225
"Three Days Grace",8.09523809523809
"Lyfe Jennings",8.08651162790698
"Trace Adkins",8.08101851851852
"Alicia Keys",8.07142857142857
"Gary Allan",7.86666666666667
"Rob Zombie",7.79166666666667
"Tom Petty",7.79166666666667
"Scott Stapp",7.77777777777778
"Staind",7.77777777777778
"The Isley Brothers Featuring Ronald Isley",7.76666666666667
"Johnny Cash",7.16666666666667
"Dashboard Confessional",7.16666666666667
"30 Seconds To Mars",7.14285714285714
"Cherish",7.14285714285714
"Various Artists",7.13809523809524
"Joe Nichols",7.13090909090909
"Sara Evans",7.12032085561497
"Stone Sour",7.11142857142857
"Pharrell",7.11062801932367
"Paul Wall",7.10633484162896
"Wisin & Yandel",7.1010101010101
"The Raconteurs",7.09263157894737
"Various Artists",7.09090909090909
"Mark Knopfler And Emmylou Harris",7.0859649122807
"Rodney Atkins",7.08333333333333
"Audioslave",7.07692307692308
"INXS",7.07323232323232
"Blink-182",7.07142857142857
"Wolfmother",7.06666666666667
