"big.band","soul.blues","adult.standards","bossa.nova","euroska","singer.songwriter","punk","new.wave.pop","freakbeat","deep.adult.standards","children.s.christmas","nashville.sound","comedy","quiet.storm","british.blues","boogaloo","deep.southern.soul","classic.psychedelic.rock","ska.punk","folk.christmas","honky.tonk","piedmont.blues","geek.rock","salsa","punk.blues","contemporary.post.bop","oi","latin.jazz","acoustic.blues","blues","surf.music","christmas","chicago.blues","jazz.christmas","harmonica.blues","country.blues","swamp.pop","stride","boogie.woogie","protopunk","hardcore.punk","motown","deep.motown","funk.rock","mambo","jazz.blues","garage.rock","chicago.soul","mellow.gold","ska","folk.rock","classic.funk.rock","deep.northern.soul","folk.pop","urban.contemporary","classic.eurovision","cool.jazz","folk","country.gospel","louisiana.blues","texas.blues","japanese.standards","soda.pop","brill.building.pop","soft.rock","bebop","memphis.soul","polka","vocal.jazz","disco","new.orleans.blues","roots.rock","psychedelic.rock","electric.blues","jazz.fusion","southern.soul.blues","western.swing","traditional.blues","delta.blues","modern.blues","ska.revival","northern.soul","vintage.swoon","easy.listening","jazz.trio","doo.wop","r.b","pop.christmas","jump.blues","beach.music","merseybeat","enka","traditional.country","british.invasion","piano.blues","rock.and.roll","soul","lounge","swing","deep.funk","neo.soul","soul.jazz","traditional.folk","swamp.blues","girl.group","latin","jazz.funk","soundtrack","hard.bop","southern.soul","jazz","bubblegum.pop","exotica","a.cappella","outlaw.country","pop.rock","classic.garage.rock","soul.christmas","comic","blues.rock","country.rock","barbershop","cuban.rumba","rockabilly","deep.free.jazz","cowpunk","funk","cabaret","country","cowboy.western","country.christmas","memphis.blues"
36.1137794874208,636.178107595811,1299.81950904239,9.01515151515152,10.04,62.0079138192858,4.01190476190476,3.01063829787234,25.2941176470588,348.819808529648,9.14285714285714,272.728745240323,17.5,411.359995341217,52.3926908480514,22.0770053475936,76.7655832602693,2.01052631578947,10.04,204.327986960371,22.0874061538387,8.01923076923077,17.5,9.05882352941176,8.015625,27.1007924744338,4.01190476190476,22.0770053475936,9.02975708502024,36.1283302860128,254.642656156143,1080.24585210215,37.1384312961139,691.166259214681,36.1283302860128,36.1283302860128,55.8049394693486,16.0419725202334,15.0455205811138,33.3097426470588,4.01190476190476,885.007688237891,23.6921522921523,143.560994445165,22.0770053475936,581.583705274366,8.015625,858.745577547993,142.134209112967,10.04,117.19876088084,204.674766716195,3.02072594501719,4.02174940898345,13.027027027027,1.01075268817204,36.1137794874208,43.0756401903333,159.79629529727,50.2436944540086,36.1283302860128,28.7315270935961,3.01052631578947,2245.51793996782,73.3801345658089,36.1137794874208,614.004576682642,3.02123595505618,360.181630586868,78.2430977444418,113.480457956826,60.9968027081746,25.2941176470588,36.1283302860128,27.1007924744338,13.1052631578947,69.2802598644556,36.1283302860128,9.02975708502024,35.1178039702234,10.04,361.92497101771,17.0452526439483,404.290591003804,18.0454545454545,447.329158187031,13.027027027027,119.334032652627,106.231551275242,384.920960523653,639.610623247043,28.7315270935961,190.957077792086,793.657773079143,80.0600600044022,1267.94737792229,877.850795186556,636.857613818945,29.0817310373242,40.1323731823732,13.027027027027,44.1733419971206,139.315908165946,37.1384312961139,231.241057792215,9.05882352941176,35.1334869246568,10.047619047619,27.1007924744338,777.233547057338,36.1137794874208,625.381488295688,51.1535683468139,8.0327868852459,32.1058571107765,3.01063829787234,25.2941176470588,693.083041126917,36.658846652283,27.0985732009926,74.1231206905068,8.0327868852459,13.0181818181818,807.154971833239,6.01428571428571,8.015625,197.661946203375,152.917225875551,15.1469418903782,148.770711008242,237.048354082718,84.8716366062917
