"gabba","christian.alternative.rock","shoegaze","welsh.rock","disco","chicago.soul","alternative.rock","reggae.fusion","gbvfi","experimental.rock","thrash.metal","canadian.indie","drill.and.bass","new.wave","slow.core","lo.fi","operatic.pop","drum.and.bass","deep.hardcore","happy.hardcore","traditional.blues","nu.gaze","acoustic.blues","stoner.rock","rap.metal","tekno","indietronica","traditional.folk","classic.funk.rock","east.coast.hip.hop","intelligent.dance.music","sleaze.rock","rockabilly","bubblegum.pop","indie.shoegaze","post.hardcore","christmas","funk","soft.rock","post.punk","canadian.country","new.age","garage.rock","electroclash","pop.christmas","pop.rock","nwobhm","classic.eurovision","trip.hop","neo.progressive","jazz.christmas","roots.rock","solipsynthm","christian.christmas","quiet.storm","twee.pop","turntablism","comedy.rock","jazz.blues","freestyle","texas.blues","chicago.blues","soul.christmas","lilith","hollywood","british.blues","bubble.trance","ethereal.wave","punk","blues","post.disco.soul","pub.rock","underground.hip.hop","boston.rock","liquid.funk","new.romantic","scottish.rock","indie.rock","trance.hop","vocal.house","breakbeat","rap.rock","german.techno","hip.pop","symphonic.rock","industrial.metal","native.american","post.grunge","hardcore.techno","ska","british.invasion","northern.soul","folk.pop","neo.psychedelic","bubblegum.dance","piano.rock","speed.garage","french.rock","australian.dance","cowpunk","chicago.house","hard.rock","metal","deep.house","hi.nrg","jangle.pop","hardcore.punk","british.folk","swedish.hard.rock","urban.contemporary","hard.glam","steampunk","tribal.house","smooth.jazz","gangster.rap","anti.folk","roots.reggae","pop","singer.songwriter","old.school.hip.hop","britpop","album.rock","math.pop","alternative.dance","indie.christmas","chanson","italo.dance","eurodance","big.beat","power.metal","rock","memphis.soul","illbient","bouncy.house","classic.rock","heavy.christmas","miami.bass","jam.band","europop","dark.wave","hardcore.breaks","gospel","c86","alternative.country","celtic.christmas","detroit.techno","progressive.rock","alternative.pop","dancehall","show.tunes","australian.country","nu.skool.breaks","folk.rock","boy.band","blues.rock","motown","electro","industrial.rock","power.pop","disco.house","juggalo","folk","ambient","glam.rock","ska.revival","vocal.jazz","didgeridoo","eurovision","industrial","contemporary.country","electro.industrial","country.road","r.b","acid.techno","melancholia","chill.out","neo.soul","ccm","belgian.rock","corrosion","irish.folk","german.metal","rap","christian.music","christian.punk","folk.punk","new.wave.pop","trance","country.christmas","dutch.pop","rock.and.roll","riot.grrrl","memphis.blues","nu.jazz","dream.pop","ninja","new.beat","crossover.thrash","southern.soul","neo.mellow","techno","hip.hop","ebm","protopunk","australian.alternative.rock","synthpop","latin","psychedelic.rock","jungle","reggae.rock","experimental","dance.pop","new.jack.swing","downtempo","celtic.rock","merseybeat","alternative.hip.hop","mod.revival","madchester","permanent.wave","funk.metal","hardcore.hip.hop","zolo","lounge","lovers.rock","australian.pop","delta.blues","nu.metal","latin.christmas","swedish.indie.pop","world.fusion","neurofunk","country.blues","ragga.jungle","celtic","irish.rock","post.disco","mellow.gold","world.christmas","adult.standards","comic","progressive.metal","southern.rock","ska.punk","post.rock","noise.rock","downtempo.fusion","alternative.metal","acid.jazz","drumfunk","funk.rock","space.rock","electric.blues","deep.melodic.hard.rock","melodic.hard.rock","noise.pop","latin.pop","soul","cabaret","speed.metal","neo.classical.metal","soul.blues","talent.show","electronic","canadian.metal","punk.christmas","house","dance.rock","chamber.pop","uk.post.punk","icelandic.pop","glam.metal","modern.blues","no.wave","italian.disco","country.rock","grunge","brill.building.pop","celtic.punk","candy.pop","groove.metal","reggae","gothic.rock","hip.house","jazz.fusion","broken.beat","abstract","swedish.pop","folk.christmas","jazz.funk","acid.house","art.rock","country"
4.03703703703704,1.01666666666667,84.4458424421361,28.4074869603014,79.2445904828636,28.1256038647343,244.00113482802,5.05030303030303,1.01724137931034,14.1693254716885,40.7715990087684,2.01612903225806,2.01818181818182,441.345849382287,1.01818181818182,25.7797495955906,9.06960784313726,6.0534074858757,4.03703703703704,4.03703703703704,5.0625,29.278344333388,5.0625,4.04882154882155,21.257472093679,2.02943722943723,8.1202380952381,36.4991836077242,131.359923431821,14.1691190960781,42.9054753783841,57.3211939194017,18.1944444444444,15.5322510822511,1.01538461538462,2.01851851851852,45.700941360777,122.275757546893,448.783818106187,59.0582836864537,4.01923076923077,32.6707576969177,7.10629370629371,9.13690476190477,548.731067146103,149.444322072362,27.033189033189,2.01694915254237,45.5347013470168,11.1432087004842,15.145558084278,133.099715995214,1.01333333333333,43.0377241805814,219.964882807093,1.01408450704225,20.2093698175787,1.01724137931034,21.2113346883469,74.5677184522638,26.6950954110457,5.0625,290.815119816517,64.5355064524371,5.02777777777778,75.5174242191066,3.03555967841682,3.04385964912281,13.1204544353858,5.0625,1.01428571428571,14.099373374999,31.6155464911468,2.03623188405797,6.0534074858757,388.073944028506,35.4147477020716,92.205031999667,4.03703703703704,84.710042663608,181.588194554752,65.4374969364341,39.9332204971303,75.0145776276005,67.9082887416289,11.2302966013992,6.06882591093117,55.633905065023,371.524293550205,26.6408249158249,19.6286423606185,11.1111111111111,108.565038844361,54.5912240883445,113.88735112437,35.9638848865447,9.10065359477124,16.5,68.0456918011961,4.04444444444444,51.491339019153,298.691342312153,103.073273687911,21.1984723320233,187.910776152371,17.1962665706298,2.01851851851852,6.06882591093117,9.05952380952381,335.942977217816,3.02439024390244,11.0893613554904,8.05887445887446,9.08756868131868,9.10331823027719,3.03030303030303,12.0937812911726,170.911596335425,193.639522293273,99.8789649973705,326.054984336863,451.053408923997,2.02982766239505,8.1202380952381,68.3311122582402,16.5,2.02173913043478,191.187643694213,225.141498423281,14.969696969697,645.523381736946,11.1111111111111,6.09090909090909,16.2102849455791,145.055029162966,65.4674718221674,9.05952380952381,8.08675278622087,492.436962487309,19.4603462437607,85.2228280319124,6.05612244897959,27.745213326215,4.04444444444444,22.9424154509284,14.1383812151035,100.051963404476,27.7835404258191,12.0937812911726,9.06960784313726,1.01333333333333,5.06238464378,105.707597894429,135.974021754266,138.970378015655,55.9540003228982,2.01785714285714,16.3126459513956,28.3519907345713,8.08278388278388,7.08839285714286,29.4223162721612,23.0007575757576,259.851738478742,22.6074915824916,44.8334211068455,1.01388888888889,2.01694915254237,11.2334764675101,22.7382908562486,2.03708791208791,21.7242063492064,170.356492744071,2.01818181818182,68.7841654766418,64.3882505893995,100.364852833354,1.01666666666667,2.02564102564103,12.3771929824561,11.141266025641,14.969696969697,72.6322148378966,1.01666666666667,35.9649350649351,8.12121212121212,908.808685233046,3.03555967841682,22.7375396825397,17.6235653235653,29.7039682539682,23.2041898841899,5.0625,54.5050392122443,101.667282166544,20.2113935969868,16.1365281224152,1.01724137931034,11.1111111111111,7.07686733556299,16.1722795201882,88.807886565998,3.05375457875458,26.3103378818106,33.6861957934539,268.563927158218,16.5,14.1854597536695,25.2122413180651,2.01754385964912,22.2136504296049,418.643940984009,228.973821462118,39.4493409866564,24.3615867465868,1.0188679245283,2.01492537313433,2.01754385964912,505.389834382227,279.915597257357,118.761442848733,14.1691190960781,35.2922575924991,8.06651396663096,12.0937812911726,66.4136058386059,5.0625,31.3603398824455,40.8,2.01666666666667,5.02857142857143,2.015625,5.0625,4.03076923076923,15.8424154509284,6.05530556400122,31.7086791522555,414.290940314343,5.05030303030303,77.5655756353236,18.2475354041097,26.1225375931259,44.8858223683084,4.03333333333333,2.02982766239505,7.07767232767232,1.01694915254237,72.5182318332141,93.1386995002063,4.03645833333333,153.593446360131,39.3494571189076,60.3304208063193,3.02439024390244,5.05888198757764,54.0090962279698,16.5,79.2109322667405,5.03772357723577,56.890646627816,14.969696969697,16.1736111111111,12.0810606060606,264.070765687764,1.02040816326531,4.03203661327231,4.0455205811138,333.480015411407,48.0247550870566,80.5899637023077,7.07444852941176,130.141327717136,41.1550908276521,7.07994505494505,3.02272727272727,27.3748870658786,91.7482177943281,31.7226423902894,2.01785714285714,58.2547055984556,38.9187816314269,12.0937812911726,23.5079652913797,649.228721769754,4.03125,9.07776750734101,6.09090909090909,26.2699398479069,157.771286389931,35.2862994826811,199.006498024773,210.243768532208,22.7382908562486
