"cool.jazz","new.orleans.jazz","deep.vocal.jazz","jazz","comic","adult.standards","cabaret","nashville.sound","lounge","deep.motown","swing","exotica","honky.tonk","country.gospel","western.swing","vocal.jazz","children.s.christmas","light.music","jump.blues","boy.band","cowboy.western","vintage.western","outlaw.country","traditional.country","vintage.jazz","christmas","folk.christmas","country.christmas","deep.adult.standards","movie.tunes","jazz.blues","jazz.christmas","big.band","british.dance.band","dixieland","vintage.swing","easy.listening"
13.1983516483516,3.04545454545455,14.1421568627451,13.1983516483516,1.04545454545455,916.89695868052,644.421944105535,32.5560578727445,901.80649766103,3.10263157894737,256.555040885041,6.17261904761905,5.10644257703081,32.5560578727445,45.6671689838556,563.750185218405,1.03846153846154,9.21111111111111,13.1064425770308,23.2837301587302,100.751651742476,4.04545454545455,5.10644257703081,32.5560578727445,26.8738418444301,919.940436941389,7.11011904761905,29.477596334283,369.690760431881,7.125,76.5093363499246,525.26443023265,97.660278980279,60.7605006780236,3.04545454545455,15.2844827586207,676.280346396336
