"jazz.trio","welsh.rock","disco","chicago.soul","boogie.woogie","pop.rap","experimental.rock","deep.disco","country.dawn","mambo","traditional.blues","traditional.rockabilly","acoustic.blues","piano.blues","stoner.rock","traditional.folk","classic.funk.rock","deep.southern.soul","croatian.pop","beach.music","progressive.bluegrass","rockabilly","bubblegum.pop","christmas","funk","soft.rock","post.punk","canadian.country","garage.rock","enka","western.swing","pop.christmas","pop.rock","classic.eurovision","spoken.word","drama","instrumental.post.rock","jazz.christmas","roots.rock","ragtime","christian.christmas","quiet.storm","geek.rock","euroska","freestyle","jazz.blues","exotica","brass.band","texas.blues","chicago.blues","classic.garage.rock","soul.christmas","lilith","deep.free.jazz","rock.steady","british.blues","p.funk","new.orleans.blues","punk","blues","soul.jazz","dixieland","salsa","piedmont.blues","comedy","vintage.chanson","spanish.new.wave","country.gospel","brostep","alternative.pop.rock","symphonic.rock","trash.rock","louisiana.blues","deep.funk","ska","british.invasion","northern.soul","folk.pop","neo.psychedelic","traditional.rock..n.roll","deep.adult.standards","jazz","swing","piano.rock","classic.italian.pop","cowpunk","hard.rock","traditional.scottish.folk","hi.nrg","texas.country","hardcore.punk","classic.belgian.pop","british.folk","urban.contemporary","smooth.jazz","hard.bop","classic.soundtrack","roots.reggae","cowboy.western","singer.songwriter","deep.northern.soul","album.rock","big.band","rhythm.and.boogie","classic.french.pop","chanson","vintage.rockabilly","rock","memphis.soul","classic.rock","heavy.christmas","jam.band","tropical","europop","deep.melodic.house","italian.pop","gospel","classic.psychedelic.rock","celtic.christmas","progressive.rock","show.tunes","electronicore","traditional.country","folk.rock","boy.band","barbershop","blues.rock","southern.soul.blues","japanese.standards","a.cappella","motown","industrial.rock","traditional.soul","folk","glam.rock","outlaw.country","deep.soul.house","underground.power.pop","ska.revival","new.orleans.jazz","polka","boogaloo","salsa.international","vocal.jazz","indie.emo.rock","freakbeat","industrial","nashville.sound","contemporary.country","vintage.reggae","spanish.invasion","r.b","trap.music","melancholia","bossa.nova","swamp.blues","neo.soul","post.post.hardcore","swamp.pop","irish.folk","rap","afrobeats","traditional.funk","world","new.wave.pop","country.christmas","rock.and.roll","contemporary.post.bop","honky.tonk","memphis.blues","southern.soul","hip.hop","deep.soft.rock","protopunk","deep.classic.garage.rock","latin","psychedelic.rock","light.music","movie.tunes","surf.music","experimental","dance.pop","outsider","celtic.rock","merseybeat","canadian.pop","alternative.hip.hop","funk.metal","hardcore.hip.hop","lovers.rock","lounge","british.indie.rock","delta.blues","children.s.music","latin.christmas","country.blues","bmore","deep.motown","celtic","post.disco","mellow.gold","world.christmas","adult.standards","comic","southern.rock","ska.punk","south.african.jazz","stride","noise.rock","soundtrack","girl.group","calypso","bluegrass","eurobeat","dub","funk.rock","soda.pop","space.rock","electric.blues","jug.band","doo.wop","easy.listening","athens.indie","soul","cabaret","harmonica.blues","soul.blues","oi","vintage.swoon","chamber.pop","cuban.rumba","uk.post.punk","ye.ye","modern.blues","no.wave","latin.jazz","country.rock","children.s.christmas","brill.building.pop","punk.blues","deep.surf.music","reggae","jazz.fusion","bebop","folk.christmas","jazz.funk","jump.blues","contemporary.folk","art.rock","cool.jazz","country"
18.0454545454545,6.03571428571429,1109.65210186628,8652.42548179726,255.768672896209,3.01123595505618,4.01176470588235,2.02272727272727,31.0941836071661,38.1521205549668,328.313343041984,52.6812159119002,207.86446036968,876.300566241047,17.0931677018634,1669.67406165157,3657.22807344053,378.162608826338,6.01724137931035,3314.49890924028,19.1212121212122,6913.11583086408,10078.4881674465,9352.36967743526,3399.43273295691,2485.05365836916,4.01176470588235,20.0632371722635,36.4406406347717,28.7315270935961,1026.06082332316,550.137692680678,12.1015473887814,1.01075268817204,4.02151532677848,6.02272727272727,5.02702702702703,5093.38881178529,1334.87753196417,63.0624913411096,1.01010101010101,5376.50302181748,33.562254244276,10.04,8.04255319148936,5406.38135389041,553.388372586653,64.8680402975918,345.305339232273,344.371834789959,2031.3864201308,7962.38378029574,12.1428571428571,58.5080107769552,51.8777793722434,4099.86195759563,36.1765040962622,1435.99550790316,8.02409988385598,336.346108779858,449.196932101388,66.4852252685586,25.133938736785,82.3218680737859,55.5905620084993,8.03333333333333,24.0502046972635,1980.1350864135,16.2285714285714,9.03448275862069,240.551702974629,2.01098901098901,241.054157438366,580.698020478309,10.04,12057.808010575,3283.69773303647,583.504629990662,17.0931677018634,14.0501949317739,3556.1270498659,309.879273107103,439.224141982713,135.697235948752,9.07692307692308,50.1433179638998,216.230576762073,10.0274797666102,114.421876006837,7.04747940231812,4.01190476190476,12.0307726864331,154.162480009175,33.0955385238788,49.2644371835483,223.699760091263,30.7062084257206,14.038661468486,1742.07779526908,1727.36050638303,115.584429607016,1255.38314077338,265.783865596455,5.015625,9.11111111111111,25.1140590764031,5.015625,1524.44782355399,6667.48985898083,2402.89886242231,20.097619047619,3.01098901098901,49.2332517837045,59.8802873115466,3.03237742830712,10.0880341880342,1.01010101010101,13.0829253860685,27.5271794871795,240.551702974629,24.0909773343665,5.01282051282051,2193.2273365853,3156.16049820928,194.703096342208,8.0327868852459,1610.13713230629,75.7907703509539,28.7315270935961,21.1977441502032,9923.06074558377,4.01176470588235,6.01162790697674,1177.72105830932,657.786339349653,798.576456635639,4.02816901408451,91.1178698878699,48.8801234567902,122.302480477939,82.5024333938396,38.1521205549668,3.01111111111111,2533.67389915998,3.01063829787234,1396.25594280888,4.01176470588235,2829.84857211807,40.7439852021941,6.03618602091359,28.063025210084,33.0955385238788,3.01123595505618,132.413235243018,23.0649766899767,227.894417870064,33.0955385238788,5.01282051282051,485.516252165327,27.5271794871795,3.01123595505618,5.02105263157895,11.0807174416158,55.0587469558886,110.149903405967,2283.71250152525,11255.2601733674,216.673849160089,485.033602783727,712.27323977201,8463.29189612817,3.01123595505618,6.01515151515152,1953.97874212449,14.0430253623189,58.2920753131163,3438.76073767497,40.3404379933791,60.1134352896647,1268.7085147875,18.0928792569659,59.8802873115466,20.1038359888242,27.5271794871795,9197.70911015662,9.03448275862069,3.01123595505618,7.03174603174603,3.01123595505618,3.01052631578947,4860.23766360195,81.6668192918193,221.922886928342,8.025,49.2332517837045,310.202969977446,52.1904795653201,205.655844532139,27.5271794871795,137.521245796386,3282.1907042816,49.2565093192475,10397.3446456262,176.759414976181,431.429561758716,10.04,59.0715674687091,58.212477820679,4.01176470588235,24.0963995354239,871.118120296083,12.0258012820513,19.1212121212122,23.4328605200945,4.01234567901235,2721.08315874155,229.56986271547,52.4359127999026,363.363523375496,7.01923076923077,3464.02995995828,3394.12615520797,11.0217391304348,10479.8795421134,1235.94126671403,122.488203580017,7008.90230486442,4.01190476190476,120.469721718273,38.1680687056389,13.0181818181818,4.01176470588235,24.1573962947404,291.053294218095,4.01176470588235,88.1090163855609,1023.24366370276,25.1821428571428,16415.7661673227,8.015625,2.01111111111111,14.038661468486,162.52354973223,245.862964216652,1555.6236146483,260.304531851795,1207.21408827637,18.0560840967818,63.2324399075045,237.782684202181,415.91194813445
