"jazz.christmas","christian.christmas","texas.blues","traditional.blues","country.blues","new.orleans.blues","lounge","rhythm.and.boogie","traditional.swing","tin.pan.alley","cool.jazz","vintage.western","cowboy.western","doo.wop","exotica","jazz.blues","country.christmas","memphis.blues","christmas","chicago.blues","swamp.blues","acoustic.blues","adult.standards","big.band","boy.band","nashville.sound","boogie.woogie","traditional.country","vocal.jazz","honky.tonk","country.gospel","deep.opera","jazz.orchestra","samba","velha.guarda","louisiana.blues","movie.tunes","deep.adult.standards","piano.blues","blues","piedmont.blues","jump.blues","delta.blues","british.dance.band","cabaret","easy.listening","vintage.swing","western.swing","swing","outlaw.country","vintage.jazz","jazz","gospel"
333.5,2,3,3,3,3,533,1,1,3,12,18,85,7,17,58.5,66,3,561,3,3,3,538,38,2,66,1,66,397,1,66,2,3,14,14,3,2,204,3,3,3,7,3,40,451,340,8,68,179,1,17,12,2
