"jam.band","soul.blues","adult.standards","singer.songwriter","p.funk","new.wave.pop","rock.steady","texas.country","contemporary.country","progressive.rock","deep.adult.standards","christian.christmas","nashville.sound","canterbury.scene","quiet.storm","british.blues","deep.southern.soul","bluegrass","folk.christmas","honky.tonk","canadian.country","spanish.invasion","glam.rock","crust.punk","traditional.rock..n.roll","dark.black.metal","blues","space.rock","piano.rock","funk.metal","permanent.wave","modern.southern.rock","surf.music","hi.nrg","christmas","chicago.blues","jazz.christmas","country.blues","protopunk","thrash.metal","motown","deep.motown","funk.rock","jazz.blues","chicago.soul","mellow.gold","classic.soundtrack","anarcho.punk","southern.rock","folk.rock","classic.funk.rock","dance.pop","folk.pop","urban.contemporary","native.american","album.rock","folk","country.gospel","europop","pop","german.ccm","british.indie.rock","texas.blues","boy.band","brill.building.pop","smooth.jazz","soft.rock","contemporary.folk","new.romantic","memphis.soul","vocal.jazz","disco","new.orleans.blues","roots.rock","psychedelic.rock","electric.blues","gospel.reggae","jazz.fusion","southern.soul.blues","western.swing","traditional.blues","modern.blues","doom.metal","australian.country","classic.rock","psychedelic.blues.rock","northern.soul","vintage.swoon","new.jack.swing","art.rock","easy.listening","symphonic.rock","doo.wop","rva.indie","pop.christmas","jump.blues","pub.rock","beach.music","merseybeat","speed.metal","traditional.country","australian.dance","british.invasion","piano.blues","rock.and.roll","soul","lounge","deep.funk","hollywood","soul.jazz","traditional.folk","jazz.funk","soundtrack","hard.bop","southern.soul","bubblegum.pop","exotica","post.disco","heavy.christmas","zouk","metal","power.pop","outlaw.country","classic.garage.rock","soul.christmas","comic","british.folk","rock","blues.rock","pop.rock","country.rock","chaotic.hardcore","rockabilly","cowpunk","funk","cabaret","country","cowboy.western","country.christmas","progressive.bluegrass","hard.rock","memphis.blues"
23.0965798167093,815.135548223401,474.033351228413,819.778444985584,8.05400730589474,101.077318970141,2.01075268817204,15.0604395604395,9.03059685412627,58.2584910097119,23.0909833074013,5.03614457831325,354.147941233773,5.01351351351351,895.806845109376,194.453971307752,31.1250825526895,43.9873806812458,505.146146485505,56.2411144052404,40.0062983270353,10.0350877192982,176.441064957145,7.05022908535551,2.02173913043478,54.2070551670552,43.1728138682015,12.0208333333333,56.6832976468436,5.03273071015006,1.01075268817204,3.01063829787234,5.02247191011236,55.4537686812843,445.242580981288,43.1728138682015,188.765288423588,21.083598181927,85.4746751442419,12.0384615384615,1235.3786480069,12.4583333333333,790.812268631961,304.58251534472,914.208837395044,1428.13766912855,9.06451612903226,7.05022908535551,319.543463117987,1095.10332520904,911.498111160518,44.3035714285714,486.629725912704,30.2438603693141,3.01020408163265,620.726431842728,537.018925805828,316.018451469594,23.625,20.6785714285714,5.03614457831325,4.02105263157895,49.1848620609725,55.2252747252747,429.654878333571,9.02426900584795,1380.98144402162,11.0178571428571,24.1428571428571,732.497892476684,70.2655350889372,433.363666073457,10.0568664965986,573.506740895474,396.288359488345,81.3218391823791,5.03614457831325,6.01315789473684,24.2080414036896,169.586817603895,31.1228138682015,62.2559764736593,12.0384615384615,21.0506382978723,733.920151555913,18.0416666666667,191.128965727944,6.01388888888889,2.01075268817204,50.1961812684638,105.898530268334,58.2584910097119,16.0754806270334,13.03125,254.892420875861,57.173168505207,44.7655358550039,137.790613035178,174.879916159205,12.0384615384615,329.088694126043,21.0506382978723,294.546662325421,49.1371353419417,169.39846583968,1349.68539090197,127.182623437275,114.597679251011,3.01190476190476,9.02673611111111,693.592579843663,12.0455456015926,9.06451612903226,3.01111111111111,996.510434318181,828.832706614895,9.06451612903226,37.1469262389321,24.0831352453693,10.025,16.0582573454914,9.03703703703704,187.354111051936,11.0384756995582,932.678291525506,26.08235385211,46.7415893630179,736.385115510962,462.087584056813,38.0252100840336,672.403167024227,12.0833333333333,103.011703521278,20.6933333333333,809.971818649249,3.01075268817204,204.485130643657,219.822098206354,301.994370095985,43.9873806812458,103.371210364027,42.1333843363307
