"big.band","soul.blues","adult.standards","south.african.jazz","singer.songwriter","freakbeat","texas.country","irish.folk","progressive.rock","deep.adult.standards","nashville.sound","comedy","quiet.storm","boogaloo","british.blues","deep.southern.soul","classic.psychedelic.rock","bluegrass","folk.christmas","honky.tonk","salsa","new.orleans.jazz","spanish.invasion","contemporary.post.bop","spanish.new.wave","latin.jazz","glam.rock","acoustic.blues","blues","space.rock","piano.rock","surf.music","hi.nrg","christmas","chicago.blues","jazz.christmas","country.blues","swamp.pop","boogie.woogie","protopunk","tropical","ye.ye","motown","deep.motown","mambo","funk.rock","jazz.blues","chicago.soul","mellow.gold","vintage.reggae","classic.soundtrack","southern.rock","folk.rock","classic.funk.rock","deep.northern.soul","folk.pop","cool.jazz","outsider","album.rock","folk","country.gospel","louisiana.blues","british.indie.rock","texas.blues","boy.band","brill.building.pop","smooth.jazz","afrobeats","soft.rock","bebop","memphis.soul","country.dawn","vocal.jazz","disco","new.orleans.blues","roots.rock","psychedelic.rock","electric.blues","world.christmas","melancholia","jazz.fusion","southern.soul.blues","western.swing","traditional.blues","delta.blues","modern.blues","indie.emo.rock","classic.rock","celtic.christmas","northern.soul","experimental","art.rock","easy.listening","symphonic.rock","doo.wop","pop.christmas","jump.blues","beach.music","merseybeat","world","traditional.country","chanson","british.invasion","piano.blues","stoner.rock","rock.and.roll","underground.power.pop","soul","lounge","swing","celtic","traditional.funk","celtic.rock","deep.funk","soul.jazz","swamp.blues","traditional.folk","neo.psychedelic","latin","jazz.funk","latin.christmas","soundtrack","salsa.international","hard.bop","southern.soul","jazz","bubblegum.pop","exotica","post.disco","heavy.christmas","outlaw.country","classic.garage.rock","soul.christmas","comic","british.folk","rock","blues.rock","country.rock","rockabilly","deep.free.jazz","funk","cabaret","country","cowboy.western","country.christmas","progressive.bluegrass","hard.rock","memphis.blues"
26.1584501675553,980.320348802148,718.367157227982,35.9390499861917,196.584129885389,267.178506165589,5.02597402597403,27.5271794871795,61.273314527003,98.2732097060285,155.53927931922,3.03296703296703,829.403357677364,3.01111111111111,716.457489534948,37.188661779703,7.04058441558441,12.0545454545455,142.156543982852,14.0312576312576,3.01111111111111,1.01,11.052036199095,20.0981607281607,7.03921568627451,2.02469135802469,106.021699552531,15.0923507462687,36.1858193826241,17.0931677018634,47.6608591588931,32.28060323463,45.260549735676,647.359088404946,36.1858193826241,355.841147615259,36.1858193826241,31.0375438596491,2.02,405.554328186522,34.152987012987,9.02816901408451,1392.76877184711,19.0731636855369,3.01111111111111,548.51768461321,451.081437840686,1086.57440555574,528.617312088537,4.0253164556962,30.7062084257206,94.1026257644286,426.844978730203,706.188256033363,32.1145190159634,104.181380026438,7.0556803690137,11.0693498452012,281.927370569473,150.386172670481,127.421333211274,3.01219512195122,51.498371998372,36.1858193826241,41.9604181231066,792.482264814337,2.02040816326531,5.02105263157895,453.340880491427,22.1228520861854,997.765868021739,6.01587301587302,172.977664766883,187.251043416415,56.2963916918665,111.852976703926,695.156917064836,42.200525264977,12.0634631317316,32.4755244755245,5.03098901098901,10.0442075834353,31.1331314593219,36.1858193826241,15.0923507462687,36.1858193826241,3.01063829787234,517.652115643224,27.5271794871795,374.25444577077,11.0693498452012,16.0908469945355,278.248334539668,61.273314527003,71.0821147804047,48.3714502291655,57.25872206333,417.054285886162,933.650165445159,35.9390499861917,146.563035259226,9.02816901408451,1358.51120674883,41.2080576448021,17.0931677018634,287.326485669513,36.7441761941762,1578.54111814453,357.144434890872,48.2684510441331,27.5271794871795,7.05,27.5271794871795,89.1786117808515,43.2242339463291,7.04204586821988,205.834128162845,17.0931677018634,34.152987012987,25.1535695278012,34.152987012987,14.0487804878049,3.01111111111111,20.0981607281607,1234.30982149473,22.1228520861854,1313.99187892802,55.7785940466357,28.2068400697012,20.097619047619,34.1591547341548,310.323560308703,1040.19735164725,19.0879120879121,31.5041958041958,332.165274820098,377.402876170842,111.488442080018,139.260905994003,6.0125,632.304645271265,90.5089941508332,58.2017831705332,102.328537259484,149.471771522962,12.0545454545455,143.846198278743,41.2180145045753
