"soul.jazz","croatian.pop","reggae","samba","nashville.sound","deep.funk","south.african.jazz","new.romantic","jazz.orchestra","traditional.rockabilly","folk","folk.rock","southern.soul.blues","traditional.folk","free.jazz","western.swing","neo.rockabilly","vintage.jazz","swamp.blues","progressive.psytrance","bow.pop","swamp.pop","jump.blues","dark.hardcore","traditional.blues","speedcore","traditional.scottish.folk","jazz.christmas","delta.blues","vintage.chanson","deep.motown","outlaw.country","operatic.pop","opera","adult.standards","schlager","texas.blues","garage.rock","british.invasion","soundtrack","piedmont.blues","deep.hardcore","kwaito","vintage.swoon","post.punk","traditional.irish.folk","classic.garage.rock","trash.rock","funk.rock","jazz.blues","christian.christmas","cabaret","honky.tonk","happy.hardcore","piano.rock","new.orleans.jazz","alternative.country","electric.blues","traditional.country","roots.rock","dance.rock","dutch.pop","traditional.rock..n.roll","british.blues","country","calypso","psychedelic.rock","hardcore.techno","c86","polka","easy.listening","harmonica.blues","soda.pop","soft.rock","gospel","country.gospel","surf.music","comic","big.band","a.cappella","doo.wop","velha.guarda","lounge","tin.pan.alley","gbvfi","stride","rock.and.roll","dixieland","merseybeat","deep.opera","protopunk","deep.free.jazz","scottish.rock","funk","world.christmas","deep.southern.soul","italian.pop","singer.songwriter","northern.soul","gabba","classic.funk.rock","children.s.music","psychobilly","freakbeat","rockabilly","neurofunk","cowboy.western","deep.eurodance","australian.pop","ragtime","new.wave","accordion","bebop","memphis.blues","blues.rock","boogie.woogie","deep.vocal.jazz","jazz","canzone.napoletana","indie.fuzzpop","cowpunk","deep.soft.rock","new.orleans.blues","motown","country.rock","vintage.swing","brill.building.pop","blues","show.tunes","classical.piano","contemporary.classical","quiet.storm","soul","punk.blues","laboratorio","vintage.rockabilly","soul.christmas","swedish.hip.hop","deep.northern.soul","acoustic.blues","exotica","country.christmas","chanson","mexican.traditional","bubblegum.pop","mellow.gold","australian.alternative.rock","deep.adult.standards","folk.christmas","drum.and.bass","british.dance.band","mallet","classic.rock","louisiana.blues","soul.blues","deep.classic.garage.rock","chicago.soul","piano.blues","deep.christian.rock","light.music","beach.music","vocal.jazz","miami.bass","boy.band","swing","lds","vintage.gospel","southern.soul","country.blues","modern.blues","geek.rock","disco","cool.jazz","classic.italian.pop","christmas","twee.pop","uk.post.punk","chicago.blues","barbershop","memphis.soul","children.s.christmas","roots.reggae","rhythm.and.boogie","traditional.swing","skiffle","movie.tunes","vintage.western","girl.group"
72.1222644066462,17.0769230769231,18.0424836601307,3.04347826086957,1253.8623061364,13.0208333333333,9.02222222222222,10.0144927536232,7.0625,167.505395357948,134.265817863562,84.0816326530612,23.0414764079148,250.486048743793,98.7529404120784,989.014598230427,12.0516872591668,1,45.0806431175101,2.01041666666667,24.0969230769231,737.320568102692,956.875996049085,15.0526315789474,63.1572984655577,15.0526315789474,1.03846153846154,5180.93316947595,62.1467721497682,9,68.8078551561832,424.997630465082,119.868462917165,119.868462917165,12338.0533630841,17.2321428571429,63.1572984655577,45.2111064659978,206.046127694052,15.0625,21.0573873035566,15.0526315789474,9.02222222222222,23.0639535338069,10.0144927536232,15.0454545454545,38.1260466544531,18.1051282051282,22.042109929078,2280.2221328278,22.0914158305463,4565.47365700465,356.951581719272,15.0526315789474,95.6319132311271,201.590834243393,11.0555555555556,63.1572984655577,1390.33078904965,19.072504708098,10.0144927536232,8.02380952380952,8.02380952380952,22.105226776619,81.548054251287,126.149058325187,3.02857142857143,15.0526315789474,16.0416666666667,69.2695319794584,6218.31237501533,23.0573873035566,173.5908764919,54.8190476190476,6.01449275362319,1150.87880175625,158.48834812679,129.747543227407,462.777694911329,163.042101622948,3661.73225330876,3.04347826086957,8736.88244477482,1,12.0625,43.2123376623377,6809.46077444501,67.2656515897895,135.169040768885,12.1287878787879,30.134549689441,8.01818181818182,16.0416666666667,24.05286261725,12.0434782608696,23.0414764079148,41.3714203894616,19.072504708098,51.1963092496862,15.0526315789474,24.05286261725,21.6153846153846,13.0512820512821,23.0910714285714,5566.87076976727,3.01333333333333,1555.57165846832,9.05882352941176,2.01111111111111,137.074949442572,10.0144927536232,9.02380952380952,14.0457142857143,637.868800111927,203.34872537978,540.330025427879,19.1245475159761,287.008937659173,132.979574028276,16.0952380952381,38.1615338164252,113.90837158474,1071.15580788975,891.480465666417,31.2365626468587,1,5160.6486083134,63.1572984655577,4.01020408163265,2,3.02139098604438,265.869234737745,789.367222247054,27.1059782608696,16.0204081632653,31.1366512054899,1772.26663403704,16,8.025,62.1467721497682,594.672431546291,1167.89396727446,12.0434782608696,4.01219512195122,110.92758425598,204.431876327132,2.01111111111111,10288.2385974166,266.51490265824,3.01333333333333,220.294734485781,4.01219512195122,203.34872537978,45.0806431175101,715.288661074982,15.0561594202899,973.447441812571,608.321598187066,1,197.243819771066,486.272469492979,5077.89661714547,9.01960784313725,8.12360646599778,1664.50017300244,16.0769230769231,9.015625,1049.69752785572,23.0679136193461,46.0911694332996,75.4223648969651,2.01075268817204,221.788740614838,35.2769759450172,13878.6921854676,16.0416666666667,10.0144927536232,64.1572984655577,22.12,508.143656119503,32.7264957264957,18.0424836601307,26.1384225572991,21.1527777777778,19.9004585705249,89.2341800356505,47.5821123321123,3.01315789473684
