"jam.band","soul.blues","adult.standards","singer.songwriter","p.funk","freakbeat","new.wave.pop","contemporary.country","texas.country","progressive.rock","deep.adult.standards","christian.christmas","nashville.sound","comedy","canterbury.scene","quiet.storm","british.blues","deep.southern.soul","bluegrass","piedmont.blues","ska.punk","folk.christmas","honky.tonk","canadian.country","acoustic.blues","glam.rock","dark.black.metal","traditional.rock..n.roll","blues","space.rock","piano.rock","permanent.wave","harmonica.blues","hi.nrg","christmas","chicago.blues","jazz.christmas","country.blues","boogie.woogie","protopunk","motown","deep.motown","funk.rock","jazz.blues","chicago.soul","mellow.gold","ska","classic.soundtrack","southern.rock","folk.rock","classic.funk.rock","dance.pop","folk.pop","native.american","swedish.hard.rock","album.rock","folk","country.gospel","europop","pop","german.ccm","louisiana.blues","texas.blues","boy.band","brill.building.pop","contemporary.folk","soft.rock","memphis.soul","punk.ska","country.dawn","vocal.jazz","disco","new.orleans.blues","roots.rock","psychedelic.rock","electric.blues","gospel.reggae","melancholia","jazz.fusion","delta.blues","southern.soul.blues","western.swing","traditional.blues","modern.blues","psychedelic.blues.rock","classic.rock","northern.soul","vintage.swoon","art.rock","easy.listening","new.jack.swing","symphonic.rock","doo.wop","pop.christmas","jump.blues","zolo","pub.rock","beach.music","merseybeat","traditional.country","british.invasion","piano.blues","stoner.rock","rock.and.roll","soul","lounge","swing","deep.funk","neo.soul","swamp.blues","traditional.folk","jazz.funk","soundtrack","southern.soul","bubblegum.pop","jangle.pop","exotica","zouk","post.disco","heavy.christmas","metal","power.pop","outlaw.country","comic","classic.garage.rock","soul.christmas","british.folk","rock","blues.rock","pop.rock","country.rock","glam.metal","chaotic.hardcore","nwothm","rockabilly","funk","cabaret","canadian.indie","country","cowboy.western","progressive.bluegrass","country.christmas","hard.rock","memphis.blues"
32.8258934704919,984.968289519923,484.086694759893,905.504346916404,34.9025171775898,5.01075268817204,66.8481549368506,11.0248778998779,25.1095238095237,167.03823517714,25.106798245614,9.0126582278481,179.740911865286,4.01098901098901,7.01449275362319,1139.44950443755,336.262897580652,42.1189660554261,3.01190476190476,3.02222222222222,10.625,522.878153169921,41.2103438175707,16.0313258863526,11.028312788906,349.22459750141,7.02318454363757,34.518073200242,97.0840090979006,37.1169194935499,109.922588594679,91.2768788605822,3.02222222222222,63.8247282608696,444.113287518787,66.9200841339756,204.329510897631,79.3231712108331,5.01408450704225,180.936736008519,1374.77037909731,10.0175438596491,868.785849682781,224.422776472358,1095.27378034627,1565.30616457801,10.625,9.03030303030303,381.462136057422,1265.53974297521,1164.68591084194,84.2170438257395,554.468318731917,10.046723952739,15.0565476190476,795.889257464175,518.354222625777,163.688365819782,31.5631976718933,52.6538461538462,9.0126582278481,17.0725047080979,109.120724073746,40.0714285714286,399.161375375342,2.02,1478.50282951378,1011.19958091522,10.625,11.0371447028424,53.5907299836361,466.80072135187,58.8731339088375,608.084190181037,342.181258549708,148.320245449835,9.0126582278481,9.03948648122933,20.0841170323929,11.028312788906,58.7974511696812,89.0036681418418,92.0676156552776,131.222602352192,6.01111111111111,757.545441723706,193.902668185601,3.0253164556962,192.561269731829,78.6971064231009,11.0434782608696,167.03823517714,3.01063829787234,293.034961240205,27.0841856197788,16.198252688172,75.9606475553819,109.661203795372,205.75705490793,204.33021360163,352.852072503412,24.0649367934877,10.0384615384615,216.675446802721,1504.50345059531,134.357131485758,31.5217391304348,89.3954522816944,16.0502889414237,9.03917137476459,709.001784122568,37.1208916612728,8.01785714285714,1243.21094538044,751.313767828465,50.4394056847545,41.5719696969697,3.02352941176471,57.2627166261273,89.2492860226126,64.6040186609194,71.6484110610986,91.4155931765066,4.01098901098901,9.02150537634408,898.160387660973,35.2702285984997,813.318250017059,460.65718380895,12.1111111111111,755.258766076277,13.051868556701,21.08216714105,15.0565476190476,148.22037603068,1048.75418357151,40.556826849733,3.01333333333333,83.440169454618,132.196036276223,3.01190476190476,118.724267968402,187.652674330493,58.1516135822333
