"dream.pop","australian.alternative.rock","jungle","canzone.napoletana","glam.metal","hip.pop","power.metal","post.punk","surf.music","deep.melodic.hard.rock","rap","britpop","garage.rock","modern.blues","grunge","hardcore.breaks","underground.hip.hop","latin","metal","dance.rock","freestyle","swedish.pop","rap.metal","west.coast.rap","piano.rock","nu.jazz","classic.funk.rock","german.metal","uk.post.punk","alternative.hip.hop","bubblegum.pop","g.funk","hip.house","lovers.rock","new.orleans.blues","liquid.funk","techno","opera","teen.pop","groove.metal","c86","melodic.hard.rock","zolo","ragga.jungle","urban.contemporary","album.rock","hollywood","blues","lounge","punk","gangster.rap","classic.swedish.pop","funk.rock","comic","r.b","progressive.rock","roots.rock","hardcore.hip.hop","neo.mellow","dance.pop","folk.pop","rockabilly","speed.metal","latin.christmas","chill.lounge","british.blues","german.techno","barbershop","post.disco","geek.rock","new.wave","irish.rock","british.invasion","new.wave.pop","italian.disco","jazz.christmas","neo.soul","singer.songwriter","soft.rock","disco","australian.dance","corrosion","ethereal.wave","progressive.metal","nl.folk","funk","bubblegum.dance","latin.pop","nu.gaze","hardcore.techno","no.wave","chamber.pop","chill.out","merseybeat","nu.skool.breaks","adult.standards","gospel.reggae","heavy.christmas","vocal.jazz","nwobhm","soul.christmas","motown","industrial","sheffield.indie","pop.rock","art.rock","east.coast.hip.hop","electronic","celtic.rock","boy.band","post.grunge","noise.pop","folk","southern.soul","quiet.storm","brill.building.pop","celtic","new.beat","dark.wave","twee.pop","pop.christmas","permanent.wave","vocal.house","classic.rock","acid.house","blues.rock","neo.psychedelic","deep.east.coast.hip.hop","cabaret","dub","gothic.rock","electric.blues","chicago.soul","pop","europop","rock.and.roll","new.romantic","traditional.folk","downtempo","canadian.country","lo.fi","lilith","traditional.blues","punk.christmas","smooth.jazz","melancholia","canadian.hip.hop","indie.christmas","hard.rock","reggae","fidget.house","gabba","trip.hop","uk.hip.hop","power.pop","rap.rock","industrial.metal","alternative.rock","dancehall","alternative.pop","jangle.pop","electro","chicago.blues","ninja","jazz.funk","ska.revival","drum.and.bass","hi.nrg","psychedelic.rock","irish.folk","big.beat","indie.rock","acid.jazz","breakbeat","celtic.punk","jump.up","juggalo","detroit.techno","hip.hop","reggae.fusion","broken.beat","sleaze.rock","chicago.house","celtic.christmas","crossover.thrash","symphonic.rock","rock","australian.pop","intelligent.dance.music","welsh.rock","folk.rock","synthpop","country.christmas","mellow.gold","soul","soul.blues","madchester","show.tunes","roots.reggae","slow.core","texas.blues","memphis.soul","nu.metal","glam.rock","turntablism","candy.pop","eurodance","folk.christmas","cowpunk","world.christmas","christmas","old.school.hip.hop","scottish.rock","funk.metal","speed.garage","alternative.metal","operatic.pop","boston.rock","swiss.hip.hop","shoegaze","neo.progressive","pop.rap","southern.rock","experimental.rock","space.rock","experimental","deep.new.wave","rock.steady","noise.rock","new.jack.swing","country.rock","deep.house","hard.glam","jam.band","industrial.rock","psychobilly","protopunk","thrash.metal","alternative.country","swiss.rock","canadian.metal","pub.rock"
95.734164616791,16.1536796536796,19.1578212019788,17.0454545454545,97.9041365136522,25.0840909090909,12.1212560386473,78.6459930906124,1.01724137931034,21.1671492921493,98.9997851513661,289.198902435975,23.2265661833045,36.2315993849755,1.01333333333333,3.01818181818182,26.3221423966105,11.0842945874002,55.8333189583357,392.406737831744,39.2705145191636,56.4672591102168,19.1646800989749,14.1179438561744,69.1293307414248,13.0798437225979,60.9524655767991,2.01515151515152,107.967689928216,26.3221423966105,91.5684856614434,14.1179438561744,492.649536261033,28.2332558673427,1.01388888888889,2.01369863013699,30.2700711791565,17.0454545454545,92.5263125763126,29.304419267852,25.2185783398991,6.05744520030234,52.175142568778,12.1080836108028,193.730735779814,412.509672348594,3.02439024390244,8.08333333333333,23.5765845070423,18.1548566492885,30.2254364651914,4.03075117370892,65.91139122379,1.01694915254237,82.2849458183033,40.3402387117248,129.094532229737,81.7840118605927,1.01515151515152,407.983918460389,90.7787117366302,53.6781083382576,34.6375688303275,11.0842945874002,12.1236231884058,103.478502522226,61.0369047619048,3.0188679245283,19.2408124420119,15.9103328365623,445.943642101079,19.1132566069906,119.775357006473,943.167129261221,1.01333333333333,15.1147058823529,55.3206591156343,178.038802264278,538.08206134296,52.9584359494635,75.2061688311688,12.173412908707,18.0167665152186,15.1670612459761,10.0909090909091,40.8030994626436,12.0833333333333,11.0842945874002,21.2133165161522,74.7711806639631,10.0878556011541,10.1079824561404,48.39678204382,16.5140845070423,5.03603896103896,155.906641189769,2.01851851851852,107.38358340938,7.0625,10.3468468468468,242.773131326337,32.2422593972195,10.1372538322333,9.35,65.0417584767832,148.321286008691,59.6197099972336,159.507193086159,57.7226137250941,158.429340376233,18.1513467656416,26.281052297391,11.08,4.05077658303465,113.334534417288,97.5948014509171,2.02040816326531,27.0054112554112,12.173412908707,2.01666666666667,466.442177453304,211.623566391658,4.0489247311828,192.477183570927,196.960881835054,137.592382386473,81.1598313190307,3.01818181818182,3.02439024390244,12.0634057971014,17.2192181160359,40.3225878650945,2.01851851851852,148.276416332299,435.944434840664,141.209581012688,394.456514429514,26.1940194396798,15.0983622411164,10.0909090909091,14.1579002285415,37.8418784441365,8.08333333333333,5.03453321627158,8.05220588235294,85.466155730159,16.2019230769231,34.0839829340282,238.768930252073,56.9586012684185,3.01785714285714,8.07142857142857,25.1789249009629,1.01333333333333,36.2840286668316,79.4113152877871,6.10267857142857,112.804285013219,23.1986083165661,7.08166666666667,9.08281238675074,6.059429292306,8.08333333333333,13.0798437225979,2.01666666666667,2.01724137931034,10.0825665546653,234.723298940883,50.1037866050161,2.02040816326531,89.6504656455249,19.2004726923096,49.4889863738557,25.2197255240094,2.015625,8.0688679245283,38.0410207792513,17.1355473696328,104.011271637853,44.895195471317,2.01369863013699,74.7113685886262,67.7516610352618,12.1113172541744,2.03448275862069,26.2266339869281,482.678496679715,46.2688679245283,53.4343847149843,5.03935185185185,93.2963475488676,328.570877496484,10.0909090909091,446.559868124489,24.2016578934601,10.1018518518519,438.395375782289,3.02439024390244,29.2203474470009,5.05298245614035,27.1849919968457,2.01851851851852,28.2176813761141,260.493380144737,24.1687424950583,1.01408450704225,96.817624087382,128.449514455427,27.7575630252101,17.1569416498994,70.5226088053246,175.342675025517,51.7464236294906,64.5024191085192,2.03225806451613,21.1991628575956,17.0454545454545,4.05184331797235,1.01351351351351,54.5288456166814,11.1194117647059,29.3344947735192,78.2724628593166,10.0878556011541,15.147542312752,23.2050004938992,1.01369863013699,2.01724137931034,3.02439024390244,220.468275543516,44.5831668331668,7.0539897039897,27.2246538458834,5.02222222222222,10.1372538322333,3.02857142857143,56.4681479814363,23.2743285408577,23.7142857142857,1.01351351351351,2.02946236559139,24.260999466737
