"jazz.christmas","light.music","world.christmas","new.orleans.blues","lounge","traditional.swing","cool.jazz","vintage.western","cowboy.western","exotica","jazz.blues","country.christmas","christmas","memphis.blues","chicago.blues","swamp.blues","comic","adult.standards","big.band","boy.band","nashville.sound","stride","traditional.country","free.jazz","vocal.jazz","traditional.scottish.folk","honky.tonk","country.gospel","chanson","jazz.orchestra","samba","velha.guarda","movie.tunes","louisiana.blues","deep.adult.standards","jump.blues","piano.blues","soul.blues","british.dance.band","dixieland","cabaret","ragtime","easy.listening","western.swing","swing","jazz","new.orleans.jazz","deep.vocal.jazz","southern.soul"
519.066664369119,40.5377507324769,3.04347826086957,1,794.692727009211,19.1527777777778,23.3676282051282,12.2606837606837,137.852040035128,108.717879294195,69.8462130261044,76.1452256077256,944.633605503384,1,1,1,3.08608058608059,926.433605503384,112.83817911557,3.08012820512821,79.2040491371374,3.04,79.2040491371374,21.25,522.053527626087,1.03846153846154,3.05882352941176,79.2040491371374,3.04347826086957,7.0625,3.04347826086957,3.04347826086957,37.3037878787878,1,458.45266674608,2,2,1,117.551181362497,1.03571428571429,592.738129338668,4.07571428571429,503.218014807704,90.4262713593596,335.829944411043,24.4033424908425,19.1868253968254,1.04545454545455,1
