"jam.band","freestyle","soul.blues","adult.standards","ragtime","south.african.jazz","singer.songwriter","punk","p.funk","freakbeat","texas.country","traditional.rockabilly","rock.steady","contemporary.country","progressive.rock","deep.adult.standards","nashville.sound","quiet.storm","british.blues","deep.southern.soul","classic.psychedelic.rock","folk.christmas","honky.tonk","latin.jazz","glam.rock","acoustic.blues","blues","space.rock","piano.rock","brass.band","funk.metal","surf.music","hi.nrg","christmas","chicago.blues","jazz.christmas","harmonica.blues","country.blues","swamp.pop","stride","protopunk","tropical","motown","deep.motown","funk.rock","jazz.blues","garage.rock","chicago.soul","mellow.gold","vintage.reggae","southern.rock","folk.rock","classic.funk.rock","folk.pop","cool.jazz","outsider","album.rock","folk","country.gospel","british.indie.rock","louisiana.blues","texas.blues","boy.band","brill.building.pop","smooth.jazz","soft.rock","bebop","memphis.soul","country.dawn","vocal.jazz","disco","new.orleans.blues","roots.rock","psychedelic.rock","electric.blues","melancholia","southern.soul.blues","western.swing","traditional.blues","delta.blues","modern.blues","ska.revival","lovers.rock","classic.rock","experimental","northern.soul","art.rock","easy.listening","symphonic.rock","doo.wop","pop.christmas","jump.blues","beach.music","merseybeat","world","traditional.country","british.invasion","piano.blues","rock.and.roll","underground.power.pop","soul","lounge","traditional.funk","swing","deep.funk","soul.jazz","traditional.folk","swamp.blues","girl.group","latin","jazz.funk","latin.christmas","southern.soul","jazz","bubblegum.pop","exotica","drama","post.disco","traditional.soul","outlaw.country","classic.garage.rock","soul.christmas","comic","british.folk","rock","blues.rock","country.rock","rockabilly","deep.free.jazz","funk","cabaret","country","cowboy.western","country.christmas","hard.rock","memphis.blues"
3.01098901098901,8.04255319148936,883.897773502455,696.022623044763,8.05263157894737,8.03636363636364,412.135831441461,4.01219512195122,7.03174603174603,102.58024948573,2.02150537634409,6.02985074626866,11.1111111111111,27.7179487179487,88.0743867939722,63.3003046415715,209.324838983838,843.80334788245,506.57510939796,15.0864519252677,1.01030927835052,188.642252207371,45.1595522462304,12.0437799043062,51.2159256369007,26.1708120548145,49.2273904192013,12.08,40.5833467519323,9.01369863013699,7.03174603174603,37.474493210939,19.0764748682682,567.402314152697,49.2273904192013,256.120442747812,3.01234567901235,69.2311782979892,23.0244064354889,8.05263157894737,194.232869843828,15.0802647707175,1330.73848756586,7.02083333333333,610.480106417201,323.427778137841,4.01219512195122,1003.58414433841,769.829633646885,2.01086956521739,313.209990419132,756.619752907042,771.783858941387,146.041344492995,12.0437799043062,3.01176470588235,467.965838498149,217.756991982761,168.75708623824,30.1684472934473,17.1203710651093,74.2582053250163,22.0761281025509,911.450842414592,8.01315789473684,705.395515166275,12.0437799043062,881.153333238292,25.0783105912931,102.463752477488,196.809453602684,75.3107438678007,280.809055211905,606.232458526412,86.3016835858859,14.1428571428571,3.01298701298701,35.1562506621918,49.2273904192013,26.1708120548145,74.2582053250163,11.1111111111111,3.01052631578947,588.857916637129,3.01176470588235,337.739781437803,4.03296703296703,141.544684769717,88.0743867939722,119.041880485141,23.104591222549,28.1545226917581,332.332970440791,814.364102635713,8.03636363636364,213.184229095383,1250.83490672362,25.1439963759686,360.32605812001,32.3736936936937,1429.17398733923,264.048496627247,2.02040816326531,38.199529086977,142.665822229948,43.2925653294074,300.552573695734,37.1241589438972,28.0594749794914,15.0802647707175,20.056937799043,15.0802647707175,1042.30120685253,12.0437799043062,1288.99893924253,13.0654520917679,6.02272727272727,19.0764748682682,6.01162790697674,47.1810576225745,200.518048610633,926.672918160551,32.5541850125184,36.487557997558,496.301057675083,457.752595533223,425.044820159989,235.726147911054,4.02173913043478,689.85718280917,40.2143822843823,168.137303451011,79.352509506782,280.284513341554,72.3843784833301,56.2977092666738
