"girl.group","opera","canzone.napoletana","jazz.christmas","soul.christmas","light.music","world.christmas","new.orleans.blues","lounge","tin.pan.alley","cool.jazz","folk","traditional.folk","vintage.chanson","cowboy.western","doo.wop","brill.building.pop","exotica","memphis.blues","jazz.blues","show.tunes","country.christmas","christmas","comic","adult.standards","big.band","nashville.sound","boogie.woogie","traditional.country","vocal.jazz","honky.tonk","country.gospel","chanson","calypso","laboratorio","swamp.pop","operatic.pop","movie.tunes","deep.adult.standards","folk.christmas","jump.blues","piano.blues","dixieland","british.dance.band","cabaret","ragtime","easy.listening","western.swing","swing","outlaw.country","rockabilly","jazz","new.orleans.jazz","geek.rock","rock.and.roll"
2,19,19,405,1,42,9,1,745,1,3,1,2,9,63,13,2,43.5,1,41,2,28,1049,5,885,70,29,25,29,508.5,1,29,9,1,2,1,19,17,586.5,3,25,1,18,42,618.5,18,536,29,220,1,1,21,18,4,1
