"latin","ambient","soul.jazz","pop.christmas","minimal.wave","reggae","nashville.sound","synthpop","crust.punk","southern.rock","deep.funk","hard.bop","new.romantic","outsider","folk","r.b","folk.rock","traditional.folk","dub","western.swing","pop","grindcore","bow.pop","latin.christmas","classic.soundtrack","punk.christmas","jazz.christmas","electro","deep.motown","operatic.pop","industrial","adult.standards","lilith","post.disco.soul","british.invasion","fourth.world","riot.grrrl","soundtrack","reggae.fusion","progressive.metal","deep.disco","post.punk","traditional.irish.folk","deep.new.wave","space.rock","funk.rock","cabaret","urban.contemporary","ska","punk","jazz.fusion","honky.tonk","piano.rock","pub.rock","industrial.rock","lovers.rock","folk.pop","experimental","rock","deep.punk.rock","latin.pop","glam.metal","power.pop","symphonic.rock","no.wave","traditional.country","oi","roots.rock","dance.rock","british.blues","thrash.core","country","new.jack.swing","psychedelic.rock","c86","canadian.metal","album.rock","kiwi.rock","groove.metal","dance.pop","sleaze.rock","rock.steady","soft.rock","dark.wave","german.techno","country.gospel","surf.music","doo.wop","rock.and.roll","europop","merseybeat","hardcore.punk","j.rap","protopunk","scottish.rock","funk","world.christmas","post.disco","latin.jazz","thrash.metal","singer.songwriter","mod.revival","classic.funk.rock","hi.nrg","speed.metal","psychobilly","heavy.christmas","italian.disco","freakbeat","rockabilly","cowboy.western","dancehall","neo.psychedelic","power.metal","zolo","new.wave","bebop","glam.rock","blues.rock","jazz.funk","jazz","skinhead.reggae","nwothm","new.wave.pop","cowpunk","japanese.r.b","canterbury.scene","motown","country.rock","brill.building.pop","alternative.rock","australian.dance","contemporary.post.bop","candy.pop","show.tunes","madchester","skate.punk","quiet.storm","hard.rock","permanent.wave","steampunk","thai.pop","soul","laboratorio","indie.christmas","swedish.pop","metal","soul.christmas","country.christmas","j.pop","bubblegum.pop","mellow.gold","australian.alternative.rock","kraut.rock","folk.christmas","australian.country","chamber.pop","classic.rock","soul.blues","gothic.rock","chicago.soul","britpop","industrial.metal","nwobhm","eurodance","art.rock","chill.out","boy.band","neo.soul","southern.soul","crossover.thrash","contemporary.country","irish.indie","disco","ska.revival","cool.jazz","christmas","anarcho.punk","new.age","twee.pop","electroclash","melancholia","uk.post.punk","electronic","stoner.rock","memphis.soul","acid.jazz","progressive.rock","roots.reggae","experimental.rock","smooth.jazz","hollywood","country.dawn"
19.2857142857143,16.1041666666667,34.1631409710401,180.51403556891,8.04672395273899,74.7458598419124,44.394950249203,853.424959628601,3.015625,90.9146972666709,5.05128205128205,12.0487804878049,1167.83079838028,4.02631578947368,34.2494186232845,1.01315789473684,109.406233856744,35.2625765180214,39.4253711201079,12.25,24.3074534161491,3.015625,49.2823729582577,19.2857142857143,18,18.1342808966921,72.5884855318203,6.02564102564103,5.02631578947368,17.8333333333333,5.01818181818182,116.138291541753,8.06121281464531,71.476524815931,141.031335423426,12.8728070175439,5.06733746130031,18,47.8011904761904,17.156432748538,4.02040816326531,385.257034710399,4.05263157894737,21.109446471511,10.1315789473684,321.197793367533,17.8333333333333,53.7567467173307,148.04612740201,130.863368612978,25.1751260334745,12.25,12.1147186147186,258.483614152192,21.5681818181818,57.4742331742331,33.2110727586229,34.0642971064024,636.279311688773,5.06578947368421,19.2857142857143,92.9047667049957,36.6154616724739,97.2059922533607,41.4826133142127,37.3585365405127,34.2484325229926,95.3882769462126,1192.41435084468,118.781222405009,3.015625,21.1291898079107,52.3221155371484,71.5757398397956,2.01538461538462,27.2208857509628,524.393401791868,4.01587301587302,10.1904761904762,24.3074534161491,2.02631578947368,33.2076966610073,585.580530750993,5.03480629539952,6.02564102564103,37.3585365405127,7.06075027995521,23.1455931552547,208.594440835372,96.1616570563939,29.2339666577847,39.2751839094529,4.01851851851852,228.250263624644,7.08117408906883,402.811432088325,19.8525641025641,325.232874686057,3.01818181818182,17.156432748538,133.68477870371,68.3333241949417,355.83401783591,381.047711208565,50.4901861610346,30.1234501347709,121.544810427877,25.0204081632653,1.01315789473684,181.96191474298,12.25,36.3858974358974,8.07446221731936,17.156432748538,215.346663340222,1273.04872441153,12.0487804878049,881.086798081183,143.930034201325,111.75981207374,12.0487804878049,2.02631578947368,3.02083333333333,1070.3307505443,31.5657528094007,4.01851851851852,6.07894736842105,322.703427787059,62.734270772734,121.170419784727,14.1760150375939,17.3928571428571,12.0487804878049,12.15,21.8859649122807,76.0915707014077,23.1822998356106,350.34871081333,332.191325604245,339.622848284005,3.02083333333333,2.02631578947368,366.700110928479,16.884649122807,34.643870763383,26,164.481761154301,515.36521743523,33.5031790262395,4.01851851851852,53.7435678277286,460.692312811257,4.01587301587302,6.02564102564103,149.0857251673,17.3928571428571,7.09090909090909,368.804274219476,18.3846153846154,159.406525612496,38.7642645074224,9.0625,5.01818181818182,110.911193082766,7.06643356643357,876.170750605907,3.03947368421053,35.8260487076276,1.01315789473684,29.4451998001998,13.0780417946749,4.05263157894737,11.1428571428571,428.09394824192,162.222443191483,12.0487804878049,123.201464302329,10.0976112228381,19.1436403508772,2.01538461538462,49.9166666666667,44.6431419457736,467.604560476432,6.02564102564103,4.02173913043478,3.02,12.0487804878049,132.488573910756,43.4780026990553,41.1482068808384,70.4858092529038,21.8859649122807,12.057690304435
