"gabba","schlager","light.music","jazz.christmas","soul.christmas","new.orleans.blues","dark.hardcore","lounge","happy.hardcore","cool.jazz","deep.soft.rock","classic.rock","blues.rock","memphis.soul","chicago.soul","vintage.western","cowboy.western","hardcore.techno","doo.wop","brill.building.pop","exotica","jazz.blues","country.christmas","christmas","memphis.blues","adult.standards","comic","big.band","nashville.sound","boogie.woogie","speedcore","traditional.country","vocal.jazz","trash.rock","garage.rock","soul","country.gospel","british.invasion","swamp.pop","soul.blues","movie.tunes","deep.adult.standards","piano.blues","jump.blues","cabaret","mellow.gold","ragtime","deep.hardcore","easy.listening","western.swing","swing","traditional.rockabilly","rockabilly","deep.free.jazz","jazz","geek.rock","southern.soul","rock.and.roll","quiet.storm","motown"
15.0526315789474,17.2321428571429,15.0585185185185,370.545090445238,43.9862762237763,24.9406593406594,15.0526315789474,700.810389022861,15.0526315789474,63.3668831168831,75.7857142857143,18.4727272727273,18.4727272727273,11.0714285714286,12.0839285714286,4.07142857142857,91.5985473092244,15.0526315789474,226.276905793288,132.879499667,19.0385185185185,103.471497565902,63.4019649992998,1079.25105735668,13.8692307692308,1012.9410748392,13.1543942403178,9.02222222222222,62.3914386835103,13.8692307692308,15.0526315789474,62.3914386835103,413.170668198847,18.1051282051282,18.1051282051282,12.0839285714286,62.3914386835103,1.0125,13.8692307692308,12.0839285714286,24.8470588235294,1203.48381211597,13.8692307692308,25.1808903987127,296.834306028824,18.4727272727273,31.5,15.0526315789474,353.252863718183,66.4628672549389,121.395142021333,31.2223730517849,265.81661379967,8.01818181818182,63.3668831168831,12.1438679245283,12.0839285714286,286.95936590051,1.0125,29.0670454545455
