"folk","calypso","country.blues","children.s.christmas","punk.blues","geek.rock","freakbeat","beach.music","c86","piano.rock","christian.christmas","mellow.gold","contemporary.classical","brill.building.pop","italian.pop","light.music","barbershop","vintage.swoon","electric.blues","rockabilly","rhythm.and.boogie","psychedelic.rock","british.invasion","cowboy.western","northern.soul","garage.rock","memphis.soul","nashville.sound","texas.blues","neo.rockabilly","quiet.storm","acoustic.blues","modern.blues","blues.rock","harmonica.blues","louisiana.blues","jazz.christmas","deep.southern.soul","memphis.blues","folk.rock","big.band","skiffle","soda.pop","chicago.soul","deep.motown","classic.italian.pop","ragtime","lounge","swamp.blues","vocal.jazz","doo.wop","delta.blues","deep.adult.standards","southern.soul","a.cappella","chicago.blues","jazz","traditional.blues","piedmont.blues","jazz.blues","soul","comic","soul.christmas","honky.tonk","country.christmas","neurofunk","children.s.music","bubblegum.pop","boogie.woogie","swamp.pop","country","stride","motown","opera","new.orleans.blues","vintage.rockabilly","gospel","swing","bebop","piano.blues","deep.classic.garage.rock","folk.christmas","traditional.country","jump.blues","operatic.pop","christmas","classic.garage.rock","cool.jazz","blues","outlaw.country","country.gospel","cowpunk","adult.standards","canzone.napoletana","western.swing","soul.blues","drum.and.bass","merseybeat","easy.listening","traditional.folk","southern.soul.blues","scottish.rock","classic.rock","exotica","soul.jazz","british.blues","traditional.rockabilly","twee.pop","protopunk","rock.and.roll","surf.music","cabaret"
27.7142857142857,11.0161290322581,2.01075268817204,21.6153846153846,14.0625,2.02272727272727,3.02857142857143,100.783437974392,16.0416666666667,61.8510456004264,6.01449275362319,72.4631366170824,1.01063829787234,1164.57620194523,40.3611111111111,9.02127659574468,6.02,10.032674571805,2.01075268817204,1377.42485975586,5.01639344262295,3.02857142857143,31.2174725453889,295.330978598625,12.0909090909091,14.0625,137.839406304347,270.199615708641,2.01075268817204,3.01351351351351,41.1904417146862,2.01075268817204,2.01075268817204,72.4631366170824,2.01075268817204,2.01075268817204,406.687780785544,23.0414764079148,55.2048548722198,27.7142857142857,29.3576190476191,1.01075268817204,60.1807221263644,193.117216548325,2.02083333333333,27.25,6.01149425287356,865.673419194704,2.01075268817204,406.926084201458,926.031068353517,2.01075268817204,1130.74943719809,251.220777620244,31.7254901960784,2.01075268817204,1.01,2.01075268817204,2.01075268817204,252.058035460122,214.158065328351,29.1655844155844,340.517297213742,148.462209053042,271.242300783945,3.01333333333333,21.6153846153846,20.1061467980062,54.2047404819201,115.065377288897,27.7619047619048,1.01,215.773591213225,1.01030927835052,152.748947714324,10.0261717413616,6.01449275362319,94.8857971703094,1.01,58.2281513979403,3.01449275362319,27.7142857142857,345.476082817384,119.612633825007,1.01030927835052,1536.21850724063,7.04227005870842,1.01,2.01075268817204,160.172722598636,254.111137328783,14.0625,1363.06639229496,14.1214203894616,206.245502963149,126.863109378524,3.01333333333333,24.1863422771897,680.604696656916,27.7142857142857,23.0414764079148,16.0416666666667,72.4631366170824,42.7772477736895,3.02306468716861,3.02857142857143,30.0905496863441,16.0416666666667,17.0910714285714,1628.30714707386,14.0625,204.617780282714
