"dream.pop","australian.alternative.rock","country.blues","glam.metal","power.metal","hip.pop","post.punk","rap","britpop","garage.rock","modern.blues","nashville.sound","underground.hip.hop","kraut.rock","metal","dance.rock","freestyle","piano.rock","classic.funk.rock","deep.funk","uk.post.punk","german.show.tunes","alternative.hip.hop","bubblegum.pop","a.cappella","hip.house","lovers.rock","death.metal","new.orleans.blues","swamp.blues","opera","p.funk","groove.metal","c86","melodic.hard.rock","zolo","urban.contemporary","album.rock","hollywood","blues","memphis.blues","lounge","punk","gangster.rap","funk.rock","dansktop","r.b","progressive.rock","roots.rock","boogaloo","crossover.prog","hardcore.hip.hop","dance.pop","neo.mellow","swedish.hard.rock","folk.pop","rockabilly","speed.metal","british.blues","german.techno","folk.punk","northern.soul","post.disco","new.wave","irish.rock","british.invasion","street.punk","new.wave.pop","italian.disco","jazz.christmas","neo.soul","singer.songwriter","soft.rock","disco","melodic.hardcore","corrosion","ethereal.wave","opm","progressive.metal","funk","latin.pop","hardcore","nu.gaze","no.wave","jazz.blues","south.african.jazz","chamber.pop","japanese.r.b","merseybeat","world","nu.skool.breaks","adult.standards","heavy.christmas","vocal.jazz","nwobhm","soul.christmas","motown","industrial","pop.rock","art.rock","east.coast.hip.hop","electronic","celtic.rock","new.age","boy.band","country.gospel","noise.pop","post.disco.soul","folk","southern.soul","acoustic.blues","quiet.storm","vintage.reggae","brill.building.pop","dark.wave","twee.pop","pop.christmas","permanent.wave","skate.punk","vocal.house","classic.rock","acid.house","blues.rock","hardcore.punk","neo.psychedelic","cabaret","dub","gothic.rock","electric.blues","chicago.soul","pop","europop","rock.and.roll","new.romantic","traditional.folk","lo.fi","lilith","traditional.blues","punk.christmas","smooth.jazz","melancholia","indie.christmas","straight.edge","hard.rock","reggae","perth.indie","power.pop","alternative.pop","rap.rock","industrial.metal","alternative.rock","dancehall","jangle.pop","electro","chicago.blues","tropical","jazz.funk","hi.nrg","indonesian.pop","fourth.world","psychedelic.rock","traditional.country","big.beat","indie.rock","acid.jazz","celtic.punk","austropop","neue.deutsche.welle","spanish.new.wave","hip.hop","reggae.fusion","sleaze.rock","chicago.house","crossover.thrash","symphonic.rock","rock","australian.pop","welsh.rock","folk.rock","synthpop","salsa","disco.house","mellow.gold","soul","soul.blues","madchester","show.tunes","roots.reggae","mambo","soul.jazz","german.pop","texas.blues","tekno","eurobeat","memphis.soul","drone.folk","glam.rock","turntablism","louisiana.blues","folk.christmas","candy.pop","cowpunk","world.christmas","christmas","old.school.hip.hop","scottish.rock","funk.metal","italian.jazz","j.rap","alternative.metal","operatic.pop","shoegaze","neo.progressive","beach.music","pop.rap","hard.house","icelandic.pop","southern.rock","experimental.rock","space.rock","house","experimental","rock.steady","deep.new.wave","new.jack.swing","country.rock","latin.jazz","industrial.rock","psychobilly","protopunk","jazz.fusion","thrash.metal","alternative.country","pub.rock"
56.7275543818258,33.3038333489628,4.02,119.071107195353,1.01098901098901,2.01176470588235,108.981024771002,134.604328705779,61.4714048260352,21.0553352287915,49.3593451913456,5.0126582278481,8.07982456140351,2.01123595505618,133.295434888698,925.505558691641,84.1154251903627,6.03325895875591,345.411659261561,2.01724137931034,164.316077258126,1.01020408163265,8.07982456140351,40.5992303089864,5.01724137931035,40.6572251278889,72.3201790584171,1.015625,3.01111111111111,4.02,12.0519480519481,23.867600816348,22.172023925149,35.1826574905746,10.0620370932492,28.1494544042133,252.236159769809,581.864907047976,13.0664408055713,4.02,4.02,73.7450548967284,43.2025807357467,39.338227250264,304.934868616445,21.0650623885918,57.6008623734006,110.925049196746,195.24702758127,1.01,14.8938553938554,71.5655807123736,221.241313950637,13.1168561288976,17.1287878787879,49.188266064544,55.4616697079513,34.2610137542773,132.329024349215,2.01123595505618,2.02150786308973,16.0919182172475,288.255484731874,987.244123916782,6.0125,63.7413303016262,1.01030927835052,1365.18609627271,39.7692991238846,159.768161760012,76.9213899194173,211.632586640164,744.474274835053,337.190844761595,3.01298701298701,25.9176370712865,11.0451165276306,1.01369863013699,19.4352314352314,400.450086823266,1.01538461538462,3.01298701298701,18.5286363636364,15.1219223123685,82.2496238684177,18.1333443126921,3.02272143774069,1.01408450704225,14.1113049955292,6.02469696969697,3.01587301587302,138.803059100362,105.091087599457,30.0850684984586,7.04453401990167,507.217927828697,336.789430415727,10.0618347975442,29.2454200044182,358.936554859028,40.3071780235131,27.1354764970831,15.354841196423,12.0519480519481,76.5926119061094,5.0126582278481,19.5391626794259,45.2840504887126,48.1911371628736,92.3710539818022,4.02,498.694889818001,8.05263157894737,134.302101138596,35.0314457866069,10.0541316800168,340.989002903256,351.626372560105,6.02461491996375,2.0126582278481,306.929101652133,45.6767405403347,141.354357090318,16.1100236045103,43.7077468352148,21.098972306144,38.2488338134917,88.4165811148534,68.5006196239927,102.400251580214,111.292742803336,314.918285032876,134.183931901111,1009.80325825275,62.3215068052847,1.01052631578947,13.1168561288976,4.02,16.0438441207204,66.4866313244666,29.1453270256773,25.1891116193748,3.01298701298701,297.41744027554,76.6283597665977,1.01030927835052,18.1309512257902,1.01052631578947,84.2475203559376,5.03597840755736,54.7627692585444,56.4365931998312,24.2247317131012,41.1890289319379,4.02,1.01,42.3014618026698,568.639211239274,1.01075268817204,1.01515151515152,23.1436440762269,5.0126582278481,12.0641393270976,43.9595640172185,1.01041666666667,2.02150786308973,3.01176470588235,3.01176470588235,2.01315789473684,118.514900052628,38.379525953106,18.1555593655649,40.6712102373044,15.1039772727273,68.8302072621245,547.176649326464,70.633472245189,11.108951914099,172.584666479611,766.578235873876,1.01,2.0126582278481,548.393711317729,366.408603883607,90.3812196132722,186.810735722975,14.0818254209559,57.4479568361948,1.01,4.02222222222222,3.01176470588235,29.2569700739512,3.01587301587302,22.6941593352883,79.2897910418437,4.01176470588235,375.486815184386,8.07982456140351,4.02,76.1276401630946,14.0610167610168,48.70093708166,52.4352986083467,123.3504830197,129.487842030053,5.02750092284976,39.4180345117845,4.01724137931035,1.01408450704225,15.1039772727273,29.148866265874,30.5958109878445,34.3319867069867,49.6811312457847,16.1542360221938,3.01694915254237,3.01538461538462,51.3901279393022,17.1411530815993,34.6169800037503,2.0126582278481,33.2117820453779,18.099240080695,58.0039001783792,175.585348627063,44.318668289003,1.01,24.3118347975442,1.01492537313433,115.806104081608,24.534126984127,33.2465210006541,6.03371647509578,59.5056005206213
