"rap","classic.funk.rock","rap.rock","hip.hop","pop","melancholia","industrial.rock","east.coast.hip.hop","piano.rock","christian.christmas","mellow.gold","bounce","italian.pop","country.rock","europop","funk.metal","indie.r.b","electric.blues","crunk","r.b","roots.rock","ska","post.grunge","chamber.pop","hip.pop","movie.tunes","quiet.storm","pop.rock","modern.blues","singer.songwriter","folk.pop","melodic.metalcore","anti.folk","blues.rock","rock","hip.house","alternative.rock","jazz.christmas","album.rock","folk.rock","underground.hip.hop","salsa","gangster.rap","australian.pop","canadian.metal","big.beat","southern.hip.hop","dirty.south.rap","latin.pop","hard.rock","alternative.r.b","southern.rock","intelligent.dance.music","hardcore.hip.hop","acid.house","soul","comic","teen.pop","soul.christmas","honky.tonk","heavy.christmas","urban.contemporary","country.christmas","tropical","latin","lilith","new.wave.pop","country","indie.rock","old.school.hip.hop","canadian.country","contemporary.country","opera","latin.christmas","christian.alternative.rock","gospel","funk.rock","smooth.jazz","hurban","g.funk","west.coast.rap","boy.band","rap.metal","folk.christmas","neo.mellow","alternative.metal","country.road","operatic.pop","industrial.metal","indie.christmas","metal","trap.music","groove.metal","country.dawn","christmas","ccm","speed.metal","pop.rap","nu.metal","christian.music","lo.fi","dance.pop","new.jack.swing","adult.standards","jam.band","reggae","electronic","alternative.hip.hop","bubblegum.dance","detroit.techno","thrash.metal","neo.soul","juggalo","italo.dance","punk.christmas","ska.punk","permanent.wave","classic.rock","detroit.hip.hop","techno","british.blues","grunge","pop.christmas","roots.reggae","soft.rock","eurodance","metalcore","pop.punk"
466.973735176784,42.7923076923077,535.381500735681,550.538911258872,552.033631499118,8.52857142857143,8.52857142857143,57.0928279852193,9.45,29.7320198479262,174.794556290803,37.8064296814297,49.5639693639694,27.5257575757576,398.008295924289,453.13299116132,99.0377735203393,8.11911881977671,123.332824367992,474.299721148189,39.7757575757576,21.5175438596491,539.38967079921,9.45,309.900132069505,10.1521028538731,139.391134703014,508.741178231665,8.11911881977671,62.1939393939394,80.8337153043035,8.12949039264829,8.57142857142857,114.829513000759,548.999801247352,29.424358974359,471.58867544953,23.3454545454545,169.703418724665,27.5257575757576,17.4452380952381,25.9206349206349,327.056899367067,31.5324425574426,8.12949039264829,19.9166666666667,125.532995168946,155.621547357499,76.4148707572621,64.9211640211639,10.5512987012987,38.1262626262626,18.229797979798,215.40795273257,18.229797979798,35.3848443223443,18.8174603174603,254.419316800558,326.809156485301,36.2984126984127,127.71795705953,520.069612368081,241.287708017816,50.9963924963925,76.4148707572621,41.0579577285459,80.5877196333078,294.865128564749,8.57142857142857,35.78779178338,35.6607538802661,294.865128564749,20.1396103896104,51.3391131815045,8.10876623376623,21.62325361416,386.846716651517,23.3454545454545,76.4148707572621,86,86,218.691199587007,392.055648031491,49.6293862999745,173.92812593753,434.086419703041,64.9135472370767,33.6634199134199,119.996557720745,18.0214285714286,29.0333333333333,86.8412709023003,243.79681373713,184.793139769231,8.09774436090225,8.10876623376623,29.0333333333333,484.985999546401,457.67662296811,8.10876623376623,8.57142857142857,934.987559298193,223.23181960515,8.09774436090225,14.1666666666667,8.78421052631579,38.1464646464647,46.8254497354498,56.1267513188566,18.229797979798,29.0333333333333,253.777104141605,113.795399045399,29.424358974359,87.4717105263157,40.3925438596491,207.419339969474,114.829513000759,76.7594627594628,18.229797979798,8.11911881977671,133.713966189487,1062.09242584769,8.78421052631579,155.575437471026,56.1267513188566,29.1612211618791,87.414170843776
