"soda.pop","polka","opera","canzone.napoletana","harmonica.blues","jazz.christmas","light.music","electric.blues","texas.blues","new.orleans.blues","traditional.blues","lounge","folk","traditional.folk","chicago.soul","accordion","vintage.western","cowboy.western","doo.wop","brill.building.pop","swedish.hip.hop","exotica","a.cappella","acoustic.blues","jazz.blues","country.christmas","christmas","memphis.blues","chicago.blues","swamp.blues","comic","adult.standards","big.band","nashville.sound","boogie.woogie","traditional.country","vocal.jazz","honky.tonk","soul","country.gospel","deep.motown","calypso","operatic.pop","modern.blues","delta.blues","piano.blues","louisiana.blues","deep.adult.standards","folk.christmas","blues","jump.blues","soul.blues","dixieland","british.dance.band","cabaret","ragtime","easy.listening","western.swing","swing","rockabilly","vintage.jazz","jazz","new.orleans.jazz","geek.rock","rock.and.roll","motown"
2,1,4,4,2,406,14,2,2,2,2,639.5,2,3,4,1,4,24,155.5,32,16,19,28,2,10,7,953.5,2,2,2,9,833.5,15,9,2,9,457,1,4,8,6,1,4,2,2,4,2,653,5,2,4,2,3,16,514.5,2,492,7,185.5,32,1,2,3,9,32,4
