"canzone.napoletana","opera","polka","jazz.christmas","soul.christmas","light.music","new.orleans.blues","lounge","traditional.swing","cool.jazz","deep.soft.rock","traditional.folk","memphis.soul","cowboy.western","doo.wop","brill.building.pop","exotica","show.tunes","jazz.blues","country.christmas","christmas","memphis.blues","comic","adult.standards","big.band","nashville.sound","boogie.woogie","traditional.country","vocal.jazz","deep.christian.rock","honky.tonk","soul","deep.northern.soul","country.gospel","deep.motown","classical.piano","calypso","operatic.pop","swamp.pop","bow.pop","deep.adult.standards","folk.christmas","jump.blues","piano.blues","soul.blues","british.dance.band","dixieland","cabaret","ragtime","vintage.swing","easy.listening","western.swing","swing","outlaw.country","rockabilly","deep.vocal.jazz","new.orleans.jazz","jazz","geek.rock","rock.and.roll","southern.soul"
1,1,1,282.5,5,13,5,635.5,2,2,3,2,3,93.5,19,4,70.5,1,17,14,949,2,25,851,29,29,5,29,352,1,3,3,3,29,4,2,2,1,2,2,733,2,8,4,3,4,2,387.5,3,1,570.5,29,85.5,3,16,1,2,4,21,16,3
