"jam.band","freestyle","soul.blues","adult.standards","electro","singer.songwriter","electronic","p.funk","gospel","new.wave.pop","swedish.pop","traditional.rockabilly","texas.country","contemporary.country","christian.christmas","progressive.rock","deep.adult.standards","kraut.rock","nashville.sound","canterbury.scene","comedy","quiet.storm","british.blues","schlager","bluegrass","folk.christmas","honky.tonk","piedmont.blues","canadian.country","latin.jazz","glam.rock","acoustic.blues","space.rock","blues","piano.rock","funk.metal","permanent.wave","deep.melodic.house","chicago.blues","surf.music","hi.nrg","german.techno","christmas","jazz.christmas","country.blues","swamp.pop","protopunk","tropical","motown","funk.rock","jazz.blues","chicago.soul","mellow.gold","southern.rock","folk.rock","classic.funk.rock","deep.northern.soul","dance.pop","folk.pop","urban.contemporary","cool.jazz","album.rock","folk","country.gospel","europop","pop","louisiana.blues","texas.blues","boy.band","brill.building.pop","smooth.jazz","soft.rock","bebop","memphis.soul","neo.progressive","country.dawn","vocal.jazz","disco","new.orleans.blues","roots.rock","psychedelic.rock","electric.blues","bow.pop","melancholia","jazz.fusion","traditional.blues","modern.blues","southern.soul.blues","western.swing","australian.country","classic.rock","northern.soul","art.rock","easy.listening","symphonic.rock","doo.wop","zolo","pop.christmas","jump.blues","pub.rock","beach.music","merseybeat","eurobeat","traditional.country","australian.dance","british.invasion","piano.blues","rock.and.roll","soul","lounge","swing","deep.funk","hollywood","soul.jazz","swamp.blues","traditional.folk","girl.group","latin","latin.christmas","jazz.funk","soundtrack","southern.soul","jazz","bubblegum.pop","jangle.pop","a.cappella","post.disco","heavy.christmas","zouk","metal","power.pop","outlaw.country","soul.christmas","comic","british.folk","rock","blues.rock","pop.rock","country.rock","deep.disco","lilith","rockabilly","funk","cabaret","canadian.indie","country","cowboy.western","progressive.bluegrass","memphis.blues","country.christmas","hard.rock"
8.05501693810152,16.1428571428571,395.241699025907,589.483929691521,10.04,806.403739666817,10.04,118.831107425257,5.01098901098901,107.455331187615,17.1333333333333,4.01176470588235,31.124099883856,27.1138496871255,5.01098901098901,120.14268259296,26.0891265597148,15.050989010989,334.014709483212,5.01098901098901,5.03703703703704,1054.43947466732,69.4556877421474,15.0526315789474,6.01515151515152,691.423145516127,69.6380023938945,14.1666666666667,19.0758188542692,15.0714285714286,317.165841750733,14.1666666666667,5.01098901098901,12.0276731927711,127.262303382892,3.01010101010101,69.0911604302378,19.9108974358974,12.0276731927711,10.0204081632653,391.817780899758,10.04,388.155700920463,165.848063377862,26.1943398594378,74.7066404824349,82.2101911568773,2.01041666666667,991.354281249024,1000.8831098214,105.569649728209,563.900350262337,1674.31413035707,397.464621443561,921.026491450418,1129.62619144397,2.02020202020202,20.1054750402577,552.674321201034,68.6465687916185,15.0714285714286,721.711157995773,400.207709155679,277.702663451793,17.1333333333333,20.1054750402577,5.01204819277108,25.0978752129731,11.0909090909091,383.786465792036,27.1143897306397,1865.53838965058,15.0714285714286,453.94030070362,5.01098901098901,9.02702702702703,48.244351168231,1083.0746239992,11.0548611111111,595.516756841314,71.7199444569379,42.2765289501599,17.3611111111111,20.5741652983032,13.027658045977,12.0276731927711,19.0916210476049,16.0573415945756,129.9919525554,53.5288461538462,576.699332050033,16.0610837438424,133.901757863303,103.119225210597,120.14268259296,24.1666666666667,3.01204819277108,276.530509872726,23.081191031191,52.4031690140845,55.1507407823776,129.625853160913,23.1948356807512,295.757343254749,53.5288461538462,223.516098942967,3.01098901098901,244.504979449803,1192.31673805711,134.34319329973,13.034609929078,34.2182380551154,10.0181818181818,38.1754016354016,5.01204819277108,570.791023998032,22.0653164556962,2.01041666666667,2.01041666666667,84.9321913340396,14.0733695652174,577.828490829151,24.088669950739,501.754097209902,18.125,12.0909090909091,387.283637242389,107.766686768573,11.0344827586207,26.2409618573798,21.1370481927711,200.592987258347,698.966227444781,26.1946000622471,19.1375291375291,837.824464930761,301.19605003944,13.7777777777778,752.675584787619,69.3577335275978,28.7011494252874,175.540730123939,1112.15468694178,12.0909090909091,6.03061224489796,181.00170191611,183.522488850741,6.01515151515152,7.015625,396.49450694234,195.838913905042
