"jam.band","g.funk","indie.christmas","adult.standards","nu.metal","singer.songwriter","pop.punk","electronic","punk","groove.metal","gospel","new.wave.pop","ccm","contemporary.country","progressive.rock","christian.christmas","quiet.storm","british.blues","industrial.rock","alternative.hip.hop","hip.pop","indie.r.b","ska.punk","punk.christmas","juggalo","christian.music","folk.christmas","honky.tonk","salsa","punk.blues","detroit.hip.hop","glam.rock","indie.rock","country.road","melodic.hardcore","space.rock","crunk","piano.rock","funk.metal","permanent.wave","christian.rock","christmas","disco.house","tropical","dirty.south.rap","funk.rock","garage.rock","rap.metal","mellow.gold","grunge","opera","neo.mellow","southern.rock","folk.rock","classic.funk.rock","dance.pop","folk.pop","urban.contemporary","album.rock","folk","west.coast.rap","britpop","europop","pop","alternative.r.b","rap.rock","alternative.metal","boy.band","brill.building.pop","hip.hop","new.age","soft.rock","alternative.rock","teen.pop","country.dawn","electric.blues","roots.rock","psychedelic.rock","gangster.rap","hurban","classic.rock","celtic.christmas","operatic.pop","big.beat","edm","art.rock","new.jack.swing","symphonic.rock","worship","vocal.house","r.b","pop.christmas","christian.alternative.rock","merseybeat","australian.dance","british.invasion","soul","rock.and.roll","pop.rap","industrial.metal","italian.pop","east.coast.hip.hop","post.grunge","tribal.house","trap.music","celtic","neo.soul","australian.pop","madchester","traditional.folk","australian.alternative.rock","hardcore.hip.hop","candy.pop","house","latin","latin.christmas","latin.pop","progressive.house","emo","heavy.christmas","power.pop","metal","southern.hip.hop","soul.christmas","rock","blues.rock","pop.rock","country.rock","lilith","rap","rockabilly","grunge.pop","country","country.christmas","hard.rock"
26.1388888888889,9.07692307692308,10.1309523809524,64.6194094304389,546.951221793623,234.00551630734,82.1805606391345,20.292380952381,19.7944444444444,171.878049120063,27.3030303030303,149.119654535575,38.5339535263448,261.41264985731,23.3454545454545,65.8369838293751,21.4772401433692,17.3026315789474,16.2232558139535,86.0354278074867,326.61689044093,114.137764033352,31.6923076923077,69.880525030525,106.319770316829,38.5339535263448,126.050628711276,50.3762626262626,12.125,9.45,126.862484574249,27.4359979101358,34.0712765957447,20.0764411027569,10.2111111111111,23.3454545454545,220.690503760016,18.031746031746,427.182473943605,253.913115506196,38.5339535263448,61.4428335209682,10.1455555555556,48.6011904761905,272.990057276675,308.236333972465,34.0712765957447,383.971116114987,151.767994096747,183.58597895053,20.3529411764706,219.151658353444,30.8666666666667,65.8639412086673,30.7029411764706,823.639206507193,104.392767370453,429.865523991444,75.8540277526337,51.7461251167133,9.07692307692308,10.2111111111111,205.458543635314,710.636126866245,14.6387107474569,570.157104146564,535.650912196099,72.4359329696791,20.5737745098039,517.205463679065,36.3587662337662,95.6289057341294,447.548304103877,178.785859802298,75.2915750915751,9.35,103.258771868204,23.3454545454545,283.627491522223,95.9871553884712,59.2599060848279,36.3587662337662,60.384012284312,20.292380952381,10.1455555555556,23.3454545454545,113.059890284766,23.3454545454545,38.5339535263448,10.1455555555556,390.701238277158,991.116711795936,38.5339535263448,15.1975757575758,16.7435897435897,15.1975757575758,9.35,26.7023923444976,478.105340812369,67.2917484324462,20.3529411764706,79.8627772559376,535.726988487912,10.1455555555556,206.734836459836,36.3587662337662,273.195823649646,16.7435897435897,10.2111111111111,51.7461251167133,10.2111111111111,205.510824855556,67.1360119047619,10.1455555555556,95.9871553884712,12.125,95.9871553884712,10.1455555555556,28.0572649572649,35.8734487734488,10.1309523809524,10.5512987012987,301.350933242814,151.312958721705,452.491825532769,80.8813457562676,624.93445590505,64.7105169340463,111.830086464757,405.798057196658,26.7023923444976,15,261.41264985731,200.664913741229,23.8694805194805
