"big.band","soul.blues","adult.standards","bossa.nova","ragtime","singer.songwriter","new.wave.pop","freakbeat","rock.steady","progressive.rock","deep.adult.standards","nashville.sound","quiet.storm","british.blues","boogaloo","movie.tunes","jug.band","deep.southern.soul","folk.christmas","honky.tonk","piedmont.blues","salsa","new.orleans.jazz","spanish.invasion","contemporary.post.bop","spanish.new.wave","latin.jazz","glam.rock","welsh.rock","acoustic.blues","dixieland","blues","hi.nrg","surf.music","christmas","chicago.blues","jazz.christmas","harmonica.blues","country.blues","swamp.pop","boogie.woogie","stride","protopunk","ye.ye","motown","deep.motown","funk.rock","mambo","jazz.blues","chicago.soul","mellow.gold","folk.rock","classic.funk.rock","deep.northern.soul","dance.pop","folk.pop","urban.contemporary","cool.jazz","outsider","deep.classic.garage.rock","album.rock","folk","country.gospel","europop","louisiana.blues","texas.blues","boy.band","brill.building.pop","smooth.jazz","soft.rock","bebop","memphis.soul","vocal.jazz","world.christmas","disco","new.orleans.blues","roots.rock","psychedelic.rock","electric.blues","melancholia","jazz.fusion","southern.soul.blues","western.swing","traditional.blues","delta.blues","modern.blues","classic.rock","northern.soul","vintage.swoon","art.rock","easy.listening","symphonic.rock","doo.wop","r.b","pop.christmas","jump.blues","beach.music","merseybeat","traditional.country","chanson","british.invasion","piano.blues","rock.and.roll","soul","lounge","swing","deep.funk","neo.soul","soul.jazz","traditional.folk","swamp.blues","classic.french.pop","girl.group","jazz.funk","hard.bop","southern.soul","jazz","bubblegum.pop","exotica","post.disco","outlaw.country","deep.disco","classic.garage.rock","soul.christmas","comic","british.folk","rock","blues.rock","country.rock","rockabilly","funk","cabaret","country","cowboy.western","country.christmas","memphis.blues"
22.0921963673474,677.01019319584,844.818958881877,9.03846153846154,4.02469135802469,375.474613981704,23.996104732896,340.335388446103,2.01030927835052,9.07916959887403,132.858589958898,171.575999112814,566.759877227238,827.060758780988,8.03174603174603,20.627504553734,7.01923076923077,48.1901556195549,201.343335246438,20.0843257665277,21.1422413793103,8.03174603174603,4.02469135802469,17.010989010989,9.04088443888194,17.010989010989,9.04249871991807,163.432563251025,6.03571428571429,22.1522413793104,4.02469135802469,32.1769998334166,1.01030927835052,185.093957965955,694.084977194565,32.1769998334166,401.228248689418,21.1422413793103,31.1661302681992,11.0666666666667,1.01086956521739,3.01123595505618,417.043383707069,2.01020408163265,1072.18646833051,5.0125,309.685643369955,8.03174603174603,475.002032713309,920.611724825757,532.753437453536,595.899240205192,409.243700622478,1.01,23.996104732896,140.128876123876,6.01470588235294,22.0828947583116,6.02272143774069,4.02128623188406,113.756457808848,326.197822887197,126.211113997929,23.996104732896,23.1631109445277,31.1661302681992,52,1496.61734240544,19.1361976369495,364.321511451581,16.0670217424386,721.286185046484,210.56431948091,2.01020408163265,98.3986837814868,116.489977574786,262.333183483033,754.104145983621,31.1661302681992,68.5828971028971,9.04088443888194,11.0599870441937,70.2478131251137,32.1769998334166,23.1631109445277,18.0411302681992,330.024318969404,420.729022030348,13.0877926421405,1.01020408163265,281.497833469832,9.07916959887403,126.94115211813,6.01470588235294,105.540283173503,119.519161525186,304.352740117417,1607.69119776798,134.243269795031,2.01020408163265,2152.72075440735,76.4864201545358,769.535337811052,1132.83855329637,438.118711475438,59.7328537200073,44.6821124155628,6.01470588235294,66.3273200965171,326.197822887197,23.1631109445277,9.11111111111111,73.3644138350827,45.2310797134983,16.066795370056,864.868503828252,26.1075861163363,1806.45221357284,104.221502765878,1.01030927835052,34.1412089124884,2.02272727272727,572.545456246383,733.10422458561,13.3443223443223,38.7179487179487,184.866604845719,152.686962502806,44.2746339148663,327.934788007365,373.859112201283,83.3961498562936,16.7994505494505,126.211113997929,196.193554814079,32.1769998334166
