"big.band","soul.blues","adult.standards","singer.songwriter","punk","p.funk","new.wave.pop","swedish.pop","rock.steady","texas.country","contemporary.country","michigan.indie","christian.christmas","progressive.rock","nashville.sound","comedy","canterbury.scene","ragga.jungle","quiet.storm","british.blues","movie.tunes","deep.southern.soul","new.wave","punk.christmas","folk.christmas","honky.tonk","dance.rock","modern.country.rock","canadian.country","glam.rock","j.rap","country.road","blues","space.rock","piano.rock","funk.metal","canadian.metal","permanent.wave","deep.melodic.house","country.blues","chicago.blues","hi.nrg","christmas","jazz.christmas","progressive.metal","japanese.r.b","protopunk","motown","funk.rock","jazz.blues","chicago.soul","mellow.gold","southern.rock","folk.rock","classic.funk.rock","dance.pop","folk.pop","urban.contemporary","cool.jazz","album.rock","folk","country.gospel","europop","eurodance","louisiana.blues","texas.blues","german.metal","boy.band","brill.building.pop","smooth.jazz","contemporary.folk","soft.rock","new.romantic","bebop","memphis.soul","country.dawn","vocal.jazz","disco","new.orleans.blues","roots.rock","psychedelic.rock","electric.blues","bow.pop","jazz.fusion","traditional.blues","southern.soul.blues","western.swing","modern.blues","australian.country","deep.soft.rock","classic.rock","power.metal","northern.soul","art.rock","easy.listening","new.jack.swing","symphonic.rock","worship","doo.wop","pop.christmas","jump.blues","pub.rock","beach.music","merseybeat","traditional.country","australian.dance","british.invasion","rock.and.roll","underground.power.pop","soul","lounge","deep.pop.punk","deep.funk","j.pop","neo.soul","hollywood","synthpop","soul.jazz","swamp.blues","traditional.folk","jazz.funk","soundtrack","southern.soul","jazz.orchestra","jazz","bubblegum.pop","jangle.pop","post.disco","heavy.christmas","metal","power.pop","outlaw.country","comic","soul.christmas","british.folk","rock","blues.rock","pop.rock","country.rock","deep.disco","glam.metal","rockabilly","cowpunk","funk","cabaret","canadian.indie","country","cowboy.western","country.christmas","hard.rock"
13.0357142857143,217.21368941229,456.523624084433,891.822579279843,13.0246913580247,32.1233093872954,147.349505885843,48.7970779220779,4.02127659574468,22.1184615384615,69.1433633223107,17.0604274134119,5.03448275862069,281.9675273207,242.911287498503,3.02777777777778,52.0689068100359,34.5709401709402,883.661593732936,255.131476419387,8.05882352941176,4.02150537634409,7.01587301587302,13.0246913580247,426.101314305035,16.0489755122439,20.0420057156863,9.05405405405405,4.01538461538462,653.916642534822,3.02061855670103,9.05405405405405,8.01075268817204,52.0689068100359,38.3089598058114,6.01724137931035,8.02452153110048,24.0538899940008,20.0979166666667,8.01075268817204,8.01075268817204,483.937924345364,297.617668818765,70.9048774121726,3.02325581395349,3.02061855670103,62.7694530710835,900.539053066627,845.003856025296,52.9728750923873,307.355542968405,1954.96082427968,610.160936383633,1029.51450129379,982.415113654112,2.01075268817204,447.271738651022,58.8371175166297,13.0357142857143,1062.85870451557,303.45875015605,192.272825960042,58.8748177897371,8.06698717948718,8.01075268817204,33.0815111979549,3.02325581395349,75.7253146231618,213.627410207835,22.0930914947047,3.01162790697674,2241.83768151283,20.0420057156863,13.0357142857143,261.162823815476,5.02298850574713,44.1005776001425,1193.43652790057,20.1794871794872,692.455643432776,114.776784868264,64.1552269558812,75.8369583315236,22.0930914947047,8.01075268817204,25.1011011011011,9.03448275862069,15.0351429320745,26.1438218390805,16.0724210795928,931.744855026773,3.02325581395349,17.0829432848408,207.18353600765,13.0425,49.1081387497595,214.343332586985,5.03448275862069,6.01538461538462,97.6722821410903,12.0243902439024,20.0394636015326,11.0392156862745,53.6231460532931,184.247184934401,26.1438218390805,88.792157318086,119.941223835587,35.831746031746,995.09015581103,75.2901177128076,10.0322580645161,25.1246541844367,3.02061855670103,11.0224719101124,8.05882352941176,13.0261326998133,21.082993575488,8.01075268817204,434.958743634794,45.1567914749925,25,341.826535287329,13.0357142857143,13.0357142857143,404.470482051215,12.0222222222222,533.326520548821,181.365148246327,60.7674603174603,12.0222222222222,31.1529442970822,3.02777777777778,590.91713252494,10.030303030303,1024.83201791478,485.415798676279,11.0333333333333,913.876581374714,37.074825471757,21.055980861244,107.910242543223,8.01724137931035,957.314833365432,9.015625,6.01333333333333,181.524285560991,22.0874370507054,313.572346358375,432.556150563225
