"jam.band","soul.blues","adult.standards","singer.songwriter","p.funk","new.wave.pop","rock.steady","texas.country","contemporary.country","michigan.indie","progressive.rock","classic.italian.pop","nashville.sound","comedy","quiet.storm","british.blues","deep.southern.soul","folk.christmas","honky.tonk","canadian.country","contemporary.post.bop","acoustic.blues","glam.rock","dark.black.metal","traditional.rock..n.roll","blues","space.rock","piano.rock","permanent.wave","surf.music","hi.nrg","christmas","chicago.blues","jazz.christmas","country.blues","boogie.woogie","protopunk","thrash.metal","motown","deep.motown","funk.rock","jazz.blues","chicago.soul","afrobeat","mellow.gold","acid.jazz","southern.rock","folk.rock","classic.funk.rock","dance.pop","folk.pop","urban.contemporary","cool.jazz","album.rock","folk","country.gospel","europop","pop","texas.blues","boy.band","brill.building.pop","smooth.jazz","soft.rock","bebop","memphis.soul","country.dawn","vocal.jazz","disco","new.orleans.blues","roots.rock","psychedelic.rock","electric.blues","bow.pop","jazz.fusion","delta.blues","southern.soul.blues","western.swing","traditional.blues","modern.blues","doom.metal","deep.soft.rock","classic.rock","northern.soul","vintage.swoon","art.rock","easy.listening","new.jack.swing","symphonic.rock","doo.wop","pop.christmas","jump.blues","zolo","pub.rock","beach.music","merseybeat","speed.metal","world","traditional.country","british.invasion","piano.blues","italian.pop","rock.and.roll","soul","lounge","swing","deep.funk","neo.soul","soul.jazz","swamp.blues","traditional.folk","jazz.funk","hard.bop","southern.soul","jazz","experimental.rock","bubblegum.pop","jangle.pop","exotica","post.disco","heavy.christmas","metal","power.pop","makossa","outlaw.country","soul.christmas","comic","british.folk","rock","blues.rock","pop.rock","country.rock","glam.metal","chaotic.hardcore","rockabilly","funk","cabaret","country","cowboy.western","country.christmas","hard.rock","memphis.blues"
22.260989010989,837.40016327884,384.05140048429,925.032652762229,62.1877064314102,154.456053495145,4.02127659574468,54.1365089139104,27.8584747538236,11.0279605263158,110.658260708118,4.01136363636364,456.423305434399,11.0666666666667,1358.38346300495,196.640232152916,7.02173913043478,577.572519938887,82.2248485948925,36.5057043650794,6.01136363636364,2.02197802197802,283.382416461793,59.8945134575569,18.0794491525424,22.0970815110378,24.1074004852777,102.339879848898,69.0666666666667,11.0245629897529,132.978384162293,304.085689595083,22.0970815110378,157.747946888059,16.0746096009254,31.2460317460317,114.613171242181,6.0126582278481,1560.38708694172,6.01923076923077,1189.71979132909,139.791106520276,1123.35684150708,9.05714285714286,1515.83736108176,6.01136363636364,317.18559082469,1170.96458187859,1345.86295091631,33.02,619.365284308671,99.8020037560479,6.01136363636364,823.719785798386,498.218654977931,363.788199842874,26,7.02,22.0970815110378,18.0833333333333,247.563587070561,3.01075268817204,1534.17854621096,6.01136363636364,880.967234474728,17.0390303093792,49.0895058566375,691.508949157393,31.2460317460317,659.107595337265,143.803001095992,103.981616094102,16.0238095238095,24.0742081447964,2.02197802197802,28.0978830645161,165.410234329738,16.0746096009254,86.9441511081074,6.0126582278481,5.01162790697674,591.343262680857,115.393940806089,4.03658536585366,136.839057809567,52.1343898151656,28.256157045815,136.481902208873,24.0490196078431,272.768479452249,10.0245408009636,22.2,65.2839320719037,114.42347238843,105.564194863499,6.0126582278481,9.05714285714286,354.702438891392,178.159516527006,41.2705725469953,4.01136363636364,144.72510383234,1655.74210169203,74.1781769769178,10.015873015873,82.260040086091,9.02272727272727,34.5465065684381,2.02197802197802,681.855080743319,80.6756697749841,6.01136363636364,1149.79009245177,6.01136363636364,14.125,583.616455509589,37.1447739086384,5.01538461538462,141.679123500583,80.3222205769926,39.1579630281095,59.3447739086384,9.05714285714286,188.949391413442,909.144671540292,15.0781609195403,38.1528915664698,861.513519553097,358.545372262587,29.161000019209,749.870804784156,18.0380678587224,8.0188679245283,111.625142491816,1266.94738707959,11.0208333333333,187.122446386273,291.738648408055,302.658921297714,148.077176433009,47.3206413469571
