"folk","calypso","country.blues","classic.funk.rock","children.s.christmas","beach.music","christian.christmas","piano.rock","mellow.gold","brill.building.pop","latin.jazz","light.music","country.rock","vintage.swoon","world.christmas","electric.blues","deep.funk","rockabilly","british.invasion","roots.rock","funk","cowboy.western","northern.soul","movie.tunes","memphis.soul","nashville.sound","texas.blues","quiet.storm","acoustic.blues","pop.rock","singer.songwriter","folk.pop","modern.blues","contemporary.folk","blues.rock","dixieland","contemporary.post.bop","harmonica.blues","louisiana.blues","jazz.christmas","memphis.blues","show.tunes","folk.rock","polka","big.band","soda.pop","chicago.soul","deep.motown","jazz.fusion","girl.group","ragtime","lounge","swamp.blues","vocal.jazz","doo.wop","delta.blues","deep.adult.standards","southern.soul","chicago.blues","jazz","traditional.blues","piedmont.blues","jazz.blues","soul","comic","hard.bop","soul.christmas","honky.tonk","country.christmas","spoken.word","new.orleans.jazz","children.s.music","bubblegum.pop","boogie.woogie","new.wave.pop","swamp.pop","country","motown","stride","canadian.country","new.orleans.blues","gospel","funk.rock","swing","piano.blues","bebop","traditional.rock..n.roll","folk.christmas","traditional.country","brass.band","disco","jump.blues","jazz.funk","christmas","cool.jazz","blues","outlaw.country","country.gospel","cowpunk","adult.standards","western.swing","soul.blues","merseybeat","easy.listening","traditional.folk","classic.rock","exotica","soul.jazz","british.blues","pop.christmas","soft.rock","rock.and.roll","surf.music","cabaret"
33.1719357840631,10.0153846153846,19.0511590559978,126.436839072369,8.025,236.855666899509,1.01010101010101,3.02105263157895,90.1176572530564,2286.96326124222,16.1333333333333,23.2941176470588,41.1604398010289,40.1577100177489,9.01351351351351,29.0719923893311,30.088746014651,1263.06060942432,528.186343211407,54.9799766899767,126.436839072369,236.358527629765,217.069518710755,11.047619047619,411.357071389127,439.240828130407,29.0719923893311,268.716463285043,29.0719923893311,9.09090909090909,54.9799766899767,9.09090909090909,19.0511590559978,9.03282828282828,20.0375,20.5113636363636,64.2036389147595,9.0344923893311,16.0501173893311,680.628968689421,73.2303148542402,2.01123595505618,68.3096163471428,23.0488945578231,57.2630420679127,53.2535506548785,620.436337439944,25.0883914767762,46.2211537700403,96.4286926755967,6.01449275362319,604.16968473235,16.0501173893311,437.249415789872,490.084386887702,36.0876173893311,544.097316694605,543.479290924256,36.0876173893311,57.2630420679127,36.0876173893311,9.0344923893311,627.476993014625,711.406042416875,33.0178814649403,64.2036389147595,607.581693535413,41.2429332038774,297.147682300731,2.01052631578947,12.0259870064968,8.025,384.704122987363,44.1583224649091,9.09090909090909,51.054785376997,32.0349910746171,600.090553287348,17.0554018113858,8.01470588235294,198.978761411319,1.01010101010101,103.361350022412,71.2455877286382,170.109826939902,57.2630420679127,6.01315789473684,166.851188570097,263.714505483424,7.0245937637242,37.138429907255,186.3274572997,33.1243069231935,1169.03073999282,57.2630420679127,36.0876173893311,87.520799428791,265.480939058023,11.0291461412151,1248.11591847186,170.227784946573,585.140188817484,513.926786747177,429.526853288868,86.3679032004961,20.0375,84.4331326309864,61.2721341621972,20.0375,24.1693483709273,75.857458039037,1674.06219371095,118.419571180543,140.006058881013
