"chamber.pop","lo.fi","adult.standards","indie.christmas","g.funk","nu.metal","singer.songwriter","pop.punk","groove.metal","gospel","new.wave.pop","ccm","indietronica","texas.country","contemporary.country","regional.mexican","children.s.christmas","christian.christmas","electropowerpop","comedy","quiet.storm","alternative.hip.hop","hip.pop","indie.r.b","punk.christmas","juggalo","christian.music","folk.christmas","honky.tonk","modern.country.rock","children.s.music","glam.rock","indie.rock","country.road","crunk","piano.rock","canadian.metal","funk.metal","permanent.wave","vegas.indie","christian.rock","christmas","talent.show","jazz.christmas","grupera","indie.folk","thrash.metal","tropical","dirty.south.rap","garage.rock","anti.folk","funk.rock","norteno","rap.metal","mellow.gold","acoustic.pop","grunge","mariachi","opera","neo.mellow","southern.rock","folk.rock","dance.pop","folk.pop","urban.contemporary","album.rock","folk","west.coast.rap","latin.hip.hop","europop","pop","alternative.r.b","rap.rock","alternative.metal","boy.band","brill.building.pop","hip.hop","new.age","ranchera","smooth.jazz","soft.rock","alternative.rock","teen.pop","idol","metalcore","country.dawn","vocal.jazz","roots.rock","gangster.rap","slow.core","melancholia","hurban","australian.country","classic.rock","operatic.pop","easy.listening","new.jack.swing","worship","r.b","pop.christmas","christian.alternative.rock","speed.metal","electro.latino","pop.rap","industrial.metal","italian.pop","east.coast.hip.hop","lounge","post.grunge","trap.music","swing","neo.soul","synthpop","neo.psychedelic","traditional.folk","candy.pop","hardcore.hip.hop","latin","latin.pop","jangle.pop","emo","heavy.christmas","metal","power.pop","southern.hip.hop","bassline","reggaeton","soul.christmas","comic","rock","blues.rock","pop.rock","country.rock","lilith","glam.metal","indie.pop","rap","sleaze.rock","grunge.pop","memphis.hip.hop","country","country.christmas","hard.rock"
23.3419913419913,22.4090909090909,150.322192951527,59.4012570762571,14,309.953437465957,344.622382679203,31.9573934837093,133.138061128982,27.2555555555555,53.4698737793215,35.429425830023,13.3181818181818,10.5512987012987,421.778849726362,10.6667311411992,8.08651162790698,62.6849813855785,8.57142857142857,16.1938461538462,17.3026315789474,113.64404040404,214.469534054317,170.487292745381,22.7252747252748,20.3566666666667,35.429425830023,260.696603719601,42.1547619047619,36.2492424242424,8.08651162790698,23.6760461760461,66.695083133241,161.973862248862,186.136441793501,26.1388888888889,23.1943760109494,230.953034305923,183.772603505885,24.0333333333333,49.9000607506579,74.5252186839649,35.6607538802661,22.7197292659754,10.6667311411992,23.3419913419913,36.4761904761905,21.2706339712919,208.183656907154,8.12949039264829,9.09090909090909,112.234652847153,10.6667311411992,256.499793720454,154.432470358709,61.6758959994254,49.1638074301178,10.6667311411992,28.1856092436974,326.51243877776,61.0219696969697,111.953094777563,924.703670355532,209.092699290697,621.745903422917,185.886727293761,40.9530947775629,14,13.1515151515152,121.270256222746,960.469082135302,27.7777777777778,320.006069044904,309.953437465957,102.818575819892,14.1818181818182,292.517870364929,22.3737373737374,10.6667311411992,8.08101851851852,128.121864298103,335.606857435447,360.35061227665,10.3111111111111,22.975,135.092782138979,14.6387107474569,134.726327100795,152.04516085222,10.0238095238095,21.5175438596491,21.2706339712919,21.875,129.778293330064,126.356320884997,14.6387107474569,68.346465005869,35.429425830023,595.825268502282,1433.05619203902,69.3842712769737,36.4761904761905,13.1515151515152,404.71372313722,67.2438502673797,18.9958333333333,15,37.9696631284093,358.84066423752,199.655085478583,14.6387107474569,291.01661136278,20.3529411764706,8.12949039264829,40.9530947775629,9.1516265597148,23.5285714285714,21.2706339712919,8.11911881977671,12.5833333333333,13.3333333333333,92.2904172581804,36.4761904761905,14.1538461538462,248.384430207927,14.1666666666667,13.1515151515152,268.611070466915,16.1938461538462,505.592548487755,54.8244184467769,535.541878135702,97.3106060606061,75.7365020600315,23.6760461760461,38.7746836496836,139.571212121212,23.6760461760461,8.52857142857143,10.2111111111111,374.128056075569,329.216735388794,156.347178552442
