"big.band","soul.blues","adult.standards","deep.soul.house","south.african.jazz","singer.songwriter","p.funk","new.wave.pop","freakbeat","rock.steady","progressive.rock","deep.adult.standards","nashville.sound","comedy","quiet.storm","british.blues","boogaloo","deep.southern.soul","reggae","classic.psychedelic.rock","bluegrass","folk.christmas","honky.tonk","salsa","contemporary.post.bop","electronicore","latin.jazz","glam.rock","acoustic.blues","blues","space.rock","piano.rock","country.blues","surf.music","hi.nrg","christmas","chicago.blues","jazz.christmas","stride","protopunk","ye.ye","motown","deep.motown","funk.rock","mambo","jazz.blues","chicago.soul","mellow.gold","folk.rock","classic.funk.rock","deep.northern.soul","dance.pop","folk.pop","urban.contemporary","cool.jazz","deep.classic.garage.rock","album.rock","folk","country.gospel","europop","louisiana.blues","texas.blues","boy.band","soda.pop","brill.building.pop","smooth.jazz","soft.rock","bebop","memphis.soul","vocal.jazz","disco","new.orleans.blues","roots.rock","psychedelic.rock","electric.blues","world.christmas","melancholia","jazz.fusion","southern.soul.blues","modern.blues","western.swing","instrumental.post.rock","traditional.blues","delta.blues","ska.revival","classic.rock","northern.soul","calypso","art.rock","easy.listening","symphonic.rock","doo.wop","r.b","dub","pop.christmas","jump.blues","beach.music","merseybeat","world","traditional.country","chanson","british.invasion","piano.blues","rock.and.roll","underground.power.pop","soul","lounge","swing","deep.funk","neo.soul","soul.jazz","swamp.blues","traditional.folk","jazz.funk","hard.bop","southern.soul","post.post.hardcore","jazz","bubblegum.pop","exotica","post.disco","outlaw.country","classic.garage.rock","soul.christmas","comic","british.folk","rock","blues.rock","country.rock","lilith","rockabilly","funk","cabaret","roots.reggae","country","cowboy.western","country.christmas","progressive.bluegrass","memphis.blues"
16.2092154420922,810.617332603632,866.313606619263,4.02816901408451,11.0833333333333,272.12101369744,29.1447580645161,16.6708492453173,417.968059445229,4.01234567901235,24.2733833959115,86.3272509603372,148.160830970004,20.0054417413572,706.728847154784,863.504944079772,5.03225806451613,90.4647542022954,4.01234567901235,3.02150537634409,7.06666666666667,120.947095781949,19.0429208472687,5.03225806451613,33.3101385916743,5.01282051282051,6.04301075268817,124.290288953345,10.0333416583417,15.065034920753,23.2627450980392,34.3774509803922,5.0432546177227,14.2414920740494,44.0495421245421,738.16951751358,15.065034920753,285.458029159836,2.01123595505618,468.935821075292,3.03098901098901,1359.06804129486,10.0327868852459,366.871668073241,5.03225806451613,456.788566193503,1102.95521758679,530.947803690291,691.693201449324,600.138773006449,37.2995201327009,16.6708492453173,110.7735625138,2.01123595505618,30.2993859035022,10.0217391304348,151.001868529324,267.248929687886,88.3591381970157,16.6708492453173,3.02197802197802,12.0546182540863,78.6665501165501,7.04477611940298,1222.24582260917,20.0946734885967,372.364003393304,34.3208912798463,860.467520281932,130.001286106579,195.584316690021,117.841327162388,211.497397287254,910.551628044196,12.0546182540863,14.1143223443223,17.2119565217391,27.277397260274,3.01098901098901,5.0432546177227,54.1838553351269,5.02702702702703,15.065034920753,13.0437583250083,4.01234567901235,401.872174164828,395.277754338097,2.01041666666667,24.2733833959115,202.123084935752,24.2733833959115,132.075860415243,2.01123595505618,4.01234567901235,54.1380568857367,61.4877630984106,227.762241108874,1295.3687951532,11.0833333333333,88.3591381970157,3.03098901098901,1947.85663030424,33.3929018005804,561.34473054402,22,1332.53275681967,403.344171182645,21.1502974672786,106.189120339121,2.01123595505618,73.4732350674926,3.02197802197802,285.319649290864,57.4215701926972,33.3101385916743,1087.06489284139,5.01282051282051,30.2993859035022,1689.90910088367,32.1786902974403,78.1593745865417,24.1212299255778,547.745686869784,930.266926994215,20.0054417413572,23.374037861452,193.437836384997,227.54939867224,116.719172692099,12.1428571428571,191.587887832018,534.086314393683,72.468078228075,4.01234567901235,25.1373862696444,96.3496384484807,105.662167108574,7.06666666666667,15.065034920753
