"chamber.pop","big.band","jam.band","dutch.pop","indie.christmas","soul.blues","adult.standards","singer.songwriter","p.funk","new.wave.pop","deathgrind","swedish.pop","contemporary.country","progressive.rock","nashville.sound","comedy","canterbury.scene","quiet.storm","british.blues","reggae","new.wave","folk.christmas","honky.tonk","dance.rock","dansband","gamecore","canadian.country","dancehall","latin.jazz","glam.rock","j.rap","traditional.rock..n.roll","grindcore","space.rock","uk.post.punk","piano.rock","funk.metal","canadian.metal","permanent.wave","surf.music","hi.nrg","christmas","jazz.christmas","japanese.r.b","protopunk","motown","funk.rock","jazz.blues","chicago.soul","mellow.gold","southern.rock","folk.rock","classic.funk.rock","dance.pop","folk.pop","urban.contemporary","cool.jazz","album.rock","folk","britpop","country.gospel","europop","pop","texas.blues","boy.band","sludge.metal","brill.building.pop","smooth.jazz","soft.rock","alternative.rock","new.romantic","bebop","memphis.soul","country.dawn","psychedelic.rock","disco","roots.rock","electric.blues","bow.pop","melancholia","jazz.fusion","modern.blues","post.disco.soul","australian.country","classic.rock","lovers.rock","deep.soft.rock","experimental","northern.soul","art.rock","easy.listening","new.jack.swing","symphonic.rock","french.rock","doo.wop","dub","pop.christmas","zolo","pub.rock","beach.music","merseybeat","traditional.country","australian.dance","british.invasion","underground.power.pop","mod.revival","rock.and.roll","soul","lounge","deep.funk","neo.soul","hollywood","j.pop","synthpop","australian.pop","madchester","soul.jazz","traditional.folk","post.punk","candy.pop","jazz.funk","melodic.hard.rock","southern.soul","jazz.orchestra","jazz","experimental.rock","bubblegum.pop","jangle.pop","exotica","show.tunes","post.disco","heavy.christmas","metal","power.pop","outlaw.country","lithumania","comic","soul.christmas","british.folk","rock","blues.rock","country.rock","deep.disco","lilith","glam.metal","rockabilly","cowpunk","funk","roots.reggae","country","reggae.fusion","cowboy.western","country.christmas","hard.rock"
4.01176470588235,4.01219512195122,9.03448275862069,18.0756613756614,4.01176470588235,26.0782238990741,270.854254802931,618.319555006134,6.04844593608639,462.721361633356,9.04081632653061,22.0932565789474,112.550686813187,243.028002754749,234.352259813328,4.01098901098901,24.0913154533844,713.417889731747,131.391572603259,8.04255319148936,130.652820360924,401.728155414371,15.0655677655678,164.030510551114,6.01612903225806,4.01388888888889,45.4133333333333,8.04255319148936,18.0384615384615,778.962473506321,13.0477272727273,11.0606060606061,9.04081632653061,24.0913154533844,9.04545454545454,137.279402887358,4.02597402597403,21.0495716034272,161.937264300555,18.0704545454545,912.743549524698,109.753863907109,35.1233062330623,13.0477272727273,143.820336033579,582.520021970712,523.501645609038,12.0390699447303,109.573405295886,1859.84618255512,480.591797525883,754.388351539609,704.871909017237,60.7357932203839,276.556376014465,85.7592475677151,22.0506566604127,1386.57270945102,156.847602768627,7.01666666666667,158.342554597909,54.9595612631761,27.8694885361552,7.03571428571429,37.749025974026,9.04081632653061,101.497421315582,68.9833333333333,2101.32604179952,22.0634615384615,88.5133453089486,22.0506566604127,24.067112787963,27.1242218798151,12.0357357357357,1464.49918269523,449.21427472598,50.3651465392845,69.9026605200519,9.04545454545454,30.1944444444444,42.3424192665572,27.0337155337155,46.8082324179885,929.800223018507,8.04255319148936,58.2007771064322,8.02222222222222,35.09413981499,303.604786899007,39.8652777777778,30.1403664275138,225.871632098379,28.75,12.0390699447303,8.04255319148936,113.954161829137,40.1106837606837,181.467342108492,23.0660969717573,3.01123595505618,180.898110153465,55.8264142361703,36.1368579784513,5.01333333333333,5.02985074626866,6.01538461538462,673.919582879715,38.6111111111111,14.0812954395242,5.01492537313433,10.0288461538461,13.0477272727273,14.0381578947368,17.0710027100271,7.01666666666667,33.1495726495726,261.425114787555,22.0634615384615,53.4537037037037,94.0087009212576,28.0591005967605,90.2326202071468,4.01219512195122,22.0506566604127,30.0856837606837,145.904412476666,86.9780904563513,8.01111111111111,3.01098901098901,630.071468301763,134.00096806813,35.1968082889136,133.9757499898,37.6211233211234,15.1111111111111,15.0660910518053,691.790698584813,28.207793285657,1298.02478725248,388.750785399665,669.013883196492,110.390477377354,28.525,73.3461531195332,21.2653846153846,21.2653846153846,765.941076620657,8.04255319148936,268.490767407429,8.04255319148936,11.0512820512821,276.060538286956,477.92067376494
