"canadian.pop","chamber.pop","lo.fi","adult.standards","g.funk","nu.metal","singer.songwriter","pop.punk","electronic","groove.metal","gospel","new.wave.pop","ccm","indietronica","texas.country","contemporary.country","irish.folk","christian.christmas","children.s.christmas","quiet.storm","british.blues","alternative.hip.hop","hip.pop","indie.r.b","honky.tonk","juggalo","christian.music","folk.christmas","modern.country.rock","children.s.music","punk.blues","detroit.hip.hop","glam.rock","indie.rock","country.road","crunk","piano.rock","canadian.metal","funk.metal","permanent.wave","christian.rock","christmas","talent.show","progressive.metal","indie.folk","tropical","dirty.south.rap","funk.rock","garage.rock","rap.metal","indian.pop","mellow.gold","acoustic.pop","grunge","opera","melodic.metalcore","stomp.and.holler","neo.mellow","southern.rock","folk.rock","classic.funk.rock","dance.pop","christian.hip.hop","folk.pop","urban.contemporary","jerk","album.rock","folk","west.coast.rap","europop","pop","alternative.r.b","rap.rock","alternative.metal","boy.band","hip.hop","new.age","smooth.jazz","soft.rock","alternative.rock","teen.pop","idol","metalcore","country.dawn","roots.rock","psychedelic.rock","gangster.rap","hurban","modern.blues","australian.country","celtic.christmas","classic.rock","neo.classical.metal","operatic.pop","new.jack.swing","worship","r.b","pop.christmas","christian.alternative.rock","desi","stoner.rock","pop.rap","industrial.metal","soul","italian.pop","lounge","post.grunge","celtic","trap.music","neo.soul","synthpop","underground.hip.hop","traditional.folk","candy.pop","latin","pop.emo","latin.pop","a.cappella","heavy.christmas","metal","southern.hip.hop","outlaw.country","soul.christmas","rock","blues.rock","pop.rock","country.rock","lilith","indie.pop","rap","new.americana","country","country.christmas","hard.rock"
14.31279178338,39.6505952380952,20.6547619047619,63.2067104750552,13.1515151515152,228.959213413828,219.361744676892,31.4472025216706,17.9166666666667,81.5685064935065,16.7435897435897,13.625,65.2744234488915,51.0168299092212,20.5965472983175,500.652447388796,9.09090909090909,82.0180131924812,14.1538461538462,88.9711795373086,10.1176470588235,157.9709804362,90.3848333529216,201.813894874702,9.1037037037037,9.45,85.8481979586954,121.859558081143,50.2570346320347,14.1538461538462,29.0166666666667,98.1707116412999,10.3111111111111,124.447808170091,256.841394051581,134.5110410831,28.3899224806202,11.1428571428571,128.013865382983,87.3870972502949,96.0593090698065,55.6400438083885,126.862484574249,13.3181818181818,53.4722222222222,9.36111111111111,156.3860410831,30.1746243952126,69.0407004830919,144.44504457613,9.58333333333333,103.00176046176,23.6437550932816,54.6231381037264,61.0219696969697,21.5690476190476,42.8700918964077,231.969081890667,37.0247985347986,47.3359096459097,14.117816091954,830.933386427421,15.8333333333333,100.871929696456,431.7291901172,25.9206349206349,112.340610792716,10.1309523809524,13.1515151515152,67.1189125202283,888.501244084805,13.0681818181818,228.959213413828,253.695721350336,22.7532467532468,327.529096305539,19.7909090909091,46.0308080808081,103.00176046176,181.158385124471,347.199123001088,46.1629426129426,62.6935064935065,180.09144415526,47.3359096459097,24.817816091954,71.9462863933453,23.8823877068558,19.6666666666667,13.6111111111111,9.09090909090909,105.593450718765,13.3181818181818,206.165106951872,57.9403714565005,65.2744234488915,441.75299964101,1284.1404969152,96.0593090698065,9.58333333333333,14.6055555555556,405.424498203263,60.4336229946524,12.1272401433692,61.0219696969697,44.9400438083885,239.417755982371,9.09090909090909,156.3860410831,236.937438409156,16.3620680044593,9.45,10.1309523809524,17.037037037037,23.8823877068558,17.037037037037,23.8823877068558,9.1516265597148,68.3001640172692,11.1,193.823840126162,10.4444444444444,113.695361256391,305.724254803349,141.538833114148,338.471407290835,50.5486080586081,37.2687550932816,70.0126632425545,218.172331555613,10.0526315789474,453.266482476515,324.042876112119,75.9967646388698
