"freakbeat","doo.wop","nashville.sound","jazz.christmas","easy.listening","roots.rock","mexican.traditional","chicago.soul","cabaret","soul","vintage.rockabilly","boogie.woogie","ragtime","geek.rock","classic.rock","deep.adult.standards","soul.blues","swamp.pop","jazz.blues","bow.pop","alternative.country","soul.christmas","cowpunk","kwaito","classic.garage.rock","traditional.country","country.rock","mallet","dixieland","barbershop","brill.building.pop","a.cappella","motown","deep.vocal.jazz","comic","adult.standards","british.dance.band","southern.soul","skiffle","south.african.jazz","deep.soft.rock","soundtrack","country.gospel","bebop","outlaw.country","new.orleans.jazz","light.music","soda.pop","big.band","western.swing","memphis.soul","jazz","swing","lounge","exotica","free.jazz","country.christmas","operatic.pop","rock.and.roll","traditional.rockabilly","opera","piano.blues","memphis.blues","new.orleans.blues","honky.tonk","canzone.napoletana","soul.jazz","blues.rock","traditional.folk","mellow.gold","beach.music","laboratorio","folk","rockabilly","stride","singer.songwriter","cowboy.western","calypso","folk.christmas","christmas","jump.blues","polka","vocal.jazz","cool.jazz"
20.0625,621.851860164554,107.457216231557,887.0408930486,1053.11268539669,19.072504708098,4.01219512195122,49.270107994842,742.048164025289,27.1848807221147,1.01075268817204,118.380908515867,30.1020266182698,2.0126582278481,5.03448275862069,1872.3121710902,49.3515473887814,86.1898516052978,369.898234664816,12.02,11.0555555555556,336.17670977909,11.0555555555556,9.02222222222222,20.0625,129.516039760968,11.0555555555556,4.01219512195122,26.0844827586207,16.1,658.688398362807,68.1296398046398,163.069499725661,16.0688888888889,2.0126582278481,2077.8068593907,8.01694915254237,71.4367746615087,18.8897058823529,9.02222222222222,24.0944521708209,15.0625,107.457216231557,13.0357142857143,18.0588235294118,59.2253918495298,15.0192307692308,47.2634848484849,71.2360025838247,107.457216231557,27.1848807221147,84.3387696402358,213.139817726684,1419.05587644584,141.638333389033,63.3720313211693,129.516039760968,8.0188679245283,1049.29166755477,10.015873015873,8.0188679245283,118.380908515867,86.1898516052978,168.441973706723,18.0588235294118,8.0188679245283,36.0172413793103,5.03448275862069,5.08333333333333,13.0514319111631,37.1685606060606,14.0204081632653,11.0555555555556,954.679542753202,38.1266233766234,19.072504708098,109.469264424328,5.08333333333333,13.1002824858757,2521.47745456056,136.528406284721,53.2248891223156,791.329153232578,58.2542868816151
