"doo.wop","nashville.sound","jazz.christmas","easy.listening","louisiana.blues","northern.soul","chicago.soul","cabaret","merseybeat","soul","progressive.psytrance","boogie.woogie","vintage.rockabilly","deep.adult.standards","classic.rock","soul.blues","geek.rock","swamp.pop","jazz.blues","soul.christmas","traditional.blues","modern.blues","traditional.country","country.rock","folk.rock","blues","brill.building.pop","a.cappella","deep.vocal.jazz","motown","comic","piedmont.blues","adult.standards","british.dance.band","southern.soul","girl.group","country.gospel","outlaw.country","new.orleans.jazz","traditional.irish.folk","light.music","soda.pop","big.band","country","rhythm.and.boogie","western.swing","british.invasion","swamp.blues","harmonica.blues","memphis.soul","quiet.storm","jazz","piano.rock","swing","lounge","exotica","country.christmas","texas.blues","delta.blues","chicago.blues","rock.and.roll","traditional.rockabilly","british.blues","acoustic.blues","country.blues","piano.blues","memphis.blues","new.orleans.blues","honky.tonk","soul.jazz","blues.rock","traditional.folk","mellow.gold","beach.music","neo.rockabilly","rockabilly","accordion","cowboy.western","christmas","calypso","folk.christmas","jump.blues","polka","vocal.jazz","cool.jazz","electric.blues","movie.tunes"
648.430291851267,353.317186739664,763.256428482559,964.128403060313,40.0698904293381,6.01639344262295,184.466521266178,431.353271674976,12.1428571428571,159.419621042612,2.01041666666667,192.793922478672,20.0997267759562,1671.7759348658,59.1935560053981,181.531895670889,16.07125,199.8448684201,583.665130885997,487.422694478498,41.0804167451276,41.0804167451276,341.31287031965,12.1428571428571,12.1428571428571,41.0804167451276,1235.04376826604,21.138698630137,1.01020408163265,144.398881764627,16.07125,19.0466346153846,1945.47152721844,3.01333333333333,229.596716970842,1.01315789473684,273.435494072708,84.1081765163139,64.7974481658692,15.0454545454545,14.0357142857143,17.0406772250292,72.8230891915102,1.01075268817204,16.0980392156862,225.706111422948,18.1700081243284,40.0698904293381,19.0466346153846,107.349197465908,16.0594090459874,22.0758157118876,32.7701149425287,159.335236790237,1356.28099275012,18.0494129158513,298.601813414894,41.0804167451276,40.0698904293381,41.0804167451276,1616.34667903189,50.1489412969489,1.01052631578947,40.0698904293381,20.0571609311741,247.893224672716,238.896929804831,353.275663242319,45.3861421588305,33.0819583401673,59.1935560053981,118.192453102453,70.3258868324657,58.1696635485139,5.01639344262295,1342.53384759169,8.02380952380952,361.344327751107,2325.5363945687,106.049595959596,123.204357864358,275.759574141055,14.0446428571429,643.974208211542,22.0758157118876,41.0804167451276,10.0833333333333
