"doo.wop","nashville.sound","western.swing","easy.listening","jazz.christmas","cabaret","boogie.woogie","ragtime","deep.adult.standards","tin.pan.alley","deep.pop.emo","swing","lounge","traditional.swing","jazz.blues","vintage.swing","country.christmas","traditional.country","children.s.christmas","dixieland","boy.band","adult.standards","british.dance.band","stride","cowboy.western","country.gospel","christmas","new.orleans.jazz","vocal.jazz","big.band","movie.tunes"
1,2,2,147,261,355.5,26,13,1,11,6,371,304.5,57,69,2,2,2,7,37.5,69,334.5,56,13,2,2,357.5,100.5,171.5,211.5,8
