"christian.alternative.rock","shoegaze","welsh.rock","mizrahi","disco","chicago.soul","alternative.rock","pop.rap","reggae.fusion","experimental.rock","thrash.metal","new.wave","deep.disco","lo.fi","vintage.swing","traditional.blues","nu.gaze","acoustic.blues","rap.metal","indietronica","traditional.folk","classic.funk.rock","east.coast.hip.hop","beach.music","sleaze.rock","rockabilly","bubblegum.pop","christmas","funk","soft.rock","post.punk","straight.edge","new.age","pop.christmas","pop.rock","nwobhm","trip.hop","neo.progressive","jazz.christmas","roots.rock","christian.metal","christian.christmas","ragtime","desert.blues","quiet.storm","twee.pop","turntablism","comedy.rock","jazz.blues","freestyle","texas.blues","chicago.blues","soul.christmas","lilith","brutal.deathcore","british.blues","p.funk","ethereal.wave","punk","blues","soul.jazz","post.disco.soul","dixieland","pub.rock","underground.hip.hop","boston.rock","piedmont.blues","new.romantic","scottish.rock","indie.rock","deep.progressive.house","alternative.roots.rock","vocal.house","country.gospel","brostep","progressive.trance.house","rap.rock","hip.pop","canterbury.scene","symphonic.rock","folk.prog","catstep","industrial.metal","ska","post.grunge","deep.funk","british.invasion","northern.soul","folk.pop","bubblegum.dance","neo.psychedelic","jazz","swing","piano.rock","french.rock","australian.dance","cowpunk","chicago.house","hard.rock","metal","deep.house","hi.nrg","jangle.pop","texas.country","hardcore.punk","dark.progressive.house","swedish.hard.rock","urban.contemporary","chillstep","hard.glam","steampunk","smooth.jazz","gangster.rap","anti.folk","roots.reggae","pop","singer.songwriter","rock.gaucho","old.school.hip.hop","britpop","album.rock","big.band","west.african.jazz","hardcore","indie.christmas","crossover.prog","spanish.indie.pop","deep.latin.alternative","chanson","eurodance","big.beat","power.metal","rock","memphis.soul","classic.rock","heavy.christmas","europop","dark.wave","bow.pop","c86","alternative.country","celtic.christmas","detroit.techno","progressive.rock","dancehall","alternative.pop","australian.country","traditional.country","folk.rock","boy.band","blues.rock","a.cappella","motown","industrial.rock","electro","power.pop","folk","glam.rock","outlaw.country","mexican.indie","ska.revival","new.orleans.jazz","israeli.rock","vocal.jazz","indonesian.pop","industrial","nashville.sound","contemporary.country","electro.industrial","country.road","r.b","melancholia","chill.out","neo.soul","ccm","filthstep","corrosion","german.metal","rap","christian.music","folk.punk","world","new.wave.pop","country.christmas","dutch.pop","rock.and.roll","memphis.blues","dream.pop","crossover.thrash","southern.soul","neo.mellow","techno","hip.hop","ebm","protopunk","australian.alternative.rock","synthpop","latin","perth.indie","psychedelic.rock","movie.tunes","surf.music","experimental","dance.pop","new.jack.swing","downtempo","celtic.rock","merseybeat","brazilian.pop.music","madchester","alternative.hip.hop","permanent.wave","funk.metal","hardcore.hip.hop","zolo","mande.pop","lounge","lovers.rock","australian.pop","delta.blues","nu.metal","latin.christmas","country.blues","balearic","indie.psych.pop","celtic","irish.rock","post.disco","mellow.gold","deep.new.wave","world.christmas","adult.standards","comic","progressive.metal","southern.rock","south.african.jazz","noise.rock","acid.jazz","alternative.metal","eurobeat","dub","drumfunk","funk.rock","space.rock","electric.blues","doo.wop","melodic.hard.rock","deep.melodic.hard.rock","drone.psych","noise.pop","latin.pop","easy.listening","soul","cabaret","speed.metal","neo.classical.metal","soul.blues","electronic","canadian.metal","punk.christmas","oi","dance.rock","chamber.pop","uk.post.punk","icelandic.pop","glam.metal","modern.blues","skate.punk","no.wave","latin.jazz","grunge","spytrack","country.rock","italian.disco","brill.building.pop","celtic.punk","candy.pop","groove.metal","indie.pop","laboratorio","reggae","gothic.rock","hip.house","jazz.fusion","swedish.pop","folk.christmas","jazz.funk","acid.house","art.rock","country"
2.01123595505618,18.1602938505685,3.02272727272727,8.06666666666667,205.638844959662,41.3529939812224,54.3838098571965,7.05405405405405,25.7134368555421,24.1510563313126,20.1925482766812,796.610097510945,2.01098901098901,5.05630134241635,4.02325581395349,8.03036053130929,3.03333333333333,8.03036053130929,6.03971030403329,1.01052631578947,32.2534854599036,211.613610745198,44.3911194968556,5.02318413294023,29.2254652030284,40.247648629508,54.6209903656219,79.4744781696712,251.115834581443,577.23980985735,90.7717849330413,2.0125,25.9153846153846,505.801233341499,42.6665133886494,38.998940276273,34.7019109195403,15.1162133026168,80.1383170921214,135.077793339526,3.01086956521739,5.02210552027357,5.0188679245283,9.03448275862069,322.289894116735,32.3119056847545,16.1692692415963,4.0125,20.7292513550136,260.865612751229,2.01075268817204,6.01960784313725,515.53308063976,72.8828361719575,3.01587301587302,119.514298238093,8.07640308863713,22.4481191222571,27.2450948158866,6.01960784313725,11.0520302867864,19.1384461048844,5.0188679245283,37.327170620029,18.1803803527074,1.01075268817204,2.01075268817204,938.783240408409,47.6013945466125,14.1345405009187,11.0454545454545,7.03555555555556,9.03520408163265,9.04918414918415,2.01063829787234,11.0454545454545,43.3887745895235,68.7018020134195,4.01234567901235,57.6090456187928,4.0125,2.01063829787234,10.0552474990677,2.01086956521739,3.0188679245283,17.1709845709845,108.551297687256,8.03730480046269,88.9508718862432,2.01666666666667,19.1492279549448,5.0188679245283,9.03704974271012,24.0179792232424,14.3333333333333,98.6374640065817,7.03555555555556,89.5843821583838,316.099043909485,94.5344543971425,10.0378205128205,738.069869957317,38.2290651039148,7.03555555555556,3.01149425287356,11.0454545454545,13.0526675786594,211.218327551278,2.01063829787234,10.0571937288362,3.0188679245283,60.4221104706014,39.3348343653821,7.03589743589744,52.9873118079847,116.581651681652,179.673922167553,2.01176470588235,185.605844211019,52.510636561365,542.938067978758,9.03704974271012,9.03448275862069,2.0125,30.3470427157384,4.02272727272727,2.02298850574713,5.0274328081557,14.3333333333333,20.1191234204392,40.7331570817705,10.0653518895453,541.004905358167,34.8085784079152,265.028520296141,159.657733263885,500.363587170487,51.7695503445435,1.01010101010101,81.7260545409334,7.03555555555556,23.8961538461538,6.01724137931035,93.8908453387291,52.9873118079847,4.04554865424431,2.01176470588235,9.04918414918415,190.096638422443,223.836037867092,101.095124303574,18.2490118577075,196.761059052671,17.1191594986502,50.261172117932,20.07245004995,30.2427327717316,289.272286680827,16.0847397047397,5.0274328081557,6.05632411067194,5.0188679245283,8.06666666666667,64.1608361314422,25.2780952380952,14.0770122049501,9.04918414918415,9.04918414918415,1.01,9.04918414918415,51.3589465582146,93.8657995834206,34.7019109195403,103.968046507014,2.01123595505618,2.01063829787234,38.634331046298,7.04898576581468,77.5966807390144,2.01123595505618,8.04626250972606,19.1117877231597,1646.27730534754,11.0609488550665,1.01041666666667,81.2231367316696,6.01960784313725,73.9408050578647,4.04887820512821,83.2893455335099,20.555736337088,6.01724137931035,129.196156814122,1.01,109.31867859177,59.4994172615231,584.574081095665,4.01234567901235,1.01369863013699,77.0312005722393,2.01176470588235,9.04,29.2009948118196,368.844574572729,131.87857907034,34.7019109195403,62.5737317079901,46.5655946091524,2.01176470588235,261.263408227723,16.1692692415963,213.086272377694,22.1951282546894,57.4838284849134,47.127411646355,9.03448275862069,46.9282177163576,52.9873118079847,120.786430483862,6.01960784313725,6.03971030403329,4.01234567901235,8.03036053130929,4.02211632453568,2.03030303030303,23.8961538461538,22.2511817459726,131.79953098874,513.614447973814,21.0918444860386,30.7610643712109,88.4723337314867,4.0125,13.107018556212,53.5426654037041,2.01123595505618,3.01176470588235,3.01098901098901,7.06796776086218,8.08695652173913,36.3253235038911,2.01162790697674,165.207755327711,16.1289947089947,23.1799759530234,1.01098901098901,35.0064171939172,4.02202056866303,5.0126582278481,8.08963467574968,4.01234567901235,4.01818181818182,227.120936276104,5.0188679245283,59.1902098899535,5.01162790697674,57.1400040047962,59.619953618567,3.02325581395349,2.02083559413999,1.01052631578947,784.93592862397,7.05804865424431,150.195833676969,10.052849601379,94.7796236422048,3.02085369827305,3.01149425287356,14.0982563037503,3.01219512195122,1.01063829787234,2.01282051282051,38.2627015596821,54.9756753210558,55.6808525253543,19.1451096422274,93.1236217449283,14.1512908156468,1.01052631578947,2.01923076923077,62.0387603594332,75.9544057864814,165.180825217189,25.2886106997257,3.01298701298701,103.912592332561,11.0520302867864,124.255658564333,262.291421696963,9.04918414918415
