"folk","new.romantic","classic.funk.rock","punk.blues","beach.music","piano.rock","christian.christmas","mellow.gold","contemporary.classical","brill.building.pop","italian.pop","light.music","country.rock","vintage.swoon","electric.blues","deep.funk","rockabilly","rhythm.and.boogie","uk.post.punk","british.invasion","funk","cowboy.western","northern.soul","garage.rock","memphis.soul","nashville.sound","texas.blues","neo.rockabilly","quiet.storm","acoustic.blues","dance.rock","deep.soft.rock","blues.rock","jazz.christmas","memphis.blues","show.tunes","folk.rock","big.band","soda.pop","chicago.soul","deep.motown","gbvfi","australian.pop","classic.italian.pop","lounge","vocal.jazz","doo.wop","delta.blues","deep.adult.standards","southern.soul","a.cappella","chicago.blues","jazz","traditional.blues","jazz.blues","soul","comic","psychobilly","croatian.pop","soul.christmas","honky.tonk","country.christmas","new.orleans.jazz","bubblegum.pop","boogie.woogie","swamp.pop","country","australian.alternative.rock","motown","dutch.pop","indie.fuzzpop","new.orleans.blues","post.punk","miami.bass","funk.rock","swing","piano.blues","traditional.rock..n.roll","deep.classic.garage.rock","folk.christmas","disco","traditional.country","jump.blues","lds","christmas","classic.garage.rock","new.wave","cool.jazz","blues","outlaw.country","country.gospel","cowpunk","adult.standards","western.swing","reggae","soul.blues","merseybeat","easy.listening","traditional.folk","classic.rock","deep.northern.soul","exotica","british.blues","traditional.rockabilly","vintage.gospel","soft.rock","roots.reggae","protopunk","rock.and.roll","surf.music","cabaret"
44.2244897959184,10.0144927536232,24.05286261725,13.0434782608696,290.150807364012,1.01075268817204,16.0769230769231,30.1186936936937,2.01075268817204,1931.46074007233,1.01030927835052,27.4802315608919,8.03814994844602,13.0312789620018,17.0661290322581,13.0208333333333,1577.41590586685,5.0239898989899,10.0144927536232,155.646147024335,24.05286261725,257.635194080034,33.0890067161542,13.0434782608696,221.698743055705,259.659058314194,17.0661290322581,4.02178030303031,207.606883977071,17.0661290322581,10.0144927536232,11.0282051282051,47.1848227259518,632.509791045031,236.707933060348,1.01020408163265,44.2244897959184,5.01428571428571,47.1059922920218,530.509667431797,56.7870218228499,12.0625,2.01111111111111,8.02697594501719,819.524930663426,401.330040788682,1030.30301396463,17.0661290322581,1369.95895253024,481.359330031695,14.0482729920932,17.0661290322581,31.424121383003,17.0661290322581,777.602742775873,369.520726582548,16.0857142857143,13.0512820512821,17.0769230769231,558.163656341931,135.951100689955,226.387364144556,17.2,90.8214374579737,128.081223182189,319.351240019166,52.7753968012101,2.01111111111111,335.171447508359,8.02380952380952,16.0952380952381,362.748563885728,10.0144927536232,9.01960784313725,22.042109929078,62.0019450816089,157.950082831311,8.02380952380952,12.0416666666667,44.2244897959184,2.01075268817204,310.796567009303,359.794491399589,16.0769230769231,1488.59630816192,11.0212765957447,10.0144927536232,31.424121383003,17.0661290322581,157.623425062099,253.645724980861,13.0434782608696,1461.73728198958,173.08288767678,18.0424836601307,338.458180065359,98.8398413488378,505.72372274869,44.2244897959184,47.1848227259518,5.025,76.9213370047133,17.0661290322581,46.0276583069971,9.015625,54.8190476190476,18.0424836601307,13.0434782608696,2179.55591488398,144.42584812679,171.427774972197
