"dream.pop","australian.alternative.rock","jungle","glam.metal","power.metal","hip.pop","post.punk","surf.music","garage.rock","rap","britpop","modern.blues","grunge","power.electronics","nashville.sound","underground.hip.hop","latin","kraut.rock","metal","dance.rock","freestyle","swedish.pop","rap.metal","west.coast.rap","piano.rock","nu.jazz","classic.funk.rock","deep.funk","uk.post.punk","german.metal","alternative.hip.hop","bubblegum.pop","g.funk","hip.house","lovers.rock","death.metal","techno","opera","teen.pop","groove.metal","c86","melodic.hard.rock","zolo","ragga.jungle","urban.contemporary","album.rock","lounge","punk","gangster.rap","funk.rock","comic","r.b","mod.revival","progressive.rock","trance.hop","roots.rock","hardcore.hip.hop","dance.pop","neo.mellow","folk.pop","rockabilly","speed.metal","electroclash","latin.christmas","british.blues","german.techno","folk.punk","northern.soul","post.disco","new.wave","irish.rock","british.invasion","new.wave.pop","italian.disco","jazz.christmas","neo.soul","children.s.music","singer.songwriter","soft.rock","disco","gospel","tribal.house","australian.dance","corrosion","ethereal.wave","progressive.metal","sinhala","funk","bubblegum.dance","ebm","latin.pop","nu.gaze","hardcore.techno","no.wave","christian.alternative.rock","chamber.pop","chill.out","nu.skool.breaks","adult.standards","heavy.christmas","vocal.jazz","nwobhm","soul.christmas","motown","industrial","pop.rock","art.rock","east.coast.hip.hop","electronic","celtic.rock","new.age","boy.band","country.gospel","post.grunge","noise.pop","folk","southern.soul","quiet.storm","new.beat","brill.building.pop","celtic","dark.wave","twee.pop","pop.christmas","electro.industrial","permanent.wave","christian.music","vocal.house","classic.rock","acid.house","blues.rock","neo.psychedelic","dub","gothic.rock","electric.blues","kwaito","pop","europop","rock.and.roll","new.romantic","traditional.folk","downtempo","lo.fi","lilith","melancholia","canadian.hip.hop","indie.christmas","hard.rock","reggae","gabba","trip.hop","power.pop","dancehall","rap.rock","industrial.metal","alternative.rock","alternative.pop","jangle.pop","electro","indie.shoegaze","ninja","drum.and.bass","jazz.funk","hi.nrg","fourth.world","psychedelic.rock","traditional.country","irish.folk","indietronica","big.beat","ambient","indie.rock","acid.jazz","breakbeat","jump.up","celtic.punk","juggalo","talent.show","detroit.techno","hip.hop","reggae.fusion","complextro","sleaze.rock","chicago.house","celtic.christmas","crossover.thrash","alternative.dance","symphonic.rock","rock","k.pop","bouncy.house","australian.pop","intelligent.dance.music","welsh.rock","folk.rock","synthpop","christian.christmas","disco.house","happy.hardcore","mellow.gold","soul","soul.blues","show.tunes","madchester","roots.reggae","slow.core","deep.euro.house","texas.blues","nu.metal","glam.rock","turntablism","cowpunk","world.christmas","eurodance","folk.christmas","candy.pop","christmas","old.school.hip.hop","scottish.rock","funk.metal","ccm","speed.garage","alternative.metal","operatic.pop","boston.rock","shoegaze","neo.progressive","deep.motown","beach.music","anti.folk","pop.rap","southern.rock","electro.swing","experimental.rock","space.rock","house","experimental","bow.pop","noise.rock","world.chill","new.jack.swing","country.rock","deep.house","hard.glam","jam.band","industrial.rock","protopunk","jazz.fusion","alternative.country","thrash.metal","canadian.metal","pub.rock"
73.7455850229594,32.1153222641713,7.05972478707864,101.378478782339,2.01785714285714,48.1843892425983,40.3811606900408,2.01639344262295,3.04166666666667,80.3655242132104,294.841576933673,17.1560446055127,34.3635757423729,5.05882352941176,11.1428571428571,27.7102642867027,23.1574242424242,6.07325581395349,103.927701874516,350.929274047709,128.995224345212,38.7126088952859,18.1285617367707,6.05512820512821,24.7761292016806,6.04499494438827,80.6549292545159,3.02782608695652,40.3811606900408,25.0548941798941,26.6965656565657,14.8257699275362,6.05512820512821,470.875389426066,7.04839549075403,1.01960784313725,27.6916247648742,16.0454545454545,16.265873015873,25.4094582704877,7.08285440613026,3.0341561423651,9.06643002028397,7.05972478707864,189.118255124398,478.237339792237,23.1487920071862,33.7045797228449,15.132477628916,90.9822920131512,49.3259088581669,45.2593388307384,3.03795202291443,62.5693857726313,15.1169230769231,149.379475602896,40.846338649736,313.228248853442,12.0639730639731,76.5319497765377,23.1827446094717,51.5273873607799,10.0626780626781,23.1574242424242,54.8940821998818,16.8584409991387,10.0892479057351,9.05882352941176,15.1634605487959,396.30420327854,1.01351351351351,17.8525565699479,930.991623608994,3.03240740740741,19.1116403043998,73.8942264788672,32.4047619047619,187.310351789737,495.258572691364,47.975753193334,5.03630672926447,3.02777777777778,92.8511936592819,7.07216802168022,9.08731953683174,22.2192260354025,32.0509238310709,47.2861042579698,52.9680201506972,1.01470588235294,23.1574242424242,17.2596900191838,256.244983013036,4.02380952380952,28.2120512820513,28.2596784929442,96.0953739082366,1.01351351351351,89.9930752807642,174.150110612623,19.1116403043998,18.0541694838855,170.2092023531,35.4890575466023,14.1756444606828,76.5227657311038,181.143376873802,37.8241164275138,158.080829602561,27.9439005642943,35.9766373809806,82.5531032860192,11.1428571428571,4.07549019607843,20.2892903098239,47.3139188634311,3.02898550724638,153.630592879202,2.02963125548727,24.9010986389309,18.1714288908766,7.07216802168022,2.01724137931034,408.769081117624,1.01470588235294,305.47757162726,28.2120512820513,51.0520822358794,167.375100584449,211.529574534237,121.097218805841,34.3905839816584,2.01639344262295,15.1963714254889,37.6963779488404,5.03225806451613,135.663776885023,423.410228288137,35.9928895370079,396.450392557471,47.3139188634311,33.9197977384934,14.1859872127186,19.1283136753485,38.2665491779927,3.02564102564103,39.3669225798569,370.422623548492,13.0926131778289,16.1570707070707,37.9520558030095,21.148197114404,7.04839549075403,57.2385151548124,13.1609385783299,162.024854738856,6.06600985221674,62.2830331985193,43.5817257249212,1.01351351351351,3.02173913043478,1.01369863013699,3.02325581395349,260.439266205693,1.01612903225806,28.1724372744593,11.1428571428571,6.06325581395349,10.0626780626781,133.86040159543,1.01639344262295,41.9849917028521,44.8202174996109,57.5233284384201,1.01369863013699,1.01492537313433,27.9402073066457,31.7608225108225,10.0834376303713,118.46932793963,6.03653719552337,1.01388888888889,45.551557771801,36.5595558220482,18.1714288908766,4.0625,10.0626780626781,25.6146129704954,658.384163746703,2.01492537313433,9.09065934065934,82.2135124998615,45.366058499798,13.1376599523183,126.05016581159,286.119242759022,33.2483580113158,30.6570822358795,14.1388888888889,348.004944591285,39.5501839104822,2.01449275362319,2.01724137931034,446.900064363701,10.0722050145636,7.1008916196938,1.01492537313433,5.05405405405405,28.2548455836428,296.602339418055,10.07983436853,1.01694915254237,3.01612903225806,161.489252466087,115.135571135698,28.2474043051669,38.9881355706985,171.690612109007,50.320418206686,90.3694369156705,28.2120512820513,3.04166666666667,32.3173455836428,18.0626959247648,5.05132275132275,51.5789068275318,12.1455653514477,9.05882352941176,9.05882352941176,7.05555555555556,19.6218037518038,33.6644203725841,2.01587301587302,6.04421768707483,24.2762411367749,9.10152668032387,11.0684017027864,1.01666666666667,4.054890921886,7.13333333333333,180.203572216255,19.1420216163104,15.1690777858725,1.01408450704225,10.089377938846,16.1989002746363,55.0565752977417,12.0425531914894,1.01694915254237,22.3872360482655,1.01818181818182,17.11555484977
