"nashville.sound","western.swing","easy.listening","jazz.christmas","cabaret","boogie.woogie","tin.pan.alley","deep.adult.standards","swing","lounge","traditional.swing","exotica","jazz.blues","country.christmas","vintage.swing","traditional.country","jazz.orchestra","dixieland","boy.band","adult.standards","british.dance.band","vintage.jazz","country.gospel","cowboy.western","christmas","new.orleans.jazz","vocal.jazz","big.band"
8,9,134,150,218,1,13,49,287,180,3,34.5,3,1,19,9,34,2,3,217,17,1,1,9,219,7,112,212
