"big.band","jam.band","soul.blues","adult.standards","singer.songwriter","p.funk","bass.trip","freakbeat","texas.country","rock.steady","contemporary.country","russian.punk","progressive.rock","deep.adult.standards","nashville.sound","spanish.pop","comedy","canterbury.scene","quiet.storm","british.blues","deep.southern.soul","reggae","folk.christmas","honky.tonk","canadian.country","deep.contemporary.country","contemporary.post.bop","spanish.new.wave","glam.rock","acoustic.blues","rock.en.espanol","dark.black.metal","traditional.rock..n.roll","blues","space.rock","piano.rock","funk.metal","permanent.wave","surf.music","hi.nrg","christmas","chicago.blues","jazz.christmas","country.blues","swamp.pop","protopunk","tropical","motown","funk.rock","jazz.blues","chicago.soul","mellow.gold","southern.rock","folk.rock","classic.funk.rock","deep.northern.soul","folk.pop","orchestral","urban.contemporary","cool.jazz","album.rock","folk","country.gospel","british.indie.rock","louisiana.blues","texas.blues","boy.band","brill.building.pop","soft.rock","new.romantic","bebop","memphis.soul","country.dawn","vocal.jazz","disco","new.orleans.blues","roots.rock","psychedelic.rock","electric.blues","melancholia","jazz.fusion","southern.soul.blues","western.swing","traditional.blues","delta.blues","modern.blues","classic.rock","deep.soft.rock","psychedelic.blues.rock","northern.soul","experimental","art.rock","easy.listening","new.jack.swing","symphonic.rock","doo.wop","rva.indie","pop.christmas","jump.blues","zolo","beach.music","merseybeat","traditional.country","chanson","british.invasion","piano.blues","stoner.rock","rock.and.roll","soul","lounge","swing","deep.funk","neo.soul","soul.jazz","traditional.folk","swamp.blues","girl.group","latin","jazz.funk","latin.christmas","hard.bop","southern.soul","jazz","bubblegum.pop","jangle.pop","exotica","post.disco","metal","power.pop","outlaw.country","classic.garage.rock","soul.christmas","comic","british.folk","rock","blues.rock","country.rock","rockabilly","deep.free.jazz","cantautor","funk","cabaret","roots.reggae","country","cowboy.western","country.christmas","hard.rock","memphis.blues"
3.01162790697674,16.0553090801538,724.792390447826,602.687373013866,625.793571777021,10.0373456790123,18.0645161290323,51.5284080794296,1.01063829787234,9.02,37.1800356506239,2.02105263157895,54.4482759062159,90.2867199017501,260.274788863331,9.07142857142857,3.01428571428571,3.0125,869.824703543905,387.208070180564,10.03,14.0512359550562,427.112117723669,67.2334329839376,17.5,6.0253164556962,3.01162790697674,9.07142857142857,181.095208578852,19.1153978278678,9.07142857142857,23.1111111111111,18.7246913580247,59.3732858623086,13.0517947855969,11.0308695652174,10.0373456790123,21.1151515151515,5.015625,24.0896629388009,540.577066885338,59.3732858623086,220.644066454078,59.3635159969156,2.01063829787234,140.613100011526,4.02395295467585,1243.41839228943,576.854754871155,313.167282473546,921.348905884653,1161.3668928698,324.470635216451,968.74251761826,646.947298839224,22.0425824175824,307.591314929367,4.01111111111111,32.4785714285714,3.01162790697674,622.599698149349,319.868762369432,174.577236973598,13.0368492224476,8.03847475094469,61.3839241601809,2.01020408163265,692.711497897983,1025.40332242696,7.01351351351351,3.01162790697674,724.172322000958,6.0520484087853,44.1067109334656,260.59352158207,42.150067848858,405.245960538126,503.928180148389,130.505424881682,55.2945665445665,3.01162790697674,16.040404040404,54.1677516986797,57.3528776990433,19.1153978278678,73.495035271292,807.862503743047,6.03210678210678,23.8638630187017,274.61660983967,3.0125,23.2164897039897,81.9631275542216,9.02,54.4482759062159,109.602181333955,11.0909090909091,115.078525039243,23.1111788325773,3.0125,278.195010056988,472.686005872137,198.69013814893,10.0172413793103,829.627562179837,10.0486788325773,8.0327868852459,292.983489739047,1276.46258157144,131.355686090242,3.01136363636364,84.4462819127104,8.01149425287356,7.02339261285909,455.582521266766,10.049113048817,5.03147163120567,4.02395295467585,10.0369061263726,4.02395295467585,3.01162790697674,893.655530168391,3.01162790697674,1193.8493340311,34.8690476190476,32.8188526188526,33.1096629388009,8.0327868852459,34.8690476190476,67.2382552819304,93.6733938773144,758.2503634572,34.0611992945326,19.0567717996289,648.78399126292,502.415456728544,493.88576214178,185.762009707707,3.02186571598336,9.07142857142857,609.875631259128,31.0576454197143,14.0512359550562,164.926612586693,83.2700890488887,281.042939723199,129.221499815088,66.3668528543228
