"jam.band","soul.blues","adult.standards","singer.songwriter","p.funk","gospel","new.wave.pop","swedish.pop","rock.steady","texas.country","contemporary.country","michigan.indie","progressive.rock","nashville.sound","comedy","quiet.storm","british.blues","schlager","bluegrass","folk.christmas","honky.tonk","piedmont.blues","deep.contemporary.country","albuquerque.indie","canadian.country","contemporary.post.bop","glam.rock","acoustic.blues","blues","piano.rock","permanent.wave","deep.melodic.house","modern.southern.rock","surf.music","hi.nrg","christmas","chicago.blues","jazz.christmas","country.blues","swamp.pop","boogie.woogie","protopunk","thrash.metal","motown","funk.rock","jazz.blues","italian.disco","chicago.soul","mellow.gold","southern.rock","folk.rock","classic.funk.rock","dance.pop","folk.pop","urban.contemporary","cool.jazz","album.rock","folk","country.gospel","europop","louisiana.blues","texas.blues","boy.band","brill.building.pop","new.age","smooth.jazz","soft.rock","bebop","memphis.soul","country.dawn","vocal.jazz","disco","new.orleans.blues","roots.rock","psychedelic.rock","electric.blues","bow.pop","jazz.fusion","southern.soul.blues","western.swing","traditional.blues","delta.blues","modern.blues","doom.metal","australian.country","classic.rock","experimental","northern.soul","new.jack.swing","art.rock","easy.listening","symphonic.rock","doo.wop","pop.christmas","jump.blues","zolo","pub.rock","beach.music","speed.metal","merseybeat","traditional.country","australian.dance","british.invasion","piano.blues","rock.and.roll","soul","lounge","swing","deep.funk","soul.jazz","traditional.folk","swamp.blues","jazz.funk","soundtrack","southern.soul","jazz","experimental.rock","bubblegum.pop","jangle.pop","exotica","post.disco","heavy.christmas","show.tunes","zouk","metal","power.pop","outlaw.country","soul.christmas","comic","british.folk","rock","blues.rock","pop.rock","country.rock","deep.disco","rockabilly","funk","country","cowboy.western","progressive.bluegrass","country.christmas","hard.rock","memphis.blues"
6.01538461538462,683.520272947162,295.219982125851,730.229045808643,62.100292817618,4.01136363636364,188.529410021274,29.0054466230937,4.01086956521739,12.0249612403101,27.1000337040782,39.0502617430673,43.4497602666533,328.226586839166,32.7094211344211,1446.01355092563,236.439658997911,7.0188679245283,4.01388888888889,439.840045033791,42.1194842535287,26.6666666666667,4.01190476190476,5.01388888888889,79.3624215577704,11.0238095238095,302.179316233119,45.7432712215321,44.1415327960231,88.2339475478859,25.0586891821946,37.7112299465241,5.01052631578947,8.02777777777778,199.402103166697,259.701565207873,44.1415327960231,137.161464510099,51.7315949078245,23.3333333333333,4.01086956521739,56.2225951756265,6.01369863013699,1533.97077241001,1296.29203242856,133.541512532081,27.1766917293233,936.699736196454,1419.12200407603,486.272656950744,853.966368121946,1371.19037779927,40.8108465608466,510.594453313953,111.974541485782,11.0238095238095,770.014821448215,399.062974594292,232.436441223736,69.8162931839403,25.0929979974884,63.1659230399256,14.7384615384615,232.454556976353,17.3928571428571,2.01136363636364,1431.8765271731,11.0238095238095,713.590198248553,21.0667003707448,30.0716004113071,1016.28103059694,23.0874741200828,514.84434262036,101.249002228867,141.045396029208,16.0303621774019,31.0991164632468,26.1099706744868,134.527897374979,44.1415327960231,19.0766045548654,129.001917768338,6.01369863013699,65.5842105263158,685.490433915476,4.01162790697674,93.4453558833359,4.01086956521739,51.4649649808589,56.0659844692781,43.4497602666533,33.1720544332506,243.49779468217,19.0766045548654,10.0261206605999,20.0945436507937,118.614680175569,6.01369863013699,53.6917717086835,232.436441223736,65.5842105263158,122.922641857048,23.0874741200828,174.075942033141,1697.27539130115,80.684580294705,12.0240963855422,76.2155267881297,6.02898550724638,484.882171534698,25.0929979974884,49.1549404031288,21.0416666666667,939.135864995824,11.0238095238095,4.01162790697674,499.843113983067,12.0555555555556,4.01075268817204,288.397753149007,27.6446078431373,21.0416666666667,7.0126582278481,8.04166666666667,18.0700483091788,138.54748598484,972.502411491729,64.4427007476362,33.9977591036415,815.235774666459,482.576592842472,19,686.354694621061,12.0599669148056,82.2196751777634,1325.93627917294,145.844693382297,139.539525281955,4.01388888888889,331.93427359335,173.908714801665,42.1360089186176
