"soul.jazz","pop.christmas","reggae","nashville.sound","synthpop","southern.rock","deep.funk","canadian.country","new.romantic","folk","r.b","folk.rock","traditional.folk","dub","bossa.nova","western.swing","pop","bow.pop","punk.christmas","jazz.christmas","electro","outlaw.country","adult.standards","lilith","texas.blues","post.disco.soul","british.invasion","riot.grrrl","soundtrack","reggae.fusion","progressive.metal","melodic.hardcore","deep.disco","post.punk","deep.new.wave","space.rock","funk.rock","jazz.blues","cabaret","urban.contemporary","ska","punk","jazz.fusion","piano.rock","pub.rock","industrial.rock","hip.hop","folk.pop","experimental","rock","deep.punk.rock","glam.metal","power.pop","symphonic.rock","no.wave","electric.blues","traditional.country","oi","roots.rock","dance.rock","british.blues","country","new.jack.swing","psychedelic.rock","canadian.metal","album.rock","kiwi.rock","easy.listening","groove.metal","dance.pop","rock.steady","soft.rock","sleaze.rock","country.gospel","comic","a.cappella","doo.wop","lounge","rock.and.roll","europop","merseybeat","hardcore.punk","protopunk","scottish.rock","funk","post.disco","thrash.metal","singer.songwriter","northern.soul","mod.revival","classic.funk.rock","hi.nrg","speed.metal","j.dance","heavy.christmas","italian.disco","rockabilly","japanese.psychedelic","cowboy.western","dancehall","neo.psychedelic","power.metal","zolo","new.wave","german.hip.hop","glam.rock","blues.rock","jazz.funk","french.rock","old.school.hip.hop","nwothm","skinhead.reggae","new.wave.pop","cowpunk","canterbury.scene","motown","country.rock","dansktop","brill.building.pop","australian.dance","candy.pop","show.tunes","broken.beat","madchester","skate.punk","quiet.storm","hard.rock","permanent.wave","soul","thai.pop","neo.progressive","laboratorio","indie.christmas","swedish.pop","metal","soul.christmas","japanese.standards","country.christmas","bubblegum.pop","mellow.gold","australian.alternative.rock","folk.christmas","german.metal","australian.country","chamber.pop","classic.rock","soul.blues","gothic.rock","chicago.soul","britpop","rap","beach.music","nwobhm","melodic.hard.rock","eurodance","art.rock","vocal.jazz","boy.band","swing","southern.soul","neo.soul","contemporary.country","p.funk","modern.blues","disco","ska.revival","christmas","new.age","melancholia","uk.post.punk","stoner.rock","acid.jazz","memphis.soul","progressive.rock","roots.reggae","experimental.rock","smooth.jazz","nu.jazz"
22.4928571428571,149.068457097466,118.307957898879,38.1205601092896,217.940395626461,82.8513233533122,25.8095238095238,3.01639344262295,631.714027177574,60.1870241400435,19.202380952381,191.968938310284,66.2204680316963,26.3964194373402,8.05263157894737,4.02083333333333,30.1672473867596,63.8032106782106,54.6071086795711,35.6831873845223,21.1134334584898,4.02083333333333,115.133340712989,22.1092730021302,2.01470588235294,26.1900152439024,93.812255029324,9.04199134199134,4.02127659574468,88.8923076923077,29.2387241230991,5.03143274853801,52.4280550536779,206.045879735907,33.226921671343,8.04921561103834,413.614917172178,9.03571428571429,8.08,92.972306815525,182.003800808692,266.036966430118,36.5732664995823,64.5089416330796,296.30647338628,22.9380952380952,10.054609929078,73.2733359970643,12.0587234850144,669.863133994137,28.1387460753532,93.6636884873314,41.2072488761024,123.374885021719,17.0828252355919,2.01470588235294,35.1041666666666,95.5398566536526,102.472934991928,687.213554750499,82.1129774313891,34.0997267759562,112.058448169478,45.5866580643203,9.09387222946545,585.147749085881,11.0833333333333,8.0377824858757,24.7101605758583,30.1672473867596,41.8562974062974,725.114924994472,3.02,35.1041666666666,18.1621134619856,8.08,24.1174146224146,15.1186882829771,145.551445239342,51.7127819548873,40.9524065444754,42.3100387363877,322.100869001085,28.1387460753532,482.687371421433,420.36451571889,30.2520574564324,167.204569240739,19.6785714285714,171.845946298322,475.058460108,366.912694713798,90.2598121893169,11.0588235294118,176.433632045187,29.406746031746,93.3273720281999,11.0588235294118,4.02083333333333,9.04347826086956,1.01612903225806,29.2387241230991,161.946217643286,761.774323941133,4.0188679245283,761.768322734064,120.875939420267,115.623184411505,16.0681502525253,10.054609929078,1.01333333333333,8.06613756613757,616.521601967898,22.1825396825397,5.03226645849597,461.812972176372,117.467228399383,16.25,35.4107142857143,7.03125,50,23.1979854824239,8.05263157894737,28.1534402882635,8.05184091180332,460.811545147486,374.339763171615,364.129567987926,450.739325183993,3.02,5.03226645849597,22.1625451793621,52.4410335607597,39.6666666666667,195.148444949546,376.11349455804,7.01785714285714,41.1309767759562,96.8508797173612,520.354288883226,11.0833333333333,201.095571572097,3.02722222222222,7.03125,37.3594827586207,240.645660830349,35.7383928571428,45.270909698079,60.6379522811703,21.0947580645161,10.054609929078,9.03571428571429,118.44350496212,6.02127659574468,12.0461152882206,573.968804973487,12.0969491525424,21.087513061651,4.01694915254237,86.3275485544622,19.202380952381,31.0833333333333,23.1128830519074,2.01470588235294,671.390915185106,187.051419856311,101.779525413326,21.0867224880383,35.8055555555556,237.813241703039,28.1412733607856,13.0841873519415,68.2580821513001,160.416067150527,26.3964194373402,16.0613821756093,67.1717298645303,10.0663302090844
