"chamber.pop","lo.fi","adult.standards","indie.christmas","g.funk","nu.metal","singer.songwriter","pop.punk","groove.metal","new.wave.pop","texas.country","ccm","contemporary.country","children.s.christmas","irish.folk","christian.christmas","quiet.storm","industrial.rock","alternative.hip.hop","hip.pop","new.wave","indie.r.b","punk.christmas","juggalo","christian.music","bluegrass","folk.christmas","honky.tonk","modern.country.rock","children.s.music","punk.blues","glam.rock","indie.rock","country.road","crunk","piano.rock","canadian.metal","funk.metal","permanent.wave","vegas.indie","christian.rock","christmas","jazz.christmas","indie.folk","dirty.south.rap","anti.folk","funk.rock","garage.rock","rap.metal","mellow.gold","acoustic.pop","grunge","opera","stomp.and.holler","neo.mellow","southern.rock","folk.rock","classic.funk.rock","christian.hip.hop","dance.pop","folk.pop","urban.contemporary","jerk","album.rock","folk","west.coast.rap","europop","pop","rap.rock","brill.building.pop","alternative.metal","boy.band","hip.hop","alternative.country","new.age","screamo","soft.rock","alternative.rock","teen.pop","idol","country.dawn","vocal.jazz","comedy.rock","roots.rock","gangster.rap","slow.core","hurban","australian.country","classic.rock","celtic.christmas","operatic.pop","noise.pop","art.rock","easy.listening","new.jack.swing","industrial","worship","r.b","pop.christmas","christian.alternative.rock","merseybeat","traditional.country","british.invasion","pop.rap","industrial.metal","italian.pop","east.coast.hip.hop","post.hardcore","lounge","post.grunge","trap.music","celtic","neo.soul","synthpop","traditional.folk","neo.psychedelic","hardcore.hip.hop","candy.pop","latin","latin.pop","emo","heavy.christmas","metal","southern.hip.hop","comic","soul.christmas","rock","blues.rock","pop.rock","country.rock","lilith","glam.metal","indie.pop","rap","rockabilly","sleaze.rock","cabaret","country","country.christmas","progressive.bluegrass","hard.rock"
60.7674293260032,24.7396515482254,96.2805042102355,55.1991503078964,44.3527777777778,310.311870471953,175.12056288225,104.522667490555,16.8575757575758,18.875,9.36111111111111,18.3198773448773,513.359737872426,8.11868686868687,14.0606060606061,18.3198773448773,11,13.518643685082,114.875235168396,186.960707327582,8.55357142857143,293.901451115384,37.3038279967159,33.690404040404,18.3198773448773,13.625,160.598211233211,30.281746031746,58.3863567246486,8.11868686868687,18.229797979798,28.1821428571429,86.8195716281455,241.827010758724,152.549151036119,44.0531135531135,17.037037037037,176.345503921501,163.49848610282,17.8461538461538,28.7643217893217,58.8427051671733,25.0757575757576,34.8706039291778,166.06904225601,10.0238095238095,65.5941188197768,18.229797979798,103.594727688033,117.647863897332,16.1938461538462,65.4151727357609,39.8891131815045,12.5833333333333,334.087539706476,21.475,76.6166666666666,17.9166666666667,8.10876623376623,985.20549862747,107.727576312576,721.962451926579,23.8887108262108,95.6456349206349,32.8174603174603,21.875,121.234378200023,965.421631270234,307.34452548817,8.10460992907801,301.584979715651,107.382723577236,472.241845254752,7.77777777777778,14.0606060606061,15.4326923076923,98.8304035798716,299.887344375592,362.745280478858,49.3425806177146,186.867313516627,25.0757575757576,7.76666666666667,84.3944444444444,193.042915604884,10.1309523809524,13.6111111111111,31.5324425574426,43.7992063492063,14.0606060606061,91.3875182851728,12.5833333333333,8.55357142857143,25.0757575757576,48.3597285067874,13.518643685082,18.3198773448773,568.90212336625,996.757083488943,71.7977263233841,44.9400438083885,8.08651162790698,44.9400438083885,652.45519527075,30.7286715957678,14.4706349206349,20.5737745098039,15.4326923076923,50.7380952380953,412.373092264531,153.000860437828,14.0606060606061,180.614777201063,13.3181818181818,32.8174603174603,12.5833333333333,35.1793300653595,40.2637362637363,13.6111111111111,13.6111111111111,65.8880354559234,61.8642857142858,11.4222222222222,202.452346859903,7.76666666666667,157.846086788449,327.57015709179,63.3855530090824,604.96385050295,62.872305764411,35.0688461538462,11.1,52.9896515482254,234.65847276066,8.08651162790698,11.1,25.0757575757576,455.984737872426,443.580501957815,13.625,53.6198412698413
