"dream.pop","glam.metal","power.metal","post.punk","surf.music","deep.melodic.hard.rock","rap","britpop","garage.rock","modern.blues","gothic.post.punk","ska","nashville.sound","metal","dance.rock","freestyle","swedish.pop","piano.rock","classic.funk.rock","deep.funk","uk.post.punk","traditional.irish.folk","bubblegum.pop","hip.house","lovers.rock","swamp.pop","p.funk","c86","melodic.hard.rock","zolo","peruvian.rock","urban.contemporary","album.rock","lounge","punk","gangster.rap","funk.rock","cajun","comic","r.b","progressive.rock","mod.revival","roots.rock","hardcore.hip.hop","dance.pop","neo.mellow","folk.pop","rockabilly","speed.metal","electroclash","british.blues","southern.soul.blues","folk.punk","northern.soul","post.disco","soca","new.wave","british.invasion","new.wave.pop","italian.disco","jazz.christmas","neo.soul","singer.songwriter","soft.rock","disco","gospel","melodic.hardcore","corrosion","ethereal.wave","progressive.metal","funk","bubblegum.dance","hardcore","nu.gaze","no.wave","jazz.blues","chamber.pop","chill.out","merseybeat","adult.standards","heavy.christmas","vocal.jazz","nwobhm","soul.christmas","motown","industrial","pop.rock","art.rock","east.coast.hip.hop","electronic","celtic.rock","oi","new.age","boy.band","country.gospel","noise.pop","post.disco.soul","folk","southern.soul","quiet.storm","brill.building.pop","celtic","new.beat","dark.wave","pop.christmas","permanent.wave","skate.punk","vocal.house","classic.rock","skinhead.reggae","blues.rock","hardcore.punk","neo.psychedelic","cabaret","deep.punk.rock","dub","gothic.rock","hyphy","classic.eurovision","electric.blues","chicago.soul","pop","europop","rock.and.roll","new.romantic","traditional.folk","downtempo","lilith","punk.christmas","smooth.jazz","melancholia","indie.christmas","straight.edge","hard.rock","reggae","trip.hop","power.pop","rap.rock","industrial.metal","alternative.rock","dancehall","jangle.pop","electro","ska.revival","jazz.funk","hi.nrg","fourth.world","psychedelic.rock","traditional.country","irish.folk","big.beat","classic.norwegian.pop","contemporary.post.bop","indie.rock","celtic.punk","easy.listening","contemporary.country","spanish.new.wave","hip.hop","reggae.fusion","sleaze.rock","chicago.house","minimal.wave","celtic.christmas","symphonic.rock","rock","comedy","welsh.rock","folk.rock","synthpop","country.christmas","disco.house","country","mellow.gold","soul","soul.blues","madchester","show.tunes","roots.reggae","soundtrack","slow.core","soul.jazz","german.pop","texas.blues","anarcho.punk","eurobeat","memphis.soul","glam.rock","turntablism","eurodance","folk.christmas","cowpunk","world.christmas","christmas","zydeco","old.school.hip.hop","scottish.rock","funk.metal","operatic.pop","canterbury.scene","shoegaze","neo.progressive","anti.folk","southern.rock","experimental.rock","space.rock","british.folk","experimental","laboratorio","rock.steady","deep.new.wave","bow.pop","new.jack.swing","country.rock","industrial.rock","psychobilly","protopunk","jazz.fusion","thrash.metal","alternative.country","canadian.metal","pub.rock"
22.1553495357475,33.1967256948304,1.01333333333333,144.85621402645,1.01030927835052,2.01470588235294,7.07322901133344,7.03515982897282,1.01470588235294,14.121948980261,5.02409638554217,34.1585852941785,3.01234567901235,60.4434715559638,1191.05313406355,43.2220349854943,6.02489177489177,44.1858625086898,458.011881711235,15.0738714518689,196.678161721735,7.02222222222222,36.6385216287989,1.01010101010101,18.0917033655634,3.01098901098901,17.0889360688127,8.02265495736286,10.0441943537332,55.2991844568589,1.01449275362319,134.660276249156,588.290975079646,6.02668787557441,41.3136058050272,1.01063829787234,322.734754817573,3.01098901098901,17.0788690476191,8.04541595925297,51.1464111253015,10.0432735140639,220.543547994975,4.03768508149807,167.377924405344,3.01204819277108,35.3033315269488,47.478761908236,22.1697638910797,6.02325581395349,46.2746225459498,15.474358974359,6.13333333333333,15.0769886052893,469.101873081334,7.03333333333333,1260.91794567332,27.2614879883999,1490.25670705617,48.9290416270021,43.4873066384139,8.04541595925297,264.970867488362,821.104814616645,518.727994115608,1.01408450704225,3.01075268817204,4.04409171075838,6.05900562851782,39.0811494252873,503.496437936053,11.0451298701299,3.01075268817204,26.1632394561559,18.0866995239074,7.02886178861789,21.9787878787879,4.02373970115906,14.0824800769587,40.6562859794485,74.1533777747469,4.01219512195122,13.1157900871059,401.183008777571,351.389152578919,17.1108314004003,4.02303720376009,719.230507814681,3.02704678362573,38.3287003099405,23.1515488412073,8.0630443617033,3.025,46.3583458646617,3.01234567901235,20.1042338276381,105.742224476324,97.0009593525258,68.880078069183,433.041151237306,22.2490737009149,3.025,4.01075268817204,9.0768129926066,366.43939195756,399.528292420205,3.01075268817204,1.01010101010101,309.719726389843,3.01204819277108,128.682163410537,25.2005248318972,20.1224575785046,2.01449275362319,2.01449275362319,21.1037515583345,50.3782818765942,7.02994652406417,3.02040816326531,30.1985730713441,40.6155965075864,141.354184704185,276.342619591588,59.6769716269061,1189.80499555272,100.013007545297,4.02373970115906,5.0274328081557,7.04711104583323,61.5905405442312,49.5096515356938,45.1478575730927,3.01075268817204,231.498307793219,42.6672049825474,4.02373970115906,9.06713093508787,1.01063829787234,12.0797413793103,43.1929964532101,23.114060836685,20.1045844866176,25.1988309352276,34.1585852941785,22.1117829762394,792.629147951471,1.01388888888889,5.03299117522723,3.01234567901235,10.0472222222222,34.3077112989515,4.02272727272727,3.01098901098901,28.2056952654118,9.04962576428421,2.01449275362319,3.01234567901235,4.01960784313725,6.06291973298292,29.6089079696674,5.02707152002926,33.0742509473026,2.01075268817204,10.0472222222222,41.090049293535,593.288776506369,9.03125,10.0535714285714,210.6038783278,960.977667387729,3.01234567901235,1.01010101010101,3.01234567901235,657.569400718838,396.941090426328,37.5990908529017,70.4800450851935,14.8363636363636,21.1037515583345,27.6953316953317,6.05900562851782,15.0750600081962,9.03214285714286,37.3039775997896,1.01123595505618,15.0436371100164,38.6089947759846,422.002103918277,1.01388888888889,12.0552308802309,61.3331441886416,17.0797297671806,9.04730800189091,45.6732734083606,3.01098901098901,23.1919253734508,13.102944157292,36.2656862745098,18.1510822510823,2.01136363636364,19.1338441594034,41.090049293535,6.13333333333333,92.8535827492287,50.2207198144554,13.0748385308855,2.01041666666667,62.4880744094995,2.01123595505618,23.0963050376211,74.9846661263208,2.01282051282051,109.810834019886,145.256991715291,31.2104238944027,7.03768985923763,133.425930540274,31.0487959632524,4.02632034632034,8.02993616552938,3.02173913043478,67.6223024194313
