"jam.band","chamber.pop","lo.fi","indie.christmas","soul.blues","adult.standards","g.funk","dance.punk","nu.metal","singer.songwriter","punk","pop.punk","groove.metal","new.wave.pop","texas.country","ccm","contemporary.country","christian.christmas","quiet.storm","british.blues","alternative.hip.hop","hip.pop","indie.r.b","ska.punk","punk.christmas","juggalo","christian.music","folk.christmas","honky.tonk","modern.country.rock","canadian.country","punk.blues","dancehall","detroit.hip.hop","glam.rock","indie.rock","welsh.rock","country.road","melodic.hardcore","crunk","piano.rock","canadian.metal","funk.metal","vegas.indie","permanent.wave","surf.music","christian.rock","christmas","jazz.christmas","old.school.hip.hop","indie.folk","dirty.south.rap","motown","funk.rock","jazz.blues","garage.rock","rap.metal","mellow.gold","acoustic.pop","grunge","neo.mellow","southern.rock","folk.rock","classic.funk.rock","dance.pop","folk.pop","urban.contemporary","jerk","album.rock","folk","west.coast.rap","europop","pop","alternative.r.b","texas.blues","rap.rock","alternative.metal","boy.band","hip.hop","smooth.jazz","screamo","soft.rock","alternative.rock","teen.pop","idol","metalcore","hyphy","country.dawn","vocal.jazz","roots.rock","electric.blues","gangster.rap","bow.pop","modern.blues","australian.country","classic.rock","operatic.pop","easy.listening","new.jack.swing","worship","r.b","pop.christmas","jump.blues","christian.alternative.rock","merseybeat","bounce","british.invasion","piano.blues","rock.and.roll","pop.rap","industrial.metal","soul","east.coast.hip.hop","post.hardcore","lounge","post.grunge","trap.music","neo.soul","traditional.folk","australian.alternative.rock","hardcore.hip.hop","candy.pop","emo","heavy.christmas","metal","southern.hip.hop","skate.punk","soul.christmas","rock","blues.rock","pop.rock","country.rock","lilith","glam.metal","indie.pop","rap","rockabilly","funk","memphis.hip.hop","cabaret","country","reggae.fusion","country.christmas","hard.rock"
31.8595238095238,19.9166666666667,19.9166666666667,10.2111111111111,21.5175438596491,124.918763161155,24.9166666666667,13.6111111111111,424.575661786614,300.722643331512,20.7843782000227,184.138395044259,90.4326080781963,149.844332168519,8.52857142857143,12.1563182148921,422.283158867863,37.6459397045136,101.954824334556,10.7,85.464858058608,197.380987914734,68.0082632760174,35.3848443223443,114.408972968,152.982036539312,37.6459397045136,236.864183296923,40.6983974358975,14.5409090909091,11.1,9.1516265597148,10.0526315789474,43.9456355701037,79.4161904761905,74.5737386581427,12.9848484848485,152.797795070154,32.1667311411992,297.567723935609,13.1515151515152,14.4706349206349,283.516920527873,10.2111111111111,216.331924012806,15.1975757575758,37.6459397045136,56.7307289731203,60.8176685442704,42.4313884644767,19.9166666666667,428.671568793525,22.7842105263158,243.773930184882,21.5175438596491,30.8348497692538,248.752945124191,153.388858363858,13.1515151515152,81.1982812938695,250.13989989962,63.3309523809524,65.0773809523809,63.7991092241093,758.017285175726,156.652564930381,478.137142047708,12.5833333333333,94.3681746031746,21.125,24.9166666666667,163.676474669122,709.30056226477,15.8076923076923,23.3309523809524,468.493180080381,406.308995119947,37.4377990430622,587.239800750158,8.78421052631579,55.6515151515151,104.128973803974,327.84883685591,224.735204827852,52.3787878787878,19.7142857142857,14.6055555555556,90.6087853323147,52.0334580179546,148.186367127496,34.0309523809524,354.064857449313,21.5,34.0309523809524,21.3529411764706,72.8931746031746,76.7594627594628,8.53968253968254,116.097827220844,12.1563182148921,478.137142047708,1175.83372746921,21.5175438596491,72.2737165329483,20.9848484848485,20.5737745098039,20.9848484848485,21.5175438596491,8.57142857142857,794.7419979888,51.663935114593,44.3017543859649,27.9712652543534,24.1277056277056,48.1593004016917,482.459862214508,238.626610558998,237.350200497686,21.125,21.683223209539,132.012178514247,34.9142857142857,66.3182462927143,121.725807195863,12.125,494.138195052935,10.1176470588235,197.183470086751,350.465495370929,93.3922981103864,587.678530897047,97.0186507936508,105.368578755266,12.125,19.9166666666667,442.995101028367,8.57142857142857,54.3166530837584,10.3111111111111,22.6935286935287,422.283158867863,10.0526315789474,370.671532204466,86.6665512265513
