"opera","canzone.napoletana","texas.blues","country.blues","electric.blues","traditional.blues","jazz.christmas","children.s.christmas","light.music","lounge","cool.jazz","classic.rock","blues.rock","traditional.folk","folk","vintage.western","cowboy.western","doo.wop","exotica","british.blues","memphis.blues","chicago.blues","acoustic.blues","jazz.blues","country.christmas","christmas","adult.standards","comic","big.band","boy.band","nashville.sound","deep.eurodance","boogie.woogie","stride","traditional.country","free.jazz","vocal.jazz","honky.tonk","country.gospel","bow.pop","operatic.pop","deep.opera","soul.blues","modern.blues","delta.blues","blues","deep.adult.standards","folk.christmas","jump.blues","piano.blues","dixieland","british.dance.band","cabaret","ragtime","easy.listening","western.swing","swing","outlaw.country","jazz","new.orleans.jazz","geek.rock"
86.8392857142857,86.8392857142857,1,1,1,1,508.326521299863,11.1111111111111,7.09109730848861,760.844109688651,17.2900053163211,1,1,48.2714867978026,48.2714867978026,27.25,121.841306269871,21.3391131815045,54.5297026502908,1,1,1,1,55.6802784489855,53.5992585630744,1031.47885807567,981.09662184785,11.1718614718615,48.486297036297,5.04347826086957,54.633741321695,9.05882352941176,1,1.03571428571429,54.633741321695,14.1309090909091,581.612934886277,1.03448275862069,54.633741321695,10.0769230769231,86.8392857142857,12.1287878787879,1,1,1,1,609.005622870173,48.2714867978026,1,1,17.1454545454546,29.7132706374086,605.954230681985,42.3857142857143,559.771988626841,54.633741321695,186.912289801228,1.03448275862069,33.3900053163211,18.1811688311688,9.17186147186147
