"memphis.soul","funk.rock","merseybeat","vintage.chanson","soul.blues","mellow.gold","british.invasion","jazz.christmas","comic","deep.motown","harmonica.blues","south.african.jazz","brill.building.pop","beach.music","rock.and.roll","modern.blues","adult.standards","cowboy.western","canadian.country","western.swing","croatian.pop","country.gospel","cowpunk","chicago.soul","rockabilly","country","geek.rock","soul.jazz","southern.soul","cabaret","acoustic.blues","deep.northern.soul","doo.wop","spoken.word","vintage.swoon","swing","jazz","soda.pop","chanson","polka","christmas","memphis.blues","chicago.blues","folk","bubblegum.pop","classic.rock","texas.blues","light.music","deep.funk","girl.group","electric.blues","quiet.storm","deep.surf.music","new.orleans.jazz","soul.christmas","vintage.rockabilly","soft.rock","classic.funk.rock","folk.christmas","surf.music","new.orleans.blues","soul","blues.rock","country.blues","lounge","louisiana.blues","singer.songwriter","traditional.rockabilly","delta.blues","outlaw.country","deep.soft.rock","piedmont.blues","brass.band","vocal.jazz","traditional.folk","folk.rock","nashville.sound","world.christmas","funk","boogie.woogie","jazz.blues","rhythm.and.boogie","jump.blues","exotica","british.blues","eurobeat","country.christmas","traditional.blues","easy.listening","motown","traditional.country","piano.blues","deep.adult.standards","honky.tonk","athens.indie","swamp.blues","northern.soul","bmore","blues","swamp.pop","classic.garage.rock","ragtime","cool.jazz","roots.rock"
290.438485477175,47.1530099650898,187.603834645513,8.03333333333333,436.660035766667,60.9025297619047,230.84092727285,656.585074301823,1.01010101010101,71.5577521251435,20.051723996724,4.01282051282051,1919.20665639239,316.264753892455,2221.55407938853,20.051723996724,1458.92822382815,398.259984261681,4.01149425287356,319.870710585789,6.01724137931035,405.25923351093,10.027027027027,565.69514370912,1614.16616117748,45.2620855335141,1.01010101010101,5.02567783094099,505.186061966426,196.266291957855,26.0650573300573,6.02492401215805,761.515587759569,2.01098901098901,25.0835825949545,42.1524668586406,16.0480796187272,67.2759065984308,8.03333333333333,11.047619047619,1508.11944959508,180.301308462753,33.0806823300573,26.0749436936937,111.326293466111,20.0527678571428,26.0650573300573,17.0463203463203,20.0692950474808,4.01315789473684,26.0650573300573,249.276757331757,2.01111111111111,3.02150537634409,673.199301622371,5.015625,39.9311391223156,47.1530099650898,113.488808162558,97.7910824493079,278.609824644598,554.424995810177,20.0527678571428,20.051723996724,664.130936181263,38.113860624631,46.8630952380952,46.6513651656315,26.0650573300573,223.625586879191,6.01515151515152,20.051723996724,14.0680170042511,398.847143053748,66.6257129244629,26.0749436936937,540.237477127217,9.04364261168385,47.1530099650898,115.046838631984,737.708662263003,5.015625,267.729430963344,28.8335968379447,6.01333333333333,20.4222222222222,415.48448635435,26.0650573300573,410.13483163438,483.089883707071,433.300875216227,181.094721885853,1123.88749646543,209.898570353019,11.0217391304348,20.051723996724,94.8434664108578,49.1787148594378,26.0650573300573,189.596258663312,3.02150537634409,3.02150537634409,16.0480796187272,46.8630952380952
