"nashville.sound","western.swing","easy.listening","jazz.christmas","cabaret","ragtime","boogie.woogie","tin.pan.alley","deep.adult.standards","swing","traditional.swing","lounge","jazz.blues","exotica","country.christmas","vintage.swing","show.tunes","traditional.country","dixieland","boy.band","vintage.western","adult.standards","british.dance.band","vintage.jazz","stride","cowboy.western","country.gospel","christmas","new.orleans.jazz","vocal.jazz","big.band"
2,46,307,188.5,303.5,1,14,4,122,303,2,342.5,32.5,1,2,2,1,4,3,31.5,44,364.5,2,1,1,4,2,344.5,3,267.5,208.5
