"dream.pop","australian.alternative.rock","glam.metal","power.metal","post.punk","rap","britpop","modern.blues","latin.metal","rumba","gothic.post.punk","ska","nashville.sound","kraut.rock","metal","dance.rock","freestyle","swedish.pop","piano.rock","classic.funk.rock","uk.post.punk","traditional.irish.folk","bubblegum.pop","a.cappella","hip.house","lovers.rock","mashup","opera","p.funk","scratch","groove.metal","c86","zolo","doo.wop","urban.contemporary","album.rock","hollywood","lounge","punk","funk.rock","comic","r.b","progressive.rock","roots.rock","bossa.nova","dance.pop","folk.pop","rockabilly","speed.metal","electroclash","british.blues","german.techno","southern.soul.blues","northern.soul","country.dawn","post.disco","soca","new.wave","british.invasion","new.wave.pop","italian.disco","jazz.christmas","neo.soul","singer.songwriter","soft.rock","disco","corrosion","ethereal.wave","progressive.metal","funk","nu.gaze","no.wave","jazz.blues","forro","chill.out","merseybeat","adult.standards","heavy.christmas","vocal.jazz","nwobhm","soul.christmas","motown","industrial","bebop","pop.rock","art.rock","electronic","celtic.rock","oi","new.age","boy.band","country.gospel","post.disco.soul","folk","choro","southern.soul","neo.trad.metal","quiet.storm","brill.building.pop","celtic","dark.wave","twee.pop","pop.christmas","cool.jazz","permanent.wave","classic.rock","blues.rock","hardcore.punk","neo.psychedelic","cabaret","dub","gothic.rock","brazilian.composition","electric.blues","chicago.soul","pop","europop","rock.and.roll","new.romantic","traditional.folk","nwothm","downtempo","smooth.jazz","melancholia","indie.christmas","hard.rock","reggae","trip.hop","power.pop","velha.guarda","industrial.metal","alternative.rock","dancehall","jangle.pop","electro","bossa.nova.jazz","ska.revival","jazz.funk","hi.nrg","comedy.rock","fourth.world","steampunk","psychedelic.rock","traditional.country","irish.folk","indietronica","big.beat","contemporary.post.bop","indie.rock","acid.jazz","samba","juggalo","easy.listening","contemporary.country","neue.deutsche.welle","deep.disco","mpb","hip.hop","reggae.fusion","dubstep","sleaze.rock","deep.southern.soul","minimal.wave","celtic.christmas","symphonic.rock","rock","welsh.rock","folk.rock","synthpop","country.christmas","country","mellow.gold","soul","soul.blues","madchester","show.tunes","roots.reggae","slow.core","soul.jazz","german.pop","texas.blues","memphis.soul","brazilian.pop.music","glam.rock","folk.christmas","cowpunk","world.christmas","christmas","old.school.hip.hop","scottish.rock","funk.metal","operatic.pop","canterbury.scene","shoegaze","neo.progressive","beach.music","icelandic.pop","southern.rock","experimental.rock","space.rock","british.folk","experimental","rock.steady","deep.new.wave","new.jack.swing","country.rock","schlager","electro.jazz","industrial.rock","psychobilly","protopunk","jazz.fusion","thrash.metal","flamenco","canadian.metal","pub.rock","jazz"
24.1406520635478,2.01282051282051,70.4881386883597,4.01234567901235,161.658740673447,8.06507936507936,11.0475135975136,26.2274666509961,3.02222496604519,8.52857142857143,3.02597402597403,18.1628905150577,6.02040816326531,11.0416666666667,69.5023407531272,1549.41613814494,55.3623096019063,3.02173913043478,87.2460068092827,539.130540377027,270.51141740694,6.02127659574468,16.0835207820502,8.05263157894737,6.01123595505618,23.8649822167372,2.01086956521739,3.01315789473684,10.0525510204082,3.01408450704225,2.01960784313725,32.1931949842049,95.5856955608153,2.01136363636364,173.096374477569,594.380879668003,11.0972222222222,26.1120372637019,34.710592119331,429.111201967992,7.02777777777778,32.7684396597554,88.338813627275,60.044708493562,12.0582611832612,129.132225347649,59.7698740531499,61.9730827298342,37.2975835885046,6.04166666666667,80.3134055009219,11.0416666666667,9.04305555555555,6.05078140960164,1.01333333333333,512.752505475031,5.01694915254237,1590.18593045208,65.1792583248274,1720.41038300643,57.4038689351458,80.3532653009874,32.7684396597554,133.882563661717,867.481051978821,616.833640437182,9.06570048309179,7.04535232383808,13.0922829830876,563.899819826913,5.03448275862069,5.04225937592873,7.02418414918415,3.01785714285714,11.0666542951616,17.1158530381801,50.2304906884322,156.191967721356,32.1302190818837,30.2713440046373,645.504682097471,446.352590288967,19.0892020561516,6.03390313390313,44.5667758951407,792.865117939752,25.1296071937124,28.742115811842,20.6065891472868,14.0792752452927,117.937674496967,6.02040816326531,52.3229974855375,5.02308802308802,3.01785714285714,32.1547545630473,3.02222496604519,622.22576517208,29.1550893922487,11.0450861195542,17.1135330852722,7.04971548239252,351.440223567794,6.03390313390313,340.27598877541,206.824700932244,133.320092275134,19.6065891472868,24.9261752136752,27.1259261525908,12.0660364145658,57.3711854337545,3.01785714285714,35.2671374012056,41.2283656741584,56.8382034632035,255.180236459377,71.0247485743691,1493.14165557077,5.02308802308802,3.02222496604519,11.0666542951616,71.9283598360819,96.3006163886561,19.1658330260004,303.262391005636,35.5577905428619,11.0666542951616,9.04715075281113,3.01785714285714,7.03452380952381,17.0972919658878,15.0856442577031,17.150218191908,86.7822879354832,3.01785714285714,19.1731997934083,43.1882742421486,867.804894179949,7.02777777777778,10.1044584500467,17.1138959931799,49.0700476802065,6.02040816326531,11.0450861195542,2.01086956521739,13.077523860379,6.03390313390313,25.8421568627451,3.01204819277108,12.0582611832612,3.01234567901235,4.01162790697674,7.03139717425432,6.02380952380952,1.01052631578947,12.0582611832612,8.06507936507936,19.4613935969868,2.01515151515152,8.04966601159503,4.02083333333333,2.02020202020202,11.0450861195542,81.2961544524441,601.918184417527,14.1313502673797,144.031182368459,1331.81752768896,8.04473050758765,8.04473050758765,577.017689740621,511.50593263613,17.0872177416312,186.771249711265,11.0972222222222,13.0767891027379,5.03448275862069,3.01162790697674,27.2047619047619,45.0090586907971,25.1224269768404,12.0582611832612,508.778273733359,144.359885673228,3.0188679245283,3.02222222222222,95.7449306344512,16.0873043311245,32.7825145240482,8.03761163761164,4.02704678362573,7.04076917237583,12.0645830930689,14.1144962441174,2.01136363636364,1.01,67.8336037333833,20.1230016728475,18.0847857433202,3.02480689245395,49.3236018371559,3.01315789473684,68.4081324750827,106.443051760901,18.8183184739788,5.01754385964912,3.01075268817204,17.102331002331,8.03670033670034,130.251348483395,10.0555310408799,13.0497265637828,8.52857142857143,6.04008210890233,76.1290112022942,6.03390313390313
