"velha.guarda","samba","jazz","cool.jazz","new.orleans.jazz","bluegrass","adult.standards","comic","cabaret","nashville.sound","lounge","swing","jazz.orchestra","exotica","bossa.nova","honky.tonk","country.gospel","traditional.swing","western.swing","tin.pan.alley","vocal.jazz","jump.blues","boy.band","stride","cowboy.western","brazilian.composition","traditional.country","vintage.jazz","christmas","country.christmas","deep.adult.standards","doo.wop","deep.opera","movie.tunes","show.tunes","jazz.blues","jazz.christmas","big.band","british.dance.band","vintage.swing","easy.listening","choro"
1,1,1,1,39,1,623.5,3,444,7,604.5,298.5,26,43,1,1,7,10,7,97,432,15,6,38,39,1,7,8,623.5,5,195.5,1,1,9,1,18,409,85,57,2,425,1
