"soul.blues","adult.standards","singer.songwriter","p.funk","gospel","new.wave.pop","swedish.pop","rock.steady","texas.country","contemporary.country","progressive.rock","deep.adult.standards","christian.christmas","children.s.christmas","nashville.sound","comedy","canterbury.scene","quiet.storm","british.blues","movie.tunes","new.wave","folk.christmas","honky.tonk","dance.rock","canadian.country","contemporary.post.bop","nursery","glam.rock","traditional.rock..n.roll","blues","space.rock","uk.post.punk","piano.rock","funk.metal","permanent.wave","deep.melodic.house","surf.music","hi.nrg","christmas","chicago.blues","jazz.christmas","country.blues","swamp.pop","neo.rockabilly","protopunk","motown","funk.rock","jazz.blues","chicago.soul","mellow.gold","southern.rock","folk.rock","classic.funk.rock","folk.pop","urban.contemporary","cool.jazz","album.rock","folk","country.gospel","europop","louisiana.blues","texas.blues","boy.band","brill.building.pop","smooth.jazz","screamo","soft.rock","new.romantic","bebop","memphis.soul","country.dawn","vocal.jazz","disco","roots.rock","psychedelic.rock","electric.blues","bow.pop","melancholia","jazz.fusion","southern.soul.blues","western.swing","traditional.blues","modern.blues","australian.country","classic.rock","deep.soft.rock","northern.soul","art.rock","easy.listening","new.jack.swing","symphonic.rock","doo.wop","pop.christmas","zolo","pub.rock","beach.music","merseybeat","traditional.country","australian.dance","chanson","british.invasion","rock.and.roll","underground.power.pop","soul","lounge","deep.funk","synthpop","hollywood","australian.pop","soul.jazz","traditional.folk","swamp.blues","jazz.funk","hard.bop","southern.soul","praise","bubblegum.pop","exotica","norwegian.rock","post.disco","heavy.christmas","traditional.soul","metal","french.pop","power.pop","outlaw.country","soul.christmas","comic","british.folk","rock","blues.rock","pop.rock","country.rock","deep.disco","lilith","glam.metal","rockabilly","funk","country","cowboy.western","country.christmas","hard.rock"
318.325701024852,465.577261417393,728.287315207289,102.706822716579,10.0144927536232,108.398218083899,40.2727564102564,10.0113636363636,9.02523465148485,41.7456882820292,218.839366586293,11.0217391304348,10.0144927536232,16.4444444444444,210.843096077911,18.1166489925769,17.0498363053775,1108.17620799418,252.011042447282,26.6263157894737,18.04496124031,402.720838807076,56.7881248896336,18.04496124031,32.8903568341771,4.01098901098901,16.4444444444444,684.747989297706,5.02469135802469,28.2316176470588,17.0498363053775,14.0333333333333,61.9950584007188,2.01075268817204,60.759465909858,31.1304029304029,30.7983772819473,421.452718799139,342.990679813881,25.2107843137255,132.163965876406,28.2316176470588,20.0620880414313,4.01098901098901,52.2411677170869,1030.3599475747,826.17470511975,76.0097352756892,537.101444868892,1723.60450411703,563.660074221614,948.356326066516,1014.4372820866,378.625383332966,77.231912785003,4.01098901098901,1075.59972650187,264.664337907306,171.669052082627,40.2727564102564,25.2107843137255,39.2543449197861,72.1979762919661,339.406191589582,50.3718462046205,4.01162790697674,1931.58601110438,18.04496124031,4.01098901098901,461.944303977655,10.0360046457607,75.9168069727891,1312.34563323779,596.757014351708,167.547423045642,42.3149509803921,39.4648483122062,23.0603458556947,34.2990834930463,37.9869383490073,51.1893698110088,28.2316176470588,42.3149509803921,39.2021080368906,770.367429192165,27.0744202946789,40.1753410108448,131.84946508212,41.6992441840003,23.0295454545454,129.043035629668,61.2978035373041,159.617460459661,15.0458052073288,13.0684232026144,54.2606256510166,113.324939148173,192.765805903519,48.2497270845097,14.0744535519126,173.316042489277,197.321318811681,5.02941176470588,1183.6495293013,122.639693768473,24.1555555555555,4.01162790697674,26.6263157894737,8.01639344262295,40.3362568908336,374.055594835765,25.2107843137255,90.535550660092,4.01098901098901,579.957312736241,10.0144927536232,505.843517668622,4.01219512195122,21.0625,408.010737329097,145.886631991716,1.01,76.741188762928,14.0744535519126,8.02941176470588,92.9277507946017,782.261366069416,20.127401680749,6.02439024390244,1045.37980031574,502.436641914328,14.0977443609023,826.001304588124,52.1993874297589,5.01538461538462,24.429347826087,102.229351272318,1034.20334425312,117.178679569006,101.002529272712,195.172671983585,456.976759015914
