"bebop","jazz","cool.jazz","new.orleans.jazz","adult.standards","comic","cabaret","nashville.sound","lounge","swing","exotica","honky.tonk","country.gospel","traditional.swing","western.swing","tin.pan.alley","vocal.jazz","light.music","jump.blues","boy.band","stride","cowboy.western","vintage.western","outlaw.country","traditional.country","christmas","country.christmas","deep.adult.standards","boogie.woogie","deep.free.jazz","show.tunes","jazz.blues","jazz.christmas","big.band","british.dance.band","vintage.swing","easy.listening"
1,1,1,8,607.5,1,579.5,21,515.5,393,47.5,6,21,1,28,11,358.5,28.5,110.5,25,1,26,2,8,26,609.5,19,64,60,2,13,81,263,179.5,57,4,410.5
