"nashville.sound","western.swing","easy.listening","jazz.christmas","cabaret","boogie.woogie","tin.pan.alley","deep.adult.standards","jazz","swing","lounge","traditional.swing","jazz.blues","exotica","vintage.swing","show.tunes","piano.blues","traditional.country","jazz.orchestra","dixieland","boy.band","vintage.western","adult.standards","british.dance.band","stride","bebop","country.gospel","cowboy.western","bluegrass","jump.blues","christmas","new.orleans.jazz","cool.jazz","vocal.jazz","big.band","movie.tunes"
2,4,458.5,410.5,367,1,30,104,1,341.5,588.5,12,91,28,2,1,1,3,7,6,62,1,572.5,51,2,1,1,3,1,24,584.5,21,1,402.5,106,14
