"folk","country.blues","classic.funk.rock","geek.rock","freakbeat","beach.music","mellow.gold","brill.building.pop","latin.jazz","country.rock","europop","vintage.swoon","electric.blues","deep.funk","rockabilly","r.b","psychedelic.rock","british.invasion","roots.rock","funk","chamber.pop","cowboy.western","northern.soul","memphis.soul","nashville.sound","texas.blues","quiet.storm","acoustic.blues","singer.songwriter","folk.pop","modern.blues","blues.rock","rock","contemporary.post.bop","harmonica.blues","louisiana.blues","jazz.christmas","album.rock","deep.southern.soul","memphis.blues","show.tunes","big.band","polka","folk.rock","symphonic.rock","chicago.soul","deep.motown","jazz.fusion","girl.group","deep.free.jazz","lounge","swamp.blues","vocal.jazz","doo.wop","delta.blues","deep.adult.standards","southern.soul","southern.rock","chicago.blues","jazz","traditional.blues","jazz.blues","british.folk","soul","comic","hard.bop","progressive.rock","soul.christmas","urban.contemporary","honky.tonk","country.christmas","new.orleans.jazz","bubblegum.pop","boogie.woogie","new.wave.pop","swamp.pop","brostep","country","motown","new.orleans.blues","glam.rock","funk.rock","swing","piano.blues","bebop","folk.christmas","traditional.country","disco","jump.blues","jazz.funk","christmas","classic.garage.rock","post.disco","cool.jazz","blues","outlaw.country","dance.pop","country.gospel","adult.standards","western.swing","rock.steady","soul.blues","neo.soul","merseybeat","easy.listening","traditional.folk","southern.soul.blues","hi.nrg","bossa.nova","classic.rock","deep.northern.soul","art.rock","exotica","soul.jazz","british.blues","pop.christmas","comedy","soft.rock","protopunk","rock.and.roll","surf.music","cabaret"
105.794335698617,28.0980135121012,422.692791324955,9.03520408163265,157.672665556546,345.87629832147,351.117533196582,1633.24559010977,5.01136363636364,117.145408645358,19.2133333333333,4.02422296804319,29.1082175937339,57.4631205459542,423.008055404078,4.01315789473684,335.177588915758,1935.46761153579,172.864335434145,442.212923635197,38.1680687056389,166.929775442561,487.361046986091,713.1815894069,255.331280789563,29.1082175937339,592.581022013402,23.0850878025628,207.856125133339,69.2668083336597,28.0980135121012,166.651610262292,214.314229534355,7.02321524422974,6.02302459445316,31.1194236421618,406.174239381224,166.703720971281,28.1401443450605,40.1456059363854,22.0797413793103,7.02321524422974,4.01333333333333,354.904180148683,35.9283717357911,973.761988884704,20.1097038789232,3.01086956521739,139.008958191654,14.0451388888889,497.978145275089,31.1194236421618,174.692023439811,228.789675929648,26.1066031293413,265.433861127152,924.936115139816,11.0909090909091,32.1297329205124,12.0345788805934,32.1297329205124,442.684613053462,24.0787396280208,1086.34707102791,9.03520408163265,7.02321524422974,35.9283717357911,761.888824175128,4.01315789473684,21.1191315261045,139.834917138631,16.0809303844718,1577.42867973742,4.03171940841113,57.3814020389722,2.01030927835052,16.2285714285714,8.03263888888889,1059.95094647453,127.630465053916,137.787773477914,307.036787305816,24.090825278027,48.1701466288393,12.0345788805934,183.360344582559,202.088988405524,146.055495097103,76.2521572108499,12.0345788805934,951.449621502561,262.979322366412,8.03586956521739,12.0345788805934,32.1297329205124,99.3810151200564,19.2133333333333,186.009821738858,1028.73234215927,56.4634733872181,6.01515151515152,621.613718327007,4.01315789473684,1622.86299054456,474.091581221275,143.045911129359,30.5345160286337,5.025,5.01136363636364,300.968701943889,14.0444251687922,17.8250384024578,75.3259454514032,40.1663970624116,682.05487874627,87.3530570504764,9.03520408163265,228.320702296784,279.483989896915,1048.86268823224,104.48500097491,172.93552013406
