"big.band","soul.blues","adult.standards","ragtime","singer.songwriter","freakbeat","rock.steady","contemporary.country","progressive.rock","deep.adult.standards","children.s.christmas","classic.italian.pop","nashville.sound","comedy","quiet.storm","industrial.rock","british.blues","alternative.hip.hop","deep.southern.soul","reggae","folk.christmas","honky.tonk","geek.rock","canadian.country","new.orleans.jazz","contemporary.post.bop","latin.jazz","glam.rock","traditional.rock..n.roll","dixieland","piano.rock","uk.post.punk","blues","deep.melodic.house","surf.music","christmas","chicago.blues","jazz.christmas","country.blues","swamp.pop","boogie.woogie","no.wave","protopunk","ye.ye","motown","deep.motown","funk.rock","jazz.blues","garage.rock","chicago.soul","mellow.gold","southern.rock","folk.rock","classic.funk.rock","deep.northern.soul","urban.contemporary","cool.jazz","album.rock","folk","country.gospel","louisiana.blues","texas.blues","hip.hop","soda.pop","brill.building.pop","soft.rock","contemporary.folk","classic.belgian.pop","bebop","memphis.soul","polka","vocal.jazz","disco","new.orleans.blues","roots.rock","psychedelic.rock","electric.blues","jazz.fusion","southern.soul.blues","western.swing","traditional.blues","modern.blues","ska.revival","classic.rock","northern.soul","experimental","vintage.swoon","easy.listening","symphonic.rock","industrial","doo.wop","r.b","pop.christmas","jump.blues","beach.music","merseybeat","traditional.country","british.invasion","piano.blues","pop.rap","rock.and.roll","soul","italian.pop","lounge","traditional.funk","trap.music","swing","deep.funk","neo.soul","soul.jazz","post.punk","traditional.folk","hardcore.hip.hop","girl.group","jazz.funk","hard.bop","southern.soul","jazz","experimental.rock","bubblegum.pop","exotica","post.disco","outlaw.country","classic.garage.rock","soul.christmas","comic","rock","blues.rock","country.rock","rap","rockabilly","deep.free.jazz","funk","cabaret","roots.reggae","country","cowboy.western","noise.rock","country.christmas","memphis.blues"
68.7262432426611,703.229344965262,1088.36440292555,41.9491702741703,37.2828282828283,79.2006402731517,23.7166666666667,13.0260364842454,21.9230769230769,266.115911181563,8.01428571428571,9.07692307692308,162.298427507303,6.01694915254237,538.328161506704,4.01176470588235,398.661061405935,3.01123595505618,82.3268576941868,10.0263157894737,136.171663785172,10.0441421341895,6.01694915254237,8.03703703703704,86.1393663526017,26.7770729684908,15.7333333333333,75.0380884779381,8.03703703703704,41.9491702741703,2.02119309262166,4.01176470588235,18.0835406361019,3.03237742830712,327.62774426477,944.952521239838,18.0835406361019,695.312750282862,18.0835406361019,30.4424165627654,11.0679049632538,4.01176470588235,149.392290978336,9.07692307692308,1125.93220061686,7.01282051282051,218.082552928769,561.344104766837,24.4128205128205,892.037456218125,182.467442708908,13.0260364842454,87.3676566917306,261.243929334337,15.0417439038129,8.02941176470588,26.7770729684908,74.0278843963055,8.01428571428571,114.785001051614,4.01282051282051,18.0835406361019,3.01123595505618,13.0212765957447,1857.04819721832,104.302166265115,9.02325581395349,5.01190476190476,26.7770729684908,684.039644909603,2.02197802197802,308.127449467779,112.762546533414,110.461936446871,70.6257309941521,106.217565703611,18.0835406361019,26.7770729684908,5.02282051282051,34.1142985328256,18.0835406361019,18.0835406361019,23.7166666666667,202.355491527794,469.109304763446,4.01176470588235,11.04,351.917824612123,21.9230769230769,4.01176470588235,301.900119473657,8.02941176470588,88.1268730956933,104.642969002041,456.49526422013,1307.1632483179,130.848055238806,1477.17174361446,58.2968822089184,3.01123595505618,1247.50223015557,1107.0647024234,9.07692307692308,535.717225682276,2.01030927835052,3.01123595505618,73.1162000490432,30.1371341633562,8.02941176470588,33.104536949864,4.01176470588235,77.1183683725741,3.01123595505618,278.907407848884,15.0690560908537,26.7770729684908,852.162938868584,68.7262432426611,4.01176470588235,985.468487976415,31.2797485680232,3.03237742830712,67.5565800420703,102.932406916007,856.870952234438,6.01694915254237,103.362820293741,139.826972427846,58.0263006687338,3.01123595505618,676.569669019836,28.4143470433458,248.188610981576,210.782268092066,10.0263157894737,13.0260364842454,114.577146385551,4.01176470588235,110.752466630522,70.3825324437536
