"velha.guarda","samba","jazz","new.orleans.jazz","adult.standards","cabaret","nashville.sound","lounge","swing","jazz.orchestra","exotica","bossa.nova","honky.tonk","country.gospel","traditional.swing","western.swing","tin.pan.alley","vocal.jazz","boy.band","stride","cowboy.western","outlaw.country","traditional.country","vintage.jazz","christmas","country.christmas","deep.adult.standards","boogie.woogie","ragtime","doo.wop","mpb","jazz.blues","brazilian.pop.music","jazz.christmas","big.band","british.dance.band","dixieland","vintage.swing","easy.listening","choro"
1,1,1,96,223.5,226.5,4,214.5,432.5,7,3,1,1,4,69.5,11,1,128,24,1,11,1,11,11,227.5,3,28,3,2,1,1,24,1,190,329.5,88.5,23.5,8,116.5,1
