"doo.wop","nashville.sound","western.swing","easy.listening","jazz.christmas","cabaret","boogie.woogie","tin.pan.alley","deep.adult.standards","jazz","swing","traditional.swing","lounge","jazz.blues","exotica","vintage.swing","country.christmas","contemporary.post.bop","piano.blues","traditional.country","jazz.orchestra","adult.standards","hard.bop","british.dance.band","stride","bebop","cowboy.western","country.gospel","jazz.funk","jump.blues","christmas","new.orleans.jazz","cool.jazz","vocal.jazz","big.band","movie.tunes"
10,4,4,319.5,224.5,284,13,33,64,1,278,3,398.5,22,13,1,4,1,4,4,25,406.5,1,55.5,4,1,4,4,1,15,405.5,13,1,242.5,154.5,2
