"trash.rock","country.blues","classic.funk.rock","freakbeat","beach.music","piano.rock","mellow.gold","brill.building.pop","italian.pop","country.rock","vintage.swoon","world.christmas","electric.blues","deep.funk","rockabilly","bmore","psychedelic.rock","british.invasion","roots.rock","funk","cowboy.western","northern.soul","movie.tunes","memphis.soul","nashville.sound","texas.blues","quiet.storm","acoustic.blues","singer.songwriter","modern.blues","blues.rock","contemporary.post.bop","harmonica.blues","louisiana.blues","jazz.christmas","memphis.blues","folk.rock","polka","big.band","soda.pop","chicago.soul","deep.motown","jazz.fusion","girl.group","lounge","swamp.blues","vocal.jazz","doo.wop","delta.blues","deep.adult.standards","eurobeat","southern.soul","a.cappella","chicago.blues","jazz","traditional.blues","piedmont.blues","jazz.blues","soul","comic","ye.ye","hard.bop","soul.christmas","honky.tonk","country.christmas","bubblegum.pop","boogie.woogie","swamp.pop","country","motown","stride","new.orleans.blues","funk.rock","swing","piano.blues","bebop","classic.belgian.pop","folk.christmas","traditional.country","brass.band","disco","jump.blues","jazz.funk","christmas","classic.garage.rock","cool.jazz","blues","outlaw.country","traditional.scottish.folk","country.gospel","cowpunk","adult.standards","western.swing","alternative.pop.rock","canadian.pop","rock.steady","soul.blues","merseybeat","easy.listening","traditional.folk","classic.rock","deep.northern.soul","exotica","soul.jazz","british.blues","soft.rock","protopunk","chanson","rock.and.roll","surf.music","cabaret"
2.01098901098901,47.1638199239731,107.672148423901,6.02631578947368,292.583727829818,8.03333333333333,93.3031453689328,2050.98825014867,1.01111111111111,35.261325050162,10.0311608514374,3.01136363636364,53.1834277671104,20.09168475901,1234.64663426069,3.01176470588235,6.02631578947368,382.56011367732,62.0549782135076,107.672148423901,272.939851328605,125.388421570587,28.4383116883116,493.795584526942,475.410864937373,53.1834277671104,369.545192397517,47.1638199239731,62.0549782135076,37.1226434533849,21.0778756789011,29.119945799458,27.096045255173,55.1965856618472,664.873651702951,118.584082943168,31.2481671554252,39.34937247803,32.1977235772357,85.9638264312233,628.023485690681,17.0557403422069,18.0643902439024,20.0949570784228,458.72824373582,53.1834277671104,238.569213990044,785.270023921751,47.1638199239731,627.013300600663,3.01063829787234,631.749517154853,13.1649572649573,55.1965856618472,29.119945799458,47.1638199239731,24.0741795391897,749.28346063278,669.699519648661,6.02857142857143,1.01111111111111,29.119945799458,739.51854621384,82.3233629214141,351.83258823113,294.826962356499,63.3874972813204,91.478925852749,34.1333308221678,614.227704221731,12.04,240.895622092786,66.3333616006869,32.1861997126436,162.337552597246,29.119945799458,7.0188679245283,98.3343953689328,389.968162102574,34.7617308994795,57.4090350934629,199.610353146511,17.079945799458,1051.55559573703,6.02631578947368,18.0643902439024,55.1965856618472,148.783966859959,10.0274797666102,338.055124112341,21.0715197956577,1147.8619034251,185.383245424546,9.03448275862069,9.03448275862069,5.01219512195122,674.23526128811,275.46736565239,420.750535732553,39.2960838220919,21.0778756789011,7.02857142857143,77.1181415497592,39.1374896591071,27.1041914683748,67.840147577511,6.02631578947368,3.01136363636364,1816.7989918132,96.6519132762533,76.4462972539012
