"dream.pop","australian.alternative.rock","crust.punk","country.blues","glam.metal","post.punk","rap","britpop","modern.blues","deep.italo.disco","ska","nashville.sound","polish.punk","latin","kraut.rock","metal","dance.rock","freestyle","swedish.pop","piano.rock","classic.funk.rock","deep.funk","uk.post.punk","german.metal","traditional.irish.folk","australian.country","bubblegum.pop","lovers.rock","exotica","p.funk","groove.metal","c86","zolo","doo.wop","urban.contemporary","album.rock","blues","lounge","punk","funk.rock","r.b","progressive.rock","mod.revival","roots.rock","hardcore.hip.hop","dance.pop","folk.pop","rockabilly","speed.metal","electroclash","latin.christmas","british.blues","german.techno","country.dawn","post.disco","soca","new.wave","british.invasion","street.punk","new.wave.pop","jazz.christmas","neo.soul","horror.punk","afrobeat","singer.songwriter","soft.rock","disco","australian.dance","funk","latin.pop","no.wave","chamber.pop","piedmont.blues","merseybeat","adult.standards","heavy.christmas","vocal.jazz","nwobhm","soul.christmas","motown","industrial","art.rock","east.coast.hip.hop","electronic","celtic.rock","oi","new.age","boy.band","country.gospel","norwegian.rock","post.disco.soul","folk","southern.soul","acoustic.blues","neo.trad.metal","quiet.storm","brill.building.pop","celtic","dark.wave","twee.pop","pop.christmas","permanent.wave","skate.punk","classic.rock","skinhead.reggae","blues.rock","hardcore.punk","neo.psychedelic","cabaret","argentine.indie","thrash.core","dub","gothic.rock","classical.christmas","electric.blues","chicago.soul","europop","rock.and.roll","new.romantic","traditional.folk","nwothm","lilith","traditional.blues","punk.christmas","smooth.jazz","melancholia","indie.christmas","hard.rock","reggae","power.pop","stoner.rock","industrial.metal","alternative.rock","dancehall","jangle.pop","electro","chicago.blues","ska.revival","jazz.funk","hi.nrg","fourth.world","steampunk","psychedelic.rock","traditional.country","irish.folk","ambient","contemporary.post.bop","indie.rock","acid.jazz","outlaw.country","juggalo","easy.listening","austropop","contemporary.country","neue.deutsche.welle","psychill","classical","hip.hop","deep.disco","reggae.fusion","celtic.christmas","crossover.thrash","symphonic.rock","rock","australian.pop","cowboy.western","folk.rock","synthpop","country.christmas","country","mellow.gold","soul","soul.blues","madchester","roots.reggae","soundtrack","french.rock","dance.punk","soul.jazz","german.pop","texas.blues","anarcho.punk","memphis.soul","western.swing","honky.tonk","glam.rock","folk.christmas","candy.pop","cowpunk","world.christmas","christmas","old.school.hip.hop","scottish.rock","canterbury.scene","grindcore","neo.progressive","southern.rock","experimental.rock","space.rock","experimental","laboratorio","rock.steady","deep.new.wave","bow.pop","new.jack.swing","country.rock","calypso","jam.band","texas.country","industrial.rock","psychobilly","protopunk","jazz.fusion","thrash.metal","canadian.metal","pub.rock"
35.2860615289946,8.06169590643275,2.02631578947368,2.02631578947368,75.6654595693716,439.937638160139,14.1162628794208,19.269374162248,17.2919407894737,7.03225806451613,93.6027891648581,9.09935553168636,1.01315789473684,26.0970394736842,54.7542857142857,118.88436021941,1412.83467155254,4.05263157894737,21.2250961538462,37.29600797809,359.652096899167,3.03947368421053,594.203866564608,6.03149801587302,19.0751633986928,16.1005504999438,31.5429423853619,20.1261998080307,1.01315789473684,19.1780867262496,13.1432808733104,16.0938492063492,139.378516149345,15.1917930419269,44.0301751503363,567.300847288698,13.25,8.10526315789473,213.796269164514,362.380111017871,1.01315789473684,146.325803918025,87.6185254803676,144.872306856086,9.07142857142857,1.01315789473684,48.0548993524707,102.534390488172,34.3568450868746,45.7420634920635,32.1759868421053,159.823384741627,54.7542857142857,3.03947368421053,354.64365503276,6.07894736842105,1492.18774450219,104.986835610404,5.0303657694962,1330.46247459203,57.6967678871472,1.01315789473684,1.01315789473684,3.03947368421053,154.495538801357,674.886804305697,479.230864096729,16.1005504999438,394.020363111513,26.0970394736842,37.4594424730559,5.04714912280702,2.02631578947368,43.8773776507248,147.616128123797,164.886789429798,5.06578947368421,70.6197989158071,432.620330545632,329.986485770706,9.07835449816401,838.190042905185,9.07142857142857,54.7542857142857,14.2263157894737,41.3978487939798,41.0590731049011,24.327141382869,6.05988184747583,4.05263157894737,55.5340953596364,33.9530605564648,49.3222971197798,2.02631578947368,2.02631578947368,388.725522053288,103.452235544229,34.2936819172113,16.1126984126984,10.0730158730159,135.384930035996,315.052771031187,9.0503657694962,342.357928055162,4.05263157894737,185.39751734465,54.5212715457901,7.05263157894737,1.01315789473684,3.03947368421053,2.02631578947368,24.1788313869781,91.9455712859639,3.01639344262295,27.3409982967655,45.2580159952147,75.4030385393981,128.009775921452,1407.71508895886,44.0621149721651,14.0848191908342,5.02,15.2763157894737,38.40917055589,58.6862779526335,117.664906428825,21.1371619027048,324.9585347596,46.2845641455988,29.3413915861086,5.02702702702703,9.07835449816401,4.0417004048583,20.1261998080307,13.1133818589026,63.8517516012253,13.25,110.717168249825,93.8433948073456,381.355545693525,10.1184210526316,12.0730743910467,93.6685136346088,6.05988184747583,34.2936819172113,7.02439024390244,7.03784722222222,2.01538461538462,1.01315789473684,3.02040816326531,4.02040816326531,2.02631578947368,1.01315789473684,2.02631578947368,1.01315789473684,5.06578947368421,3.01639344262295,14.1162628794208,5.03538011695906,28.1270093543654,31.2751633986928,11.0766815589699,121.100999669734,595.455235887254,3.03947368421053,4.03356605800215,157.587112466675,1054.5564644422,25.1999060316302,8.08619763694952,533.308572782426,351.053265180044,38.2195402275492,46.4030252963529,24.1788313869781,2.01666666666667,1.01315789473684,2.01538461538462,16.1503759398496,1.01315789473684,15.2763157894737,18.1617245105517,19.0913395918639,4.03356605800215,3.02040816326531,691.289373609961,91.407399587937,26.2299319754527,9.08578947368421,5.06578947368421,98.9394437506787,9.09746588693957,12.0993316624896,2.02631578947368,2.02631578947368,3.03947368421052,122.226216303089,16.1595285872328,5.02564102564103,46.4045684444009,12.1578947368421,8.10526315789474,89.7882222967382,23.188596491228,20.2418660287081,110.721583931619,6.07894736842105,13.25,3.02040816326531,26.8420971882225,1.01315789473684,260.431103221799,14.0875576036867,7.09564021995287,5.04267744833783,170.9560904126
