"dream.pop","australian.alternative.rock","glam.metal","power.metal","post.punk","rap","britpop","modern.blues","deep.italo.disco","gothic.post.punk","ska","nashville.sound","latin","kraut.rock","metal","dance.rock","freestyle","swedish.pop","piano.rock","brutal.death.metal","classic.funk.rock","technical.death.metal","deep.funk","uk.post.punk","traditional.irish.folk","australian.country","bubblegum.pop","hip.house","lovers.rock","death.metal","p.funk","groove.metal","c86","zolo","deep.soft.rock","urban.contemporary","album.rock","lounge","punk","funk.rock","comic","r.b","progressive.rock","mod.revival","roots.rock","bossa.nova","dance.pop","folk.pop","rockabilly","speed.metal","electroclash","latin.christmas","british.blues","german.techno","northern.soul","country.dawn","post.disco","new.wave","norwegian.punk","british.invasion","new.wave.pop","italian.disco","jazz.christmas","neo.soul","horror.punk","singer.songwriter","soft.rock","disco","australian.dance","ethereal.wave","progressive.metal","funk","classic.soundtrack","latin.pop","new.rave","nu.gaze","no.wave","jazz.blues","south.african.jazz","traditional.rock..n.roll","chill.out","merseybeat","world","adult.standards","heavy.christmas","nwobhm","soul.christmas","motown","industrial","bebop","art.rock","electronic","celtic.rock","oi","country.gospel","new.age","boy.band","norwegian.rock","dark.cabaret","post.disco.soul","folk","southern.soul","quiet.storm","malaysian.pop","brill.building.pop","celtic","dark.wave","twee.pop","pop.christmas","skate.punk","cool.jazz","permanent.wave","classic.rock","kirtan","blues.rock","hardcore.punk","neo.psychedelic","cabaret","deathgrind","dub","gothic.rock","classic.eurovision","electric.blues","chicago.soul","kwaito","pop","europop","rock.and.roll","new.romantic","traditional.folk","downtempo","african.rock","lilith","punk.christmas","smooth.jazz","melancholia","indie.christmas","hard.rock","reggae","trip.hop","power.pop","industrial.metal","alternative.rock","dancehall","jangle.pop","electro","ska.revival","jazz.funk","hi.nrg","traditional.country","steampunk","psychedelic.rock","irish.folk","big.beat","indietronica","contemporary.post.bop","indie.rock","samba","easy.listening","contemporary.country","mpb","hip.hop","deep.disco","reggae.fusion","country.road","sleaze.rock","celtic.christmas","alternative.dance","symphonic.rock","rock","australian.pop","welsh.rock","folk.rock","synthpop","country.christmas","country","mellow.gold","soul","soul.blues","madchester","roots.reggae","soundtrack","slow.core","dance.punk","soul.jazz","texas.blues","anarcho.punk","eurobeat","memphis.soul","brazilian.pop.music","freakbeat","glam.rock","black.death","folk.christmas","cowpunk","world.christmas","christmas","old.school.hip.hop","scottish.rock","canterbury.scene","grindcore","shoegaze","neo.progressive","beach.music","kiwi.rock","goregrind","icelandic.pop","southern.rock","experimental.rock","space.rock","experimental","laboratorio","rock.steady","deep.new.wave","bow.pop","new.jack.swing","country.rock","schlager","traditional.swing","electro.jazz","industrial.rock","psychobilly","protopunk","jazz.fusion","thrash.metal","canadian.metal","pub.rock","jazz"
21.11077552371,64.1883867068362,90.703752136455,8.05125,222.866866461639,11.0443412829133,12.0864522419326,5.02538152610442,2.01041666666667,6.04369840716196,55.887074829932,2.02714613079499,10.0432470755051,8.04545454545454,112.006800576447,1514.31382536553,23.1454555298306,18.0974747474747,73.4786096256685,12.0833333333333,217.750775147262,12.0833333333333,4.02222222222222,325.144341074781,30.1427124175571,6.03677462887989,21.6649572649573,15.1305855161787,5.02257450856056,12.0833333333333,12.0716876208897,8.06268253585072,49.9994533752157,82.2791134716828,3.01282051282051,40.9803568163606,636.485525177424,7.04327485380117,120.453441228651,194.616896719683,2.01298701298701,6.02272727272727,166.794150027604,76.4753384861511,110.201075282761,5.02222222222222,73.9336247086247,51.8895978498632,61.3032383216528,35.4177746106225,13.1425,10.0432470755051,69.4104775647766,8.04545454545454,7.04226475279107,3.01298701298701,355.824426959012,1718.25012448956,2.01041666666667,83.6397406872482,1536.21457586868,51.2884694377842,54.2840116932555,6.02272727272727,2.01515151515152,139.974490138475,842.455953798248,362.665143657023,6.03677462887989,10.0267794221283,26.171827650972,249.954298791391,2.01176470588235,10.0432470755051,6.04444444444444,7.01162790697674,10.0558699709013,2.02040816326531,7.03422152560084,16.0493311036789,2.01086956521739,29.1789019678034,7.03422152560084,69.0259440417734,87.1807662860653,38.4628294518813,409.046487257651,129.168926067945,8.05877901164773,17.9469696969697,833.713740753247,16.1050512825837,37.266237286341,7.04632811632811,2.02714613079499,8.05561798989347,80.8815660779866,2.01041666666667,3.02040816326531,80.5149014962653,21.1656823335395,28.1875888398843,226.589606024301,3.01234567901235,53.9654139525447,19.1172115649413,33.1757255666401,19.8766629711752,254.579589711285,1.01333333333333,17.9469696969697,349.378860590121,223.700209121315,20.6936936936937,143.021456562088,8.05667332777505,17.4572916666667,2.02105263157895,12.0833333333333,5.02257450856056,98.5308046327906,2.01123595505618,11.0538128986534,22.143980345086,7.03422152560084,67.9108974358974,131.186854144846,86.988266367959,1479.80955837677,24.1823490002061,2.01086956521739,7.03422152560084,10.0909090909091,8.03239203177283,80.0180342592197,45.2268970717631,17.0820793433652,226.416071934764,60.2782504684031,2.01086956521739,7.03162790697674,4.03715170278638,6.03835227272727,9.03492018757291,10.0704514363885,67.0731841110043,81.1446378551421,103.990066612831,564.786958323393,2.02714613079499,4.01785714285714,49.9185600960601,19.1172115649413,2.01086956521739,6.04444444444444,17.9469696969697,23.1071717171717,5.02222222222222,3.03157894736842,4.02938045560996,5.02222222222222,11.0443412829133,8.03478520359819,44.2115079365079,3.01298701298701,4.02289377289377,19.1172115649413,6.04444444444444,137.581079703375,609.117608582201,17.2328250382936,10.0704514363885,149.983404799649,1204.00395929922,11.0769077726619,5.040133143782,607.036503791095,195.831041519086,16.1098920242418,171.308083599984,12.0543968528829,2.01176470588235,7.01162790697674,11.0671717171717,38.6411483253589,6.03526136715125,1.01010101010101,1.01351351351351,10.0737857328724,5.02222222222222,1.01098901098901,617.128661248274,12.0833333333333,165.234603907666,16.0967432950192,5.02222222222222,52.9424283625919,41.1886789764992,54.1151699631192,11.0719423395894,12.0833333333333,11.0424044221283,19.1246452354526,6.04146079484426,4.01204819277108,12.0833333333333,10.0721568627451,39.8429396828755,13.0909254366513,16.1206745309055,22.1471829347409,4.03154495777447,3.01234567901235,119.725099719095,21.1392482304839,32.9524110745247,14.1048409709002,1.01052631578947,4.01219512195122,3.01785714285714,13.1290400006587,11.0560871876661,246.795536943629,66.6602748850737,12.0752442528736,11.0665445665446,105.567463810214,17.9469696969697
